Accel_X,Accel_Y,Accel_Z,Audio,Azimuth,DateTime,GPS_Accuracy,GPS_Alt,GPS_Bearing,GPS_Lat,GPS_Lon,GPS_Speed,Gyro_X,Gyro_Y,Gyro_Z,ID,Magnetic_X,Magnetic_Y,Magnetic_Z,Name,Pitch,Roll,TimeStamp,Type,User,race_id,session_id
0.40342298,-9.723452,1.0995371,74,28.320557,22 Окт 2015 г. 20:26:41,,,,,,,-0.016798794,-0.05955936,0.022296581,343,-79.02,136.5,132.12,Петроградская 3,85.3641,-2.1437318,1445534802216,Raw, julia,1445534800,119655405
0.45549688,-10.044274,0.6901286,72,32.800236,22 Окт 2015 г. 20:26:42,,,,,,,-0.12461651,-0.10476339,-0.013133603,,-87.06,162.59999,130.44,ServiceLog,86.200066,-0.40624097,1445534802421,Raw, julia,1445534800,119655405
0.676362,-10.338761,0.24241292,78,29.48955,22 Окт 2015 г. 20:26:43,,,,,,,-0.01863139,0.16218472,-0.03023783,,-75.06,137.16,130.44,ServiceLog,87.87753,0.9409492,1445534803488,Raw, julia,1445534800,119655405
0.9367314,-10.125677,0.10354923,83,31.932924,22 Окт 2015 г. 20:26:44,,,,,,,0.008246681,-0.040927973,0.008857546,,-87.6,202.86,138.9,ServiceLog,86.433556,2.5772576,1445534804548,Raw, julia,1445534800,119655405
-0.2705448,-9.558251,0.37828386,89,24.798431,22 Окт 2015 г. 20:26:45,,,,,,,-0.029626964,-0.37690386,0.009468411,,-51.66,194.51999,109.74,ServiceLog,84.27378,0.21622513,1445534805620,Raw, julia,1445534800,119655405
-0.18614918,-9.79827,1.1683705,86,21.819118,22 Окт 2015 г. 20:26:46,,,,,,,-0.028099801,-0.26633725,0.106595986,,-54.18,226.73999,115.92,ServiceLog,83.48826,-0.84100986,1445534806689,Raw, julia,1445534800,119655405
-1.4909891,-9.709086,1.9668367,86,13.030583,22 Окт 2015 г. 20:26:47,,,,,,,0.04886922,-0.24007004,0.08857546,,-41.579998,218.51999,120.299995,ServiceLog,77.66402,-3.3949952,1445534807763,Raw, julia,1445534800,119655405
-1.0785879,-9.674371,1.4401124,89,8.824023,22 Окт 2015 г. 20:26:48,,,,,,,-0.025961773,-0.15821409,-0.11789699,,-19.14,147.06,81.659996,ServiceLog,76.465004,-5.860256,1445534808831,Raw, julia,1445534800,119655405
-0.51475334,-9.813833,1.2455834,88,20.868908,22 Окт 2015 г. 20:26:49,,,,,,,-0.04337143,-0.08552113,-0.22510384,,-41.579998,90.24,101.34,ServiceLog,81.408356,0.30833703,1445534809895,Raw, julia,1445534800,119655405
0.25438392,-9.980828,-0.74639237,89,321.34097,22 Окт 2015 г. 20:26:50,,,,,,,0.029626964,0.025045475,-0.26083946,,51.18,-146.94,50.879997,ServiceLog,80.96066,5.021427,1445534810963,Raw, julia,1445534800,119655405
0.33039984,-10.143036,-0.19393034,87,300.04236,22 Окт 2015 г. 20:26:52,,,,,,,-0.06719518,-0.1563815,-0.020463986,,48.66,-152.51999,33.719997,ServiceLog,85.117935,0.68269974,1445534812026,Raw, julia,1445534800,119655405
0.33039984,-10.143036,-0.19393034,87,300.04236,22 Окт 2015 г. 20:26:52,,,,,,,-0.06719518,-0.1563815,-0.020463986,344,48.66,-152.51999,33.719997,Петроградская 4,85.117935,0.68269974,1445534812463,Raw, julia,1445534800,119655405
0.4225766,-11.04565,-0.24241292,85,273.39615,22 Окт 2015 г. 20:26:53,,,,,,,-0.08277224,0.02443461,-0.014049901,,61.859997,-116.88,2.9399998,ServiceLog,87.41836,2.104158,1445534813084,Raw, julia,1445534800,119655405
0.6745663,-10.206482,-0.3788824,89,300.2818,22 Окт 2015 г. 20:26:54,,,,,,,-0.03145956,-0.084910266,-0.027794369,,74.64,-80.7,25.439999,ServiceLog,85.36595,4.62712,1445534814129,Raw, julia,1445534800,119655405
0.6697779,-9.785701,-0.49799395,89,281.25024,22 Окт 2015 г. 20:26:55,,,,,,,-0.013133603,-0.040927973,-0.016798794,,66.119995,-58.739998,1.02,ServiceLog,95.03201,5.0032315,1445534815170,Raw, julia,1445534800,119655405
-1.4706384,-6.0968347,2.0853498,85,279.9317,22 Окт 2015 г. 20:26:56,,,,,,,-0.20922135,-0.25595254,-0.07147124,,78.36,-52.739998,6.72,ServiceLog,85.35477,4.347151,1445534816225,Raw, julia,1445534800,119655405
1.8070238,-10.051457,-1.4478935,87,293.08163,22 Окт 2015 г. 20:26:57,,,,,,,0.03390302,0.12064589,-0.03604105,,77.34,-45.78,10.679999,ServiceLog,97.498,6.684592,1445534817294,Raw, julia,1445534800,119655405
1.6436194,-9.683349,0.17657238,88,304.4883,22 Окт 2015 г. 20:26:58,,,,,,,-0.077579886,0.41783184,-0.11056661,,79.799995,-48.239998,20.22,ServiceLog,99.54642,9.45187,1445534818367,Raw, julia,1445534800,119655405
2.272696,-9.402629,-0.05865794,88,309.7842,22 Окт 2015 г. 20:26:59,,,,,,,0.062002823,-0.079107046,0.019242255,,88.02,-51.239998,19.26,ServiceLog,103.0469,12.962397,1445534819435,Raw, julia,1445534800,119655405
2.509722,-9.587581,-0.11851298,84,322.0841,22 Окт 2015 г. 20:27:00,,,,,,,-0.031154128,-0.0015271631,-0.07727446,,83.04,-66.78,43.2,ServiceLog,102.52569,12.490129,1445534820503,Raw, julia,1445534800,119655405
2.03148,-9.698911,0.034715924,86,323.01917,22 Окт 2015 г. 20:27:01,,,,,,,-0.047647487,0.15393804,-0.12705997,,74.4,-66.06,32.7,ServiceLog,101.78883,11.75038,1445534821539,Raw, julia,1445534800,119655405
2.235586,-9.255385,-0.1364695,86,320.56158,22 Окт 2015 г. 20:27:02,,,,,,,-0.022602014,-0.038789943,-0.022602014,,76.619995,-69.6,29.34,ServiceLog,102.573586,12.450132,1445534822607,Raw, julia,1445534800,119655405
2.0416555,-9.194932,-0.092176765,84,317.84314,22 Окт 2015 г. 20:27:03,,,,,,,-0.0018325958,-0.2574797,-0.016187929,,83.4,-68.46,27.06,ServiceLog,102.316605,12.188591,1445534823660,Raw, julia,1445534800,119655405
2.2870612,-9.03871,0.08379706,86,316.99017,22 Окт 2015 г. 20:27:04,,,,,,,-0.03390302,-0.029321533,-0.025350908,,86.04,-74.1,29.939999,ServiceLog,102.135345,12.081466,1445534824715,Raw, julia,1445534800,119655405
2.1571758,-9.76954,-0.06943185,85,315.1859,22 Окт 2015 г. 20:27:05,,,,,,,-0.03604105,0.01038471,-0.038179077,,89.46,-93.6,28.32,ServiceLog,101.82909,11.746486,1445534825784,Raw, julia,1445534800,119655405
