ID,Name,User,TimeStamp,DateTime,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,Audio,session_id,race_id
43,Ленинский проспект 3,natalie,1445577554168,23.10.2015 8:19:14,Raw,-0.928,4.759,8.552,241.875,-33.71875,6.765625,24.9,-12.24,3.0,,,,,,,,,,74,103961951,1445577554
,ServiceLog,natalie,1445577554758,23.10.2015 8:19:14,Raw,-0.861,4.951,8.782,248.14063,-29.828125,4.109375,27.78,-14.64,-7.32,,,,,,,,,,85,103961951,1445577554
,ServiceLog,natalie,1445577555779,23.10.2015 8:19:15,Raw,-0.507,4.711,7.747,249.625,-30.484375,2.828125,33.9,-16.68,-6.48,,,,,,,,,,75,103961951,1445577554
,ServiceLog,natalie,1445577556802,23.10.2015 8:19:16,Raw,-0.833,5.056,8.763,250.51563,-30.421875,3.4375,31.68,-16.86,-7.62,,,,,,,,,,81,103961951,1445577554
,ServiceLog,natalie,1445577557821,23.10.2015 8:19:17,Raw,-0.373,4.96,8.15,268.53125,-33.953125,-0.390625,33.12,-24.0,-38.28,,,,,,,,,,86,103961951,1445577554
,ServiceLog,natalie,1445577558842,23.10.2015 8:19:18,Raw,-0.258,5.037,8.456,254.45313,-31.5625,2.46875,35.82,-29.88,-29.76,,,,,,,,,,80,103961951,1445577554
,ServiceLog,natalie,1445577559863,23.10.2015 8:19:19,Raw,-0.067,5.123,7.565,260.10938,-28.75,1.265625,37.02,-25.8,-39.06,,,,,,,,,,84,103961951,1445577554
,ServiceLog,natalie,1445577560885,23.10.2015 8:19:20,Raw,-1.072,4.29,8.408,297.35938,-29.390625,4.25,34.92,-12.3,-61.38,,,,,,,,,,83,103961951,1445577554
,ServiceLog,natalie,1445577561911,23.10.2015 8:19:21,Raw,-0.814,4.702,8.006,303.92188,-31.125,3.0,39.24,-2.04,-53.64,,,,,,,,,,86,103961951,1445577554
,ServiceLog,natalie,1445577562938,23.10.2015 8:19:22,Raw,-0.593,4.903,8.667,304.51563,-29.5,5.015625,36.6,-0.66,-46.38,,,,,,,,,,86,103961951,1445577554
,ServiceLog,natalie,1445577563961,23.10.2015 8:19:23,Raw,-0.076,4.951,8.59,305.15625,-29.859375,3.4375,33.6,1.14,-44.04,,,,,,,,,,89,103961951,1445577554
,ServiceLog,natalie,1445577564981,23.10.2015 8:19:24,Raw,-0.641,4.29,8.025,277.6875,-29.390625,1.59375,28.74,-9.48,-18.72,,,,,,,,,,85,103961951,1445577554
,ServiceLog,natalie,1445577566005,23.10.2015 8:19:26,Raw,-0.373,4.539,7.92,293.32813,-29.34375,1.515625,27.42,-1.26,-29.88,,,,,,,,,,88,103961951,1445577554
,ServiceLog,natalie,1445577567029,23.10.2015 8:19:27,Raw,-0.574,4.443,8.418,332.0625,-29.484375,0.390625,2.58,-5.1,-15.66,,,,,,,,,,87,103961951,1445577554
,ServiceLog,natalie,1445577568064,23.10.2015 8:19:28,Raw,-0.258,4.568,8.13,283.51563,-28.75,2.265625,3.06,-6.3,-11.1,,,,,,,,,,88,103961951,1445577554
,ServiceLog,natalie,1445577569089,23.10.2015 8:19:29,Raw,-1.513,4.156,8.772,182.35938,-26.546875,5.546875,-0.84,-17.4,4.86,,,,,,,,,,87,103961951,1445577554
,ServiceLog,natalie,1445577570113,23.10.2015 8:19:30,Raw,-0.306,4.261,8.044,186.96875,-22.265625,7.859375,2.1,-15.72,-1.02,,,,,,,,,,89,103961951,1445577554
44,Ленинский проспект 4,natalie,1445577570534,23.10.2015 8:19:30,Raw,-0.727,5.008,9.95,186.28125,-26.578125,2.125,0.36,-15.48,-3.12,,,,,,,,,,88,103961951,1445577554
,ServiceLog,natalie,1445577571134,23.10.2015 8:19:31,Raw,-2.116,5.382,8.801,174.89063,-27.890625,13.84375,-1.68,-22.08,-1.68,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577572156,23.10.2015 8:19:32,Raw,1.426,4.673,8.916,184.875,-29.0625,-5.515625,2.1,-19.08,-0.9,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577573185,23.10.2015 8:19:33,Raw,-0.727,3.026,8.935,138.8125,-23.171875,1.796875,-10.02,-14.7,-4.32,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577574215,23.10.2015 8:19:34,Raw,-2.748,3.715,7.47,171.92188,-21.625,14.796875,-2.82,-12.6,10.8,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577575244,23.10.2015 8:19:35,Raw,-2.365,4.099,8.312,188.84375,-26.15625,16.828125,5.4,-25.2,9.18,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577576282,23.10.2015 8:19:36,Raw,-1.225,4.166,10.257,193.92188,-30.25,10.40625,-2.34,-3.6,38.7,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577577303,23.10.2015 8:19:37,Raw,-0.498,3.744,7.767,97.0625,-25.703125,4.9375,-17.4,26.88,54.66,,,,,,,,,,89,103961951,1445577554
,ServiceLog,natalie,1445577578327,23.10.2015 8:19:38,Raw,0.43,4.501,8.111,117.984375,-24.34375,4.59375,-16.02,19.68,58.44,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577579364,23.10.2015 8:19:39,Raw,-1.11,5.037,6.435,118.65625,-29.25,0.140625,-13.8,22.98,58.26,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577580391,23.10.2015 8:19:40,Raw,-0.229,5.344,6.818,137.65625,-30.359375,2.796875,-11.16,21.84,50.52,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577581414,23.10.2015 8:19:41,Raw,-0.756,5.152,8.533,151.85938,-35.921875,2.71875,-8.28,17.1,45.72,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577582437,23.10.2015 8:19:42,Raw,-0.498,5.43,7.968,153.03125,-38.0,2.65625,-8.7,9.06,38.76,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577583472,23.10.2015 8:19:43,Raw,0.076,5.976,7.489,161.03125,-35.71875,0.5,-10.98,-30.12,24.0,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577584494,23.10.2015 8:19:44,Raw,0.095,5.928,7.106,161.76563,-40.96875,-2.609375,-13.14,-31.44,24.6,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577585512,23.10.2015 8:19:45,Raw,-0.143,6.158,7.632,162.21875,-31.109375,6.25,-13.02,-32.64,24.3,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577586538,23.10.2015 8:19:46,Raw,-0.095,5.468,7.862,161.9375,-29.9375,0.21875,-14.94,-30.9,23.52,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577587560,23.10.2015 8:19:47,Raw,-0.009,4.51,8.791,160.85938,-27.890625,2.296875,-15.24,-29.34,25.08,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577588583,23.10.2015 8:19:48,Raw,-0.354,4.635,8.198,154.84375,-25.546875,3.0,-18.06,-22.5,24.12,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577589605,23.10.2015 8:19:49,Raw,-0.766,4.204,9.672,153.64063,-31.09375,4.9375,-17.94,-26.1,24.9,,,,,,,,,,90,103961951,1445577554
,ServiceLog,natalie,1445577590636,23.10.2015 8:19:50,Raw,0.229,5.229,9.557,153.71875,-26.71875,6.21875,-19.56,-28.02,22.2,,,,,,,,,,90,103961951,1445577554
