ID,Name,User,TimeStamp,DateTime,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,Audio,session_id,race_id
102,Пушкинская 2,natalie,1445583041645,23.10.2015 9:50:41,Raw,-1.388,2.145,9.893,62.5625,-12.921875,8.21875,-30.6,12.6,-16.08,,,,,,,,,,85,103961951,1445582954
,ServiceLog,natalie,1445583042257,23.10.2015 9:50:42,Raw,-0.229,2.442,9.586,63.140625,-13.8125,2.859375,-30.3,11.76,-15.72,,,,,,,,,,86,103961951,1445582954
,ServiceLog,natalie,1445583043275,23.10.2015 9:50:43,Raw,0.996,2.978,9.969,65.15625,-18.765625,-3.953125,-28.08,7.98,-17.58,,,,,,,,,,86,103961951,1445582954
,ServiceLog,natalie,1445583044298,23.10.2015 9:50:44,Raw,2.049,4.06,8.389,22.953125,-22.109375,-8.875,-13.2,17.7,-28.02,,,,,,,,,,90,103961951,1445582954
,ServiceLog,natalie,1445583045322,23.10.2015 9:50:45,Raw,1.877,3.926,9.002,6.984375,-18.5625,-8.03125,-7.2,23.7,-37.14,,,,,,,,,,85,103961951,1445582954
,ServiceLog,natalie,1445583046342,23.10.2015 9:50:46,Raw,1.34,4.386,7.144,17.28125,-25.75,-1.65625,-15.54,21.42,-34.2,,,,,,,,,,86,103961951,1445582954
,ServiceLog,natalie,1445583047363,23.10.2015 9:50:47,Raw,-0.057,4.922,8.772,29.046875,-37.859375,-8.8125,-26.58,28.5,-27.84,,,,,,,,,,84,103961951,1445582954
,ServiceLog,natalie,1445583048381,23.10.2015 9:50:48,Raw,-3.419,5.19,10.094,54.390625,-43.359375,8.65625,-70.5,39.84,-26.46,,,,,,,,,,85,103961951,1445582954
,ServiceLog,natalie,1445583049398,23.10.2015 9:50:49,Raw,1.235,5.506,8.102,68.34375,-30.546875,-6.453125,-53.28,-7.8,-40.8,,,,,,,,,,84,103961951,1445582954
,ServiceLog,natalie,1445583050419,23.10.2015 9:50:50,Raw,0.565,2.892,7.709,174.8125,-22.453125,-7.234375,-1.38,-30.48,-3.3,,,,,,,,,,82,103961951,1445582954
,ServiceLog,natalie,1445583051442,23.10.2015 9:50:51,Raw,-0.239,3.284,7.221,233.46875,-21.609375,5.515625,7.56,-8.1,-9.78,,,,,,,,,,81,103961951,1445582954
,ServiceLog,natalie,1445583052462,23.10.2015 9:50:52,Raw,6.244,6.483,9.481,300.45313,-33.8125,-20.96875,10.62,-1.62,-26.1,,,,,,,,,,80,103961951,1445582954
,ServiceLog,natalie,1445583053480,23.10.2015 9:50:53,Raw,6.617,6.387,6.895,275.42188,-31.828125,-29.75,5.4,-19.44,-35.04,,,,,,,,,,77,103961951,1445582954
,ServiceLog,natalie,1445583054496,23.10.2015 9:50:54,Raw,2.882,3.371,6.34,219.04688,-16.21875,-28.875,-2.34,-30.96,-34.02,,,,,,,,,,78,103961951,1445582954
,ServiceLog,natalie,1445583055516,23.10.2015 9:50:55,Raw,4.491,2.7,8.102,199.10938,-13.984375,-25.8125,-8.16,-33.96,-42.36,,,,,,,,,,78,103961951,1445582954
,ServiceLog,natalie,1445583056763,23.10.2015 9:50:56,Raw,7.891,-1.838,4.089,213.32813,10.375,-64.328125,-5.58,-32.52,-39.78,,,,,,,,,,78,103961951,1445582954
,ServiceLog,natalie,1445583057788,23.10.2015 9:50:57,Raw,8.705,-4.175,-2.442,216.875,151.15625,-53.4375,-0.48,-32.82,-43.44,,,,,,,,,,90,103961951,1445582954
,ServiceLog,natalie,1445583058810,23.10.2015 9:50:58,Raw,3.265,-10.391,-0.957,171.40625,117.15625,-22.09375,-7.44,-24.66,-43.32,,,,,,,,,,80,103961951,1445582954
,ServiceLog,natalie,1445583059828,23.10.2015 9:50:59,Raw,5.794,-9.883,-3.189,171.29688,111.84375,-14.5625,-6.24,-21.66,-38.46,,,,,,,,,,83,103961951,1445582954
,ServiceLog,natalie,1445583060872,23.10.2015 9:51:00,Raw,4.865,-9.146,0.421,185.57813,43.125,-46.796875,-8.76,-19.2,-41.22,,,,,,,,,,81,103961951,1445582954
,ServiceLog,natalie,1445583061901,23.10.2015 9:51:01,Raw,-2.537,-9.28,-1.628,165.79688,108.171875,13.90625,-8.22,-18.24,-41.22,,,,,,,,,,90,103961951,1445582954
,ServiceLog,natalie,1445583062922,23.10.2015 9:51:02,Raw,-4.405,-9.893,-3.466,166.14063,108.984375,18.03125,-6.54,-18.84,-41.58,,,,,,,,,,84,103961951,1445582954
,ServiceLog,natalie,1445583063939,23.10.2015 9:51:03,Raw,1.972,-10.908,-0.747,178.78125,103.140625,-7.828125,-4.38,-15.66,-39.06,,,,,,,,,,86,103961951,1445582954
,ServiceLog,natalie,1445583064957,23.10.2015 9:51:04,Raw,2.02,-12.574,-0.603,175.15625,110.3125,-10.96875,-4.5,-11.4,-37.68,,,,,,,,,,89,103961951,1445582954
,ServiceLog,natalie,1445583065975,23.10.2015 9:51:05,Raw,7.652,-11.272,-6.598,180.73438,130.75,-28.015625,-5.76,-12.3,-37.62,,,,,,,,,,90,103961951,1445582954
,ServiceLog,natalie,1445583066993,23.10.2015 9:51:06,Raw,-0.976,-8.466,-2.413,171.1875,98.65625,5.90625,-6.54,-9.84,-39.06,,,,,,,,,,90,103961951,1445582954
,ServiceLog,natalie,1445583068012,23.10.2015 9:51:08,Raw,-2.921,-7.269,-4.913,165.54688,128.4375,6.046875,-6.18,-8.52,-37.68,,,,,,,,,,90,103961951,1445582954
,ServiceLog,natalie,1445583069031,23.10.2015 9:51:09,Raw,6.052,-12.162,1.522,184.76563,59.515625,-30.0,-5.82,-9.12,-36.96,,,,,,,,,,82,103961951,1445582954
,ServiceLog,natalie,1445583070049,23.10.2015 9:51:10,Raw,-0.814,-10.237,-3.198,170.09375,109.6875,3.421875,-5.82,-8.88,-35.88,,,,,,,,,,90,103961951,1445582954
,ServiceLog,natalie,1445583071069,23.10.2015 9:51:11,Raw,-0.296,-10.084,-1.656,172.21875,105.046875,7.96875,-4.62,-6.36,-36.36,,,,,,,,,,82,103961951,1445582954
,ServiceLog,natalie,1445583072087,23.10.2015 9:51:12,Raw,2.432,-10.228,-1.963,178.54688,110.75,-13.578125,-5.22,-4.74,-36.24,,,,,,,,,,81,103961951,1445582954
,ServiceLog,natalie,1445583073108,23.10.2015 9:51:13,Raw,-1.158,-8.561,-3.438,165.57813,112.953125,7.15625,-7.08,-5.1,-36.9,,,,,,,,,,90,103961951,1445582954
,ServiceLog,natalie,1445583074126,23.10.2015 9:51:14,Raw,-2.901,-9.404,-2.509,174.54688,93.328125,2.609375,-6.06,-6.72,-36.0,,,,,,,,,,90,103961951,1445582954
,ServiceLog,natalie,1445583075144,23.10.2015 9:51:15,Raw,-0.124,-9.117,-1.331,165.25,98.28125,0.75,-6.48,-3.72,-36.6,,,,,,,,,,89,103961951,1445582954
,ServiceLog,natalie,1445583076163,23.10.2015 9:51:16,Raw,-2.231,-9.701,-3.208,157.92188,117.453125,15.375,-10.26,-3.84,-41.58,,,,,,,,,,89,103961951,1445582954
,ServiceLog,natalie,1445583077181,23.10.2015 9:51:17,Raw,-0.756,-9.481,-0.852,168.59375,106.609375,9.6875,-7.86,-3.3,-44.82,,,,,,,,,,90,103961951,1445582954
,ServiceLog,natalie,1445583078199,23.10.2015 9:51:18,Raw,0.536,-8.159,-0.785,171.90625,94.953125,-3.5625,-5.82,-3.0,-46.98,,,,,,,,,,89,103961951,1445582954
,ServiceLog,natalie,1445583079221,23.10.2015 9:51:19,Raw,-0.555,-8.36,-2.087,175.76563,106.0625,1.65625,-6.9,-5.82,-49.92,,,,,,,,,,90,103961951,1445582954
