ID,Name,User,TimeStamp,DateTime,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,Audio,session_id,race_id
482,Маяковская 2,natalie,1445575699601,23.10.2015 7:48:19,Raw,-2.739,2.815,8.284,57.0,-15.203125,14.1875,-30.78,26.1,20.04,,,,,,,,,,88,103961951,1445575563
,ServiceLog,natalie,1445575700192,23.10.2015 7:48:20,Raw,-1.465,1.953,9.567,54.890625,-12.0625,6.21875,-29.16,27.6,20.88,,,,,,,,,,90,103961951,1445575563
,ServiceLog,natalie,1445575701212,23.10.2015 7:48:21,Raw,-1.139,2.298,9.308,53.109375,-12.953125,7.375,-29.52,27.12,21.96,,,,,,,,,,90,103961951,1445575563
,ServiceLog,natalie,1445575702237,23.10.2015 7:48:22,Raw,-1.359,2.126,9.213,51.8125,-12.484375,8.953125,-29.4,26.88,21.6,,,,,,,,,,89,103961951,1445575563
,ServiceLog,natalie,1445575703257,23.10.2015 7:48:23,Raw,-0.766,1.426,9.328,56.4375,-12.15625,3.015625,-27.96,22.98,25.98,,,,,,,,,,90,103961951,1445575563
,ServiceLog,natalie,1445575704277,23.10.2015 7:48:24,Raw,-0.775,3.428,9.433,34.78125,-13.5625,2.90625,-16.26,26.7,29.34,,,,,,,,,,87,103961951,1445575563
,ServiceLog,natalie,1445575705297,23.10.2015 7:48:25,Raw,0.095,3.055,8.494,96.421875,-24.515625,2.046875,-22.86,2.16,18.48,,,,,,,,,,79,103961951,1445575563
,ServiceLog,natalie,1445575706320,23.10.2015 7:48:26,Raw,-0.363,3.562,11.339,111.875,-21.875,3.921875,-27.0,-9.66,9.0,,,,,,,,,,80,103961951,1445575563
,ServiceLog,natalie,1445575707345,23.10.2015 7:48:27,Raw,0.239,3.083,7.441,112.21875,-18.671875,-4.171875,-33.0,-11.16,5.94,,,,,,,,,,79,103961951,1445575563
,ServiceLog,natalie,1445575708367,23.10.2015 7:48:28,Raw,0.814,3.878,8.83,111.203125,-15.203125,9.578125,-36.66,-13.08,3.9,,,,,,,,,,76,103961951,1445575563
,ServiceLog,natalie,1445575709388,23.10.2015 7:48:29,Raw,0.555,4.156,7.087,112.171875,-27.4375,-8.3125,-39.6,-18.72,3.66,,,,,,,,,,80,103961951,1445575563
,ServiceLog,natalie,1445575710417,23.10.2015 7:48:30,Raw,-0.794,3.62,8.178,118.34375,-26.40625,-1.59375,-39.54,-22.38,4.44,,,,,,,,,,75,103961951,1445575563
,ServiceLog,natalie,1445575711435,23.10.2015 7:48:31,Raw,2.193,3.601,9.471,118.546875,-19.0625,-16.46875,-42.72,-24.54,6.96,,,,,,,,,,81,103961951,1445575563
,ServiceLog,natalie,1445575712460,23.10.2015 7:48:32,Raw,-0.747,3.85,3.715,125.1875,-26.6875,1.375,-36.78,-30.0,9.54,,,,,,,,,,80,103961951,1445575563
,ServiceLog,natalie,1445575713482,23.10.2015 7:48:33,Raw,2.039,1.12,6.301,119.671875,-1.171875,-13.703125,-39.42,-18.6,6.42,,,,,,,,,,77,103961951,1445575563
,ServiceLog,natalie,1445575714507,23.10.2015 7:48:34,Raw,2.174,-0.689,11.032,114.609375,3.078125,-10.96875,-42.78,-16.26,10.5,,,,,,,,,,76,103961951,1445575563
,ServiceLog,natalie,1445575715545,23.10.2015 7:48:35,Raw,11.569,2.269,2.116,118.890625,-10.890625,-75.03125,-49.14,-15.36,24.12,,,,,,,,,,89,103961951,1445575563
,ServiceLog,natalie,1445575716570,23.10.2015 7:48:36,Raw,2.748,7.23,11.042,117.625,-32.421875,-11.71875,-43.68,-23.4,26.46,,,,,,,,,,77,103961951,1445575563
,ServiceLog,natalie,1445575717593,23.10.2015 7:48:37,Raw,0.526,6.32,10.544,133.46875,-30.90625,-2.40625,-36.3,-29.16,23.76,,,,,,,,,,78,103961951,1445575563
,ServiceLog,natalie,1445575718630,23.10.2015 7:48:38,Raw,2.652,7.671,8.274,132.35938,-41.46875,-13.1875,-38.22,-27.84,25.8,,,,,,,,,,81,103961951,1445575563
,ServiceLog,natalie,1445575719651,23.10.2015 7:48:39,Raw,4.587,8.083,6.962,130.90625,-42.9375,-23.359375,-41.7,-28.02,26.52,,,,,,,,,,76,103961951,1445575563
,ServiceLog,natalie,1445575720675,23.10.2015 7:48:40,Raw,3.945,7.594,7.604,128.95313,-39.46875,-21.71875,-44.88,-27.96,27.06,,,,,,,,,,76,103961951,1445575563
,ServiceLog,natalie,1445575721698,23.10.2015 7:48:41,Raw,8.169,7.47,1.216,115.921875,-42.09375,-47.21875,-51.06,-28.38,28.02,,,,,,,,,,76,103961951,1445575563
,ServiceLog,natalie,1445575722722,23.10.2015 7:48:42,Raw,9.27,7.374,5.056,105.09375,-34.90625,-46.0625,-56.22,-24.24,27.06,,,,,,,,,,79,103961951,1445575563
,ServiceLog,natalie,1445575723745,23.10.2015 7:48:43,Raw,1.158,3.064,5.717,110.9375,-29.171875,-13.09375,-51.36,-22.86,10.2,,,,,,,,,,78,103961951,1445575563
,ServiceLog,natalie,1445575724770,23.10.2015 7:48:44,Raw,5.937,-4.846,6.79,117.9375,27.328125,-37.015625,-40.8,-8.52,0.9,,,,,,,,,,76,103961951,1445575563
,ServiceLog,natalie,1445575725791,23.10.2015 7:48:45,Raw,5.976,-17.018,3.984,82.765625,67.125,-18.890625,-37.14,17.94,8.1,,,,,,,,,,78,103961951,1445575563
,ServiceLog,natalie,1445575726818,23.10.2015 7:48:46,Raw,3.696,-8.092,3.974,101.5,56.203125,-22.265625,-41.64,18.0,5.88,,,,,,,,,,78,103961951,1445575563
,ServiceLog,natalie,1445575727839,23.10.2015 7:48:47,Raw,1.024,-6.866,1.034,144.15625,149.39063,-41.71875,-41.82,13.86,8.16,,,,,,,,,,84,103961951,1445575563
,ServiceLog,natalie,1445575728866,23.10.2015 7:48:48,Raw,1.81,-6.387,-1.225,92.8125,54.390625,-31.734375,-39.96,12.9,11.82,,,,,,,,,,87,103961951,1445575563
,ServiceLog,natalie,1445575729888,23.10.2015 7:48:49,Raw,2.624,4.376,15.562,99.96875,-15.40625,3.421875,-40.86,-10.38,9.36,,,,,,,,,,77,103961951,1445575563
,ServiceLog,natalie,1445575730911,23.10.2015 7:48:50,Raw,-1.321,2.49,13.944,146.4375,-9.921875,21.421875,-18.9,-27.36,5.76,,,,,,,,,,79,103961951,1445575563
