ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing
483,Маяковская 3,Stanislav,1435587038066,Raw,1.4906107,3.9226599,9.68897,155.5,-21.75,7.765625,-29.375,-73.6875,-16.9375,,,,,,,,,
,ServiceLog,Stanislav,1435587038323,Raw,2.1966896,4.511059,8.237586,155.8125,-27.203125,14.453125,-29.375,-73.5625,-17.0625,,,,,,,,,
,ServiceLog,Stanislav,1435587039336,Raw,1.6867437,3.80498,9.57129,156.42188,-21.390625,9.25,-29.375,-72.25,-15.375,,,,,,,,,
,ServiceLog,Stanislav,1435587040353,Raw,1.9613299,3.726527,9.492837,156.75,-21.65625,10.40625,-29.5625,-69.0,-12.125,,,,,,,,,
,ServiceLog,Stanislav,1435587041360,Raw,1.8436501,3.9226599,9.610517,156.64063,-22.421875,9.4375,-29.375,-64.625,-7.1875,,,,,,,,,
,ServiceLog,Stanislav,1435587042384,Raw,1.5690639,3.8834333,9.68897,156.28125,-21.421875,9.71875,-27.4375,-59.5625,-0.5,,,,,,,,,
,ServiceLog,Stanislav,1435587043394,Raw,1.7651969,4.118793,9.68897,156.09375,-22.71875,9.921875,-26.1875,-59.375,7.5625,,,,,,,,,
,ServiceLog,Stanislav,1435587044409,Raw,1.8044236,3.8834333,9.414384,156.20313,-22.03125,9.8125,-24.8125,-56.5625,2.1875,,,,,,,,,
,ServiceLog,Stanislav,1435587045424,Raw,1.8828768,3.9226599,9.649743,156.03125,-22.625,10.546875,-25.5,-55.75,2.0,,,,,,,,,
,ServiceLog,Stanislav,1435587046441,Raw,1.8828768,3.9618864,9.45361,155.375,-21.71875,10.328125,-28.25,-53.3125,7.6875,,,,,,,,,
,ServiceLog,Stanislav,1435587047454,Raw,1.8828768,3.9618864,9.610517,154.34375,-21.8125,9.609375,-25.625,-47.0625,11.3125,,,,,,,,,
,ServiceLog,Stanislav,1435587048474,Raw,1.9613299,3.8834333,9.728196,153.39063,-21.90625,10.515625,-25.0625,-44.125,15.625,,,,,,,,,
,ServiceLog,Stanislav,1435587049488,Raw,1.8828768,3.9618864,9.649743,152.10938,-21.90625,10.234375,-25.0625,-35.1875,28.5625,,,,,,,,,
,ServiceLog,Stanislav,1435587050507,Raw,1.8044236,3.9226599,9.492837,150.84375,-22.046875,9.953125,-21.875,-36.75,29.375,,,,,,,,,
,ServiceLog,Stanislav,1435587051519,Raw,1.2552512,4.3149257,9.57129,150.95313,-24.0625,6.8125,-22.625,-41.375,24.1875,,,,,,,,,
,ServiceLog,Stanislav,1435587052536,Raw,0.9022118,4.118793,9.335931,152.20313,-23.453125,3.859375,-28.125,-70.125,9.75,,,,,,,,,
484,Маяковская 4,Stanislav,1435587053026,Raw,0.98066497,4.275699,9.5320635,152.82813,-24.53125,4.703125,-34.3125,-78.4375,21.5,,,,,,,,,
,ServiceLog,Stanislav,1435587053553,Raw,0.70607877,4.3149257,9.45361,152.25,-23.5625,3.640625,-36.0,-36.5,71.375,,,,,,,,,
,ServiceLog,Stanislav,1435587054578,Raw,0.78453195,4.3541527,9.45361,145.03125,-25.71875,4.28125,-15.9375,2.125,87.3125,,,,,,,,,
,ServiceLog,Stanislav,1435587055592,Raw,0.9022118,4.2364726,9.375157,143.96875,-23.96875,5.328125,-20.25,-3.8125,71.5,,,,,,,,,
,ServiceLog,Stanislav,1435587056611,Raw,3.9618864,4.864098,8.394492,149.04688,-26.296875,18.421875,-5.0625,-17.3125,47.3125,,,,,,,,,
,ServiceLog,Stanislav,1435587057626,Raw,-0.0784532,3.726527,9.414384,167.34375,-27.03125,4.8125,-1.375,-18.6875,3.0625,,,,,,,,,
,ServiceLog,Stanislav,1435587058642,Raw,-0.5491724,0.8629852,10.1989155,221.01563,-4.8125,-3.046875,16.6875,-17.3125,-24.375,,,,,,,,,
,ServiceLog,Stanislav,1435587059652,Raw,-1.4906107,0.6668522,10.669635,204.89063,-3.46875,-7.90625,14.8125,-33.25,-18.875,,,,,,,,,
,ServiceLog,Stanislav,1435587060675,Raw,-1.8436501,0.8629852,10.277369,189.98438,-4.703125,-10.125,6.0,-38.5625,-8.375,,,,,,,,,
,ServiceLog,Stanislav,1435587061689,Raw,-1.9221034,0.8237586,10.473502,185.15625,-4.8125,-8.984375,6.25,-35.1875,-16.5625,,,,,,,,,
,ServiceLog,Stanislav,1435587062735,Raw,-2.1574628,0.9414384,10.002783,189.39063,-6.359375,-8.875,6.875,-32.9375,-18.125,,,,,,,,,
,ServiceLog,Stanislav,1435587063749,Raw,-1.176798,0.70607877,10.591182,224.04688,-3.78125,-5.71875,27.875,-21.6875,43.75,,,,,,,,,
,ServiceLog,Stanislav,1435587064793,Raw,-1.0983448,0.588399,10.512729,230.45313,-3.1875,-5.9375,44.75,-31.5,55.9375,,,,,,,,,
,ServiceLog,Stanislav,1435587065808,Raw,-1.1375713,0.6276256,10.395049,249.90625,-3.4375,-6.203125,42.375,-7.6875,26.6875,,,,,,,,,
,ServiceLog,Stanislav,1435587066828,Raw,-1.176798,0.5491724,10.434276,248.875,-2.96875,-6.390625,39.75,-21.25,-30.8125,,,,,,,,,
,ServiceLog,Stanislav,1435587067845,Raw,-1.372931,0.5099458,10.473502,222.70313,-2.734375,-7.40625,37.75,-38.0,-24.9375,,,,,,,,,
,ServiceLog,Stanislav,1435587068866,Raw,-1.2160245,0.6276256,10.277369,227.32813,-3.46875,-6.734375,40.625,-32.375,-25.375,,,,,,,,,
,ServiceLog,Stanislav,1435587069881,Raw,-1.3337044,0.5099458,10.551955,228.40625,-2.71875,-7.125,34.4375,-30.0,-19.6875,,,,,,,,,
,ServiceLog,Stanislav,1435587070902,Raw,-1.2944778,0.70607877,10.1989155,218.0625,-3.859375,-7.203125,23.375,-33.75,-17.25,,,,,,,,,
,ServiceLog,Stanislav,1435587071916,Raw,-1.4906107,0.4314926,10.355823,208.6875,-2.328125,-8.171875,18.625,-36.3125,-14.625,,,,,,,,,
,ServiceLog,Stanislav,1435587072936,Raw,-1.6082906,0.588399,10.669635,203.09375,-3.109375,-8.5625,13.125,-36.8125,-10.125,,,,,,,,,
,ServiceLog,Stanislav,1435587073950,Raw,-1.4513842,0.5491724,10.473502,201.60938,-2.96875,-7.859375,12.8125,-37.0,-7.25,,,,,,,,,
,ServiceLog,Stanislav,1435587074973,Raw,-1.6475172,0.4707192,10.355823,200.32813,-2.515625,-8.953125,12.125,-37.0,-9.5,,,,,,,,,
,ServiceLog,Stanislav,1435587075988,Raw,-1.4121575,0.4314926,10.473502,198.9375,-2.296875,-7.640625,11.0625,-38.25,-7.875,,,,,,,,,
,ServiceLog,Stanislav,1435587077019,Raw,-1.2944778,0.6276256,10.434276,193.15625,-3.421875,-7.0625,7.125,-40.125,-7.8125,,,,,,,,,
,ServiceLog,Stanislav,1435587078034,Raw,-1.2944778,0.6276256,10.512729,183.01563,-3.390625,-7.015625,-0.375,-40.5625,-1.9375,,,,,,,,,
,ServiceLog,Stanislav,1435587079057,Raw,-1.2160245,0.6276256,10.395049,181.70313,-3.421875,-6.640625,-1.0,-40.4375,-0.4375,,,,,,,,,
,ServiceLog,Stanislav,1435587080075,Raw,-1.4513842,0.5491724,10.434276,180.10938,-2.96875,-7.859375,-3.75,-40.5,-0.875,,,,,,,,,
,ServiceLog,Stanislav,1435587081096,Raw,-1.6475172,0.588399,10.238142,178.34375,-3.25,-9.078125,-4.375,-41.5625,-1.875,,,,,,,,,
,ServiceLog,Stanislav,1435587082114,Raw,-1.5690639,0.5491724,10.551955,177.15625,-2.9375,-8.453125,-3.0625,-41.8125,-4.125,,,,,,,,,
,ServiceLog,Stanislav,1435587083135,Raw,-1.4906107,0.4707192,10.512729,177.48438,-2.484375,-8.03125,0.125,-40.8125,-0.625,,,,,,,,,
,ServiceLog,Stanislav,1435587084153,Raw,-1.4121575,0.5491724,10.630408,178.25,-2.90625,-7.515625,-0.25,-41.25,-3.0,,,,,,,,,
,ServiceLog,Stanislav,1435587085174,Raw,-1.6082906,0.4707192,10.473502,177.1875,-2.515625,-8.734375,-3.625,-40.8125,-7.25,,,,,,,,,
,ServiceLog,Stanislav,1435587086192,Raw,-1.4906107,0.6276256,10.316595,176.65625,-3.4375,-8.171875,-0.9375,-40.9375,-6.5,,,,,,,,,
,ServiceLog,Stanislav,1435587087219,Raw,-1.8436501,0.5491724,10.591182,177.76563,-2.90625,-9.84375,2.1875,-41.8125,-7.0,,,,,,,,,
,ServiceLog,Stanislav,1435587088236,Raw,-1.2944778,0.5491724,10.355823,179.0,-3.390625,-7.125,2.0,-40.0,-6.4375,,,,,,,,,
,ServiceLog,Stanislav,1435587089260,Raw,-1.4906107,0.74530536,10.591182,180.03125,-3.953125,-7.96875,3.8125,-39.625,-7.5625,,,,,,,,,
,ServiceLog,Stanislav,1435587090277,Raw,-1.4121575,0.6668522,10.434276,181.46875,-3.546875,-7.625,5.0625,-40.4375,-10.8125,,,,,,,,,
,ServiceLog,Stanislav,1435587091300,Raw,-1.3337044,0.4707192,10.159689,182.4375,-2.609375,-7.40625,5.9375,-40.5,-11.4375,,,,,,,,,
,ServiceLog,Stanislav,1435587092323,Raw,-1.6867437,0.6668522,10.355823,183.46875,-3.546875,-9.1875,6.4375,-40.0625,-12.5625,,,,,,,,,
,ServiceLog,Stanislav,1435587093348,Raw,-1.176798,0.8237586,10.355823,184.45313,-4.484375,-6.453125,6.5625,-39.8125,-13.4375,,,,,,,,,
,ServiceLog,Stanislav,1435587094367,Raw,-1.7259704,0.6668522,10.630408,184.9375,-3.46875,-9.15625,6.625,-39.4375,-12.5,,,,,,,,,
,ServiceLog,Stanislav,1435587095399,Raw,-1.2552512,0.8629852,10.238142,190.82813,-4.25,-6.78125,11.625,-36.375,-12.4375,,,,,,,,,
,ServiceLog,Stanislav,1435587096422,Raw,-1.3337044,0.6668522,10.551955,191.82813,-3.1875,-8.53125,10.8125,-39.25,-11.3125,,,,,,,,,
,ServiceLog,Stanislav,1435587097438,Raw,-1.4513842,0.6276256,10.434276,193.375,-3.390625,-8.703125,15.25,-38.9375,-14.6875,,,,,,,,,
,ServiceLog,Stanislav,1435587098447,Raw,-1.2944778,0.78453195,10.551955,198.65625,-4.171875,-6.984375,17.9375,-37.625,-17.0625,,,,,,,,,
,ServiceLog,Stanislav,1435587099474,Raw,-1.5298374,0.8237586,10.434276,200.09375,-4.421875,-8.28125,18.75,-37.5,-17.5,,,,,,,,,
,ServiceLog,Stanislav,1435587100486,Raw,-1.6082906,0.70607877,10.630408,201.65625,-3.6875,-8.59375,21.5625,-36.4375,-18.5625,,,,,,,,,
,ServiceLog,Stanislav,1435587101503,Raw,-1.372931,0.78453195,10.1989155,203.125,-4.3125,-7.609375,20.375,-35.6875,-20.4375,,,,,,,,,
,ServiceLog,Stanislav,1435587102514,Raw,-1.7259704,0.8237586,10.708861,204.3125,-4.3125,-9.078125,22.3125,-36.5,-17.625,,,,,,,,,
,ServiceLog,Stanislav,1435587103530,Raw,-1.2944778,0.8237586,10.434276,204.34375,-4.453125,-7.046875,17.875,-38.3125,-22.125,,,,,,,,,
,ServiceLog,Stanislav,1435587104541,Raw,-1.7259704,0.6668522,10.277369,204.04688,-3.578125,-9.46875,18.75,-36.9375,-21.3125,,,,,,,,,
,ServiceLog,Stanislav,1435587105558,Raw,-1.4906107,0.588399,10.434276,203.60938,-3.1875,-8.078125,17.8125,-36.75,-20.375,,,,,,,,,
,ServiceLog,Stanislav,1435587106573,Raw,-1.6082906,0.6276256,10.434276,203.07813,-3.390625,-8.734375,17.5,-37.0625,-21.1875,,,,,,,,,
,ServiceLog,Stanislav,1435587107589,Raw,-1.6082906,0.9022118,10.238142,202.40625,-4.953125,-8.90625,16.0625,-37.1875,-20.0,,,,,,,,,
,ServiceLog,Stanislav,1435587108600,Raw,-1.8044236,0.8237586,10.473502,201.03125,-4.234375,-8.109375,13.5625,-37.1875,-20.4375,,,,,,,,,
,ServiceLog,Stanislav,1435587109617,Raw,-1.176798,0.74530536,10.395049,199.35938,-3.15625,-9.078125,13.0625,-38.0,-20.125,,,,,,,,,
,ServiceLog,Stanislav,1435587110634,Raw,-2.432049,0.9022118,10.081236,197.6875,-4.375,-12.0625,12.375,-39.0625,-21.625,,,,,,,,,
,ServiceLog,Stanislav,1435587111649,Raw,-1.8828768,1.0198916,10.1989155,193.29688,-5.546875,-10.40625,11.9375,-38.1875,-21.375,,,,,,,,,
,ServiceLog,Stanislav,1435587112662,Raw,-1.8436501,0.74530536,10.473502,192.95313,-3.953125,-9.953125,12.0,-38.5,-20.6875,,,,,,,,,
,ServiceLog,Stanislav,1435587113674,Raw,-1.9613299,0.588399,10.042009,192.3125,-3.28125,-10.953125,11.5,-38.25,-22.9375,,,,,,,,,
,ServiceLog,Stanislav,1435587114682,Raw,-1.8828768,0.4314926,10.434276,192.125,-2.296875,-10.203125,11.0,-38.6875,-19.5625,,,,,,,,,
,ServiceLog,Stanislav,1435587115693,Raw,-1.8828768,0.588399,10.1989155,191.39063,-3.25,-10.4375,9.9375,-39.125,-17.75,,,,,,,,,
,ServiceLog,Stanislav,1435587116702,Raw,-1.5298374,0.9414384,10.669635,191.71875,-5.046875,-9.421875,12.5625,-38.625,-20.4375,,,,,,,,,
,ServiceLog,Stanislav,1435587117714,Raw,-2.0790098,0.6668522,10.1989155,192.15625,-3.609375,-11.46875,13.125,-38.75,-18.4375,,,,,,,,,
,ServiceLog,Stanislav,1435587118723,Raw,-1.7259704,0.6668522,10.434276,193.3125,-3.53125,-9.328125,15.25,-38.25,-19.125,,,,,,,,,
