ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,race_id
142,Площадь Ленина 2,Stanislav,1435593743763,Raw,1.4513842,3.6088471,9.80665,64.140625,-20.4375,5.09375,-56.4375,35.6875,23.3125,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593744001,Raw,1.7259704,3.8442068,11.41494,64.1875,-18.40625,8.109375,-56.6875,36.3125,23.375,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593745009,Raw,0.98066497,3.7657535,9.80665,65.125,-20.875,5.265625,-56.3125,34.6875,25.375,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593746024,Raw,0.9022118,3.726527,9.80665,65.796875,-20.484375,5.1875,-56.0625,35.0,25.125,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593747032,Raw,0.9414384,3.8834333,9.649743,66.1875,-21.59375,5.09375,-55.6875,34.875,24.8125,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593748048,Raw,0.9414384,3.5696206,9.885103,65.84375,-20.90625,5.546875,-55.4375,38.3125,22.25,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593749058,Raw,1.0198916,3.726527,9.845877,65.078125,-20.046875,5.09375,-55.75,38.5625,21.625,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593750076,Raw,1.0198916,3.4911673,9.610517,58.453125,-21.125,5.328125,-24.25,28.3125,18.125,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593751084,Raw,0.98066497,3.6480737,9.767424,46.9375,-19.953125,6.203125,-14.0625,25.5,14.625,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593752100,Raw,1.0591182,3.6873002,9.885103,42.484375,-21.234375,5.75,-13.9375,24.75,15.1875,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593753110,Raw,1.0983448,3.6480737,9.767424,42.671875,-19.625,5.578125,-14.125,23.3125,17.25,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593754125,Raw,1.0591182,3.412714,9.767424,47.59375,-20.21875,6.46875,-14.375,21.5625,20.3125,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593755133,Raw,1.0983448,3.5696206,9.92433,65.46875,-19.65625,5.96875,-14.875,16.0,26.4375,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593756148,Raw,1.0983448,3.5696206,9.728196,78.359375,-19.625,5.203125,-14.625,13.25,31.25,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593757158,Raw,1.1375713,3.4911673,9.80665,78.78125,-19.453125,6.203125,-14.5,14.4375,29.0,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593758177,Raw,1.1375713,3.4519408,9.845877,78.609375,-19.1875,6.1875,-14.625,14.25,29.5625,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593759185,Raw,1.0983448,3.6088471,9.885103,79.015625,-19.75,6.140625,-14.6875,13.9375,30.9375,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593760201,Raw,0.98066497,3.6088471,9.845877,77.96875,-19.421875,5.75,-14.1875,15.6875,27.8125,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593761212,Raw,1.0198916,3.5303938,9.92433,68.515625,-19.8125,6.109375,-14.6875,17.5,25.0625,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593762227,Raw,1.0983448,3.5303938,9.92433,67.234375,-19.484375,5.90625,-15.125,18.25,23.75,,,,,,,,,,1435593617
,ServiceLog,Stanislav,1435593763235,Raw,1.8828768,3.6873002,9.80665,59.5,-20.21875,10.171875,-14.1875,20.4375,28.5625,,,,,,,,,,1435593617
143,Площадь Ленина 3,Stanislav,1435593763432,Raw,1.0983448,3.9226599,9.92433,63.984375,-20.640625,8.203125,-14.1875,21.25,35.4375,,,,,,,,,,1435593617
