ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z,race_id
912,Чкаловская 2,Stanislav,1418310733253,Raw,0.2745862,7.6884136,6.7862015,38.6875,-46.390625,-3.21875,-18.3125,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310733735,Raw,-0.0,7.2961473,7.2961473,34.296875,-45.0,-0.8125,-18.25,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310734746,Raw,0.0784532,7.100014,7.6491866,34.59375,-42.875,0.359375,-17.5625,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310735761,Raw,0.0392266,6.9823346,7.806093,34.265625,-41.796875,0.140625,-17.375,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310736774,Raw,0.19613299,6.668522,8.080679,34.75,-40.125,0.359375,-17.0,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310737814,Raw,-0.1569064,6.668522,8.1983595,35.625,-39.515625,0.140625,-17.3125,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310738849,Raw,0.0784532,6.5116153,8.119906,35.625,-38.359375,0.8125,-17.0625,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310739876,Raw,0.1569064,6.590069,8.080679,34.5,-39.4375,0.140625,-16.75,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310740904,Raw,0.1176798,6.590069,8.1983595,33.53125,-39.1875,0.140625,-16.9375,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310741943,Raw,0.0784532,6.550842,8.237586,33.453125,-38.46875,0.59375,-17.0625,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310742960,Raw,0.3138128,6.590069,8.1983595,33.78125,-38.75,1.703125,-16.8125,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310743995,Raw,-0.19613299,6.746975,8.629851,34.5625,-38.140625,0.0,-17.5625,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310745020,Raw,-0.0,6.550842,8.316039,29.65625,-38.03125,5.234375,-16.8125,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310746064,Raw,0.0392266,6.433162,8.512172,35.171875,-36.0,0.8125,-17.875,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310747085,Raw,-0.0392266,6.1978025,8.472945,35.71875,-36.65625,0.0,-17.5,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310748116,Raw,0.588399,6.9823346,7.531507,34.921875,-39.296875,1.875,-17.25,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310749140,Raw,0.35303938,6.9038815,7.8845463,28.65625,-41.28125,1.734375,-17.375,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310750179,Raw,0.35303938,6.7862015,7.7668667,27.890625,-41.125,1.90625,-17.0625,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310751198,Raw,0.4314926,6.7077484,7.963,27.21875,-39.1875,1.875,-16.9375,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310752228,Raw,0.3138128,6.550842,8.080679,26.578125,-39.4375,2.328125,-17.125,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310753258,Raw,0.3138128,7.021561,7.806093,25.984375,-42.0625,1.703125,-16.4375,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310754297,Raw,0.4707192,6.9038815,7.72764,25.359375,-41.046875,2.09375,-16.5625,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310755332,Raw,0.35303938,7.021561,7.6491866,32.25,-41.5,1.484375,-20.4375,0.0,0.0,0.0,1418310590
,ServiceLog,Stanislav,1418310756358,Raw,1.176798,6.9038815,7.60996,117.953125,-41.875,6.5,-32.4375,0.0,0.0,0.0,1418310590
913,Чкаловская 3,Stanislav,1418310756649,Raw,1.6475172,7.2176943,7.100014,125.765625,-42.546875,8.8125,-33.25,0.0,0.0,0.0,1418310590
