ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z
323,Невский проспект 3,Stanislav,1418720745770,Raw,0.74530536,7.2176943,6.9823346,299.03125,-44.34375,4.484375,71.6875,0.0,0.0,0.0
,ServiceLog,Stanislav,1418720746170,Raw,0.78453195,6.7862015,7.72764,294.95313,-45.359375,3.078125,77.1875,0.0,0.0,0.0
,ServiceLog,Stanislav,1418720747193,Raw,0.5491724,6.6292953,8.080679,290.5625,-39.0625,4.8125,75.1875,0.0,0.0,0.0
,ServiceLog,Stanislav,1418720748200,Raw,0.6668522,6.1193495,8.237586,290.8125,-39.65625,3.15625,74.75,0.0,0.0,0.0
,ServiceLog,Stanislav,1418720749217,Raw,0.1176798,5.5309505,8.786758,290.85938,-41.453125,5.765625,79.875,0.0,0.0,0.0
,ServiceLog,Stanislav,1418720750251,Raw,0.4707192,6.2762556,8.512172,277.375,-37.328125,5.203125,103.25,0.0,0.0,0.0
,ServiceLog,Stanislav,1418720751271,Raw,0.8237586,6.6292953,8.316039,276.09375,-37.828125,5.203125,105.0,0.0,0.0,0.0
,ServiceLog,Stanislav,1418720752286,Raw,1.0198916,6.433162,8.590625,274.67188,-37.890625,5.328125,106.375,0.0,0.0,0.0
,ServiceLog,Stanislav,1418720753442,Raw,0.588399,6.00167,8.669079,273.53125,-35.171875,2.796875,100.8125,0.0,0.0,0.0
,ServiceLog,Stanislav,1418720754452,Raw,0.5099458,5.88399,8.825985,273.70313,-32.265625,2.515625,91.0625,0.0,0.0,0.0
324,Невский проспект 4,Stanislav,1418720754961,Raw,-0.0392266,5.060231,10.512729,274.57813,-27.125,1.875,64.0,0.0,0.0,0.0
,ServiceLog,Stanislav,1418720755468,Raw,0.1569064,5.295591,8.943665,297.07813,-30.609375,0.84375,43.125,0.0,0.0,0.0
,ServiceLog,Stanislav,1418720756482,Raw,0.39226598,7.100014,7.806093,315.84375,-42.25,2.0625,41.375,0.0,0.0,0.0
,ServiceLog,Stanislav,1418720757496,Raw,0.5491724,7.8845463,8.119906,331.84375,-44.0625,2.765625,20.0625,0.0,0.0,0.0
,ServiceLog,Stanislav,1418720758504,Raw,-0.0392266,7.6491866,7.1784678,332.17188,-46.796875,-0.140625,19.875,0.0,0.0,0.0
,ServiceLog,Stanislav,1418720759525,Raw,-0.6276256,8.629851,5.962443,307.76563,-53.28125,-3.578125,35.875,0.0,0.0,0.0
,ServiceLog,Stanislav,1418720760537,Raw,0.70607877,5.295591,8.904438,323.26563,-32.0625,2.4375,25.625,0.0,0.0,0.0
