ID,Name,User,TimeStamp,DateTime,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,Audio,race_id
933,Старая деревня 3, julia,1445600333854,23 Окт 2015 г. 14:38:53,Raw,1.6190789,5.5192337,8.617331,118.17719,-34.151768,7.504956,-34.5,-4.62,42.96,-0.18387043,-0.014049901,0.05222898,,,,,,,73,1445600333
,ServiceLog, julia,1445600334811,23 Окт 2015 г. 14:38:54,Raw,1.9614497,5.3660045,8.119336,125.99877,-33.06748,8.167147,-35.399998,-1.38,59.28,-0.029932396,-0.007941248,-0.025961773,,,,,,,80,1445600333
,ServiceLog, julia,1445600335835,23 Окт 2015 г. 14:38:55,Raw,2.0350714,5.185242,8.0924015,125.60665,-32.61715,8.889556,-35.219997,-3.84,56.039997,-0.0888809,-0.0015271631,-0.00580322,,,,,,,77,1445600333
,ServiceLog, julia,1445600336860,23 Окт 2015 г. 14:38:56,Raw,2.0685902,5.2840033,7.9325886,113.58513,-31.694527,9.199975,-35.34,6.0,50.1,-0.01985312,0.02107485,0.025961773,,,,,,,80,1445600333
,ServiceLog, julia,1445600337891,23 Окт 2015 г. 14:38:57,Raw,2.505532,5.4725466,8.600571,120.56075,-30.511097,11.021131,-31.14,0.65999997,52.86,-0.16187929,-0.04153884,0.056505036,,,,,,,84,1445600333
,ServiceLog, julia,1445600338917,23 Окт 2015 г. 14:38:58,Raw,1.7190368,5.4761376,7.7967176,121.822365,-29.408657,11.648492,-36.18,7.5,79.799995,0.018020526,-0.06963864,-0.08399397,,,,,,,83,1445600333
,ServiceLog, julia,1445600339943,23 Окт 2015 г. 14:38:59,Raw,2.2122424,5.427655,7.7967176,116.11616,-29.190845,12.536097,-31.5,9.66,76.56,-0.052534413,-0.021685716,0.07147124,,,,,,,83,1445600333
,ServiceLog, julia,1445600340971,23 Окт 2015 г. 14:39:00,Raw,2.1086931,5.429451,8.34499,112.018456,-28.41441,12.647101,-35.76,11.58,72.479996,-0.056199603,-0.010079277,-0.026572637,,,,,,,84,1445600333
,ServiceLog, julia,1445600341994,23 Окт 2015 г. 14:39:01,Raw,1.9243397,5.4737434,7.8589673,116.70259,-28.773314,13.009058,-34.44,12.059999,81.84,-0.026267206,-0.03634648,-0.05497787,,,,,,,84,1445600333
,ServiceLog, julia,1445600343020,23 Окт 2015 г. 14:39:03,Raw,1.6903064,5.279215,7.3190746,112.0439,-29.830885,12.75709,-33.96,14.88,70.619995,0.02107485,-0.012217305,-0.05681047,,,,,,,88,1445600333
,ServiceLog, julia,1445600344052,23 Окт 2015 г. 14:39:04,Raw,1.9045875,5.021838,8.455123,109.161095,-28.175566,13.099242,-35.82,14.639999,74.159996,-0.062002823,-0.04337143,-0.017715093,,,,,,,89,1445600333
,ServiceLog, julia,1445600345080,23 Окт 2015 г. 14:39:05,Raw,2.0248961,5.4976854,8.019379,106.540115,-28.391733,14.465561,-34.559998,15.96,71.64,-0.027488936,-0.008246681,-0.009162978,,,,,,,89,1445600333
