ID,Name,User,TimeStamp,DateTime,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,Audio,race_id
112,Владимирская 2, julia,1445601658045,23 Окт 2015 г. 15:00:58,Raw,-1.9841946,3.9163153,5.5246205,75.49153,-31.860022,-18.062166,-73.14,30.599998,-3.36,0.08735373,0.03359759,-0.023518313,,,,,,,87,1445601519
,ServiceLog, julia,1445601658240,23 Окт 2015 г. 15:00:58,Raw,-0.79367787,4.192846,8.543709,74.81126,-31.406437,-17.106915,-71.939995,30.66,-3.6599998,-0.04184427,-0.11789699,-0.05100725,,,,,,,86,1445601519
,ServiceLog, julia,1445601659269,23 Окт 2015 г. 15:00:59,Raw,0.24540567,2.520496,8.368932,76.1326,-37.456898,-14.32618,-59.64,27.119999,8.58,0.72387534,0.15271631,0.19242255,,,,,,,85,1445601519
,ServiceLog, julia,1445601660295,23 Окт 2015 г. 15:01:00,Raw,-0.6991069,4.1036615,8.453926,80.47831,-36.169136,-27.834415,-54.059998,26.699999,2.1599998,0.10140363,-0.059864793,-0.07544186,,,,,,,71,1445601519
,ServiceLog, julia,1445601661320,23 Окт 2015 г. 15:01:01,Raw,-0.6404489,4.257489,8.6813755,80.59438,-37.63619,-29.87778,-53.699997,26.46,0.53999996,-0.049785517,-0.002443461,-0.0571159,,,,,,,86,1445601519
,ServiceLog, julia,1445601662345,23 Окт 2015 г. 15:01:02,Raw,-0.2908955,4.394557,8.851364,81.41345,-41.26875,-27.556135,-54.42,28.019999,0.12,-0.043066,-0.1695151,-0.12614368,,,,,,,78,1445601519
,ServiceLog, julia,1445601663369,23 Окт 2015 г. 15:01:03,Raw,0.10414778,4.5777135,8.513183,81.96723,-42.449238,-27.786648,-55.44,26.76,0.42,-0.030848695,0.014966198,-0.01160644,,,,,,,86,1445601519
,ServiceLog, julia,1445601664393,23 Окт 2015 г. 15:01:04,Raw,-0.19572599,4.6591167,8.277354,83.83388,-41.81114,-26.43234,-56.039997,25.14,0.12,-0.06352998,0.0015271631,-0.12034045,,,,,,,86,1445601519
,ServiceLog, julia,1445601665418,23 Окт 2015 г. 15:01:05,Raw,0.06404489,4.9176903,8.444948,84.07843,-36.282642,-26.40512,-56.82,22.74,0.96,-0.051923547,-0.0711658,-0.018325957,,,,,,,86,1445601519
,ServiceLog, julia,1445601666442,23 Окт 2015 г. 15:01:06,Raw,0.19512744,4.4777555,8.760384,83.15886,-37.62397,-22.41936,-55.86,22.56,3.4199998,-0.10415252,-0.025045475,-0.013744468,,,,,,,81,1445601519
