ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing
932,Старая деревня 2,Stanislav,1435665539757,Raw,-0.39226598,6.158576,8.8652115,114.828125,-34.125,3.25,-39.3125,-50.875,-43.125,,,,,,,,,
,ServiceLog,Stanislav,1435665539832,Raw,-0.39226598,6.158576,8.8652115,114.6875,-34.8125,-2.015625,-39.3125,-50.875,-43.875,,,,,,,,,
,ServiceLog,Stanislav,1435665540840,Raw,0.2745862,5.64863,8.669079,114.046875,-33.046875,1.515625,-39.0625,-50.5,-46.8125,,,,,,,,,
,ServiceLog,Stanislav,1435665541860,Raw,0.5491724,5.4132705,8.8652115,112.96875,-32.453125,3.328125,-37.9375,-40.625,-41.875,,,,,,,,,
,ServiceLog,Stanislav,1435665542869,Raw,0.4707192,5.374044,9.061344,111.953125,-30.328125,2.765625,-37.875,-39.9375,-39.5,,,,,,,,,
,ServiceLog,Stanislav,1435665543886,Raw,0.5491724,5.2563643,9.257478,112.6875,-29.09375,3.1875,-38.0,-39.1875,-38.625,,,,,,,,,
,ServiceLog,Stanislav,1435665544897,Raw,0.5491724,5.4132705,9.139797,110.953125,-30.296875,2.96875,-40.0625,-35.25,-40.0,,,,,,,,,
,ServiceLog,Stanislav,1435665545912,Raw,0.5491724,5.374044,9.179024,105.46875,-30.515625,3.421875,-40.375,-35.4375,-47.25,,,,,,,,,
,ServiceLog,Stanislav,1435665546921,Raw,0.35303938,4.197246,9.767424,104.515625,-24.578125,1.28125,-39.1875,-32.3125,-46.625,,,,,,,,,
,ServiceLog,Stanislav,1435665547947,Raw,0.4314926,4.4718323,9.610517,98.640625,-24.46875,1.90625,-37.0625,-27.6875,-46.4375,,,,,,,,,
,ServiceLog,Stanislav,1435665548961,Raw,0.9022118,6.1193495,8.041452,94.5625,-37.09375,5.09375,-38.25,-33.25,-41.3125,,,,,,,,,
,ServiceLog,Stanislav,1435665549981,Raw,0.4707192,6.158576,8.512172,105.984375,-35.875,2.515625,-41.25,-40.8125,-33.6875,,,,,,,,,
,ServiceLog,Stanislav,1435665550994,Raw,0.39226598,6.1978025,8.825985,112.4375,-35.25,2.046875,-38.5,-46.1875,-30.5625,,,,,,,,,
,ServiceLog,Stanislav,1435665552013,Raw,0.5099458,6.158576,8.433719,113.8125,-35.96875,2.734375,-38.4375,-42.75,-22.6875,,,,,,,,,
,ServiceLog,Stanislav,1435665553023,Raw,0.4314926,6.1193495,8.551398,118.625,-35.921875,2.0625,-41.0625,-40.6875,-15.875,,,,,,,,,
,ServiceLog,Stanislav,1435665554042,Raw,0.6276256,5.3348174,8.904438,119.46875,-30.484375,3.359375,-42.1875,-40.125,-15.25,,,,,,,,,
,ServiceLog,Stanislav,1435665555052,Raw,0.78453195,5.4132705,9.296704,119.703125,-30.125,4.140625,-42.375,-36.875,-15.75,,,,,,,,,
,ServiceLog,Stanislav,1435665556073,Raw,0.78453195,5.374044,9.100571,119.421875,-30.453125,4.203125,-42.5625,-35.5625,-15.875,,,,,,,,,
,ServiceLog,Stanislav,1435665557082,Raw,0.9022118,5.491724,8.904438,119.078125,-30.15625,4.671875,-41.8125,-35.9375,-17.3125,,,,,,,,,
,ServiceLog,Stanislav,1435665558098,Raw,0.70607877,5.4132705,9.061344,118.625,-30.640625,4.453125,-42.6875,-35.75,-17.8125,,,,,,,,,
,ServiceLog,Stanislav,1435665559112,Raw,0.70607877,5.295591,9.022118,118.265625,-30.421875,4.421875,-42.25,-35.8125,-18.4375,,,,,,,,,
,ServiceLog,Stanislav,1435665560128,Raw,0.8629852,5.374044,9.100571,117.65625,-30.59375,4.03125,-42.0,-36.3125,-23.5,,,,,,,,,
,ServiceLog,Stanislav,1435665561136,Raw,0.78453195,5.3348174,9.139797,116.53125,-29.765625,4.171875,-42.375,-35.75,-27.625,,,,,,,,,
,ServiceLog,Stanislav,1435665562152,Raw,0.74530536,5.1779113,9.218251,115.28125,-29.96875,4.671875,-42.5625,-35.25,-27.25,,,,,,,,,
,ServiceLog,Stanislav,1435665563176,Raw,0.70607877,5.217138,8.982891,113.9375,-30.09375,3.828125,-42.5,-34.625,-28.25,,,,,,,,,
,ServiceLog,Stanislav,1435665564198,Raw,0.78453195,5.2563643,9.139797,113.375,-29.734375,4.203125,-41.625,-35.6875,-27.9375,,,,,,,,,
,ServiceLog,Stanislav,1435665565209,Raw,0.8629852,5.3348174,9.139797,113.046875,-30.125,4.65625,-42.3125,-34.5625,-27.3125,,,,,,,,,
,ServiceLog,Stanislav,1435665566220,Raw,0.74530536,5.1779113,9.179024,107.59375,-30.453125,3.75,-51.25,-27.9375,-23.0625,,,,,,,,,
,ServiceLog,Stanislav,1435665567230,Raw,0.8237586,5.2563643,9.139797,106.046875,-29.34375,4.25,-53.5,-25.625,-21.0,,,,,,,,,
,ServiceLog,Stanislav,1435665568250,Raw,0.6668522,5.3348174,9.022118,104.953125,-29.765625,3.96875,-49.875,-27.5,-22.5,,,,,,,,,
,ServiceLog,Stanislav,1435665569261,Raw,0.74530536,5.3348174,9.022118,109.484375,-28.453125,4.484375,-41.3125,-34.5,-27.4375,,,,,,,,,
,ServiceLog,Stanislav,1435665570282,Raw,0.78453195,5.2563643,8.904438,110.125,-30.09375,3.15625,-39.625,-37.1875,-34.3125,,,,,,,,,
933,Старая деревня 3,Stanislav,1435665570978,Raw,0.19613299,5.570177,9.296704,109.671875,-30.21875,3.609375,-38.0625,-40.25,-48.875,,,,,,,,,
