ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing
133,Чернышевская 3,Stanislav,1435593915898,Raw,0.3138128,3.726527,9.68897,202.09375,-21.0,1.734375,7.25,-42.625,-60.1875,,,,,,,,,
,ServiceLog,Stanislav,1435593916333,Raw,0.78453195,3.4911673,9.414384,202.5,-20.25,4.421875,8.5625,-42.25,-63.25,,,,,,,,,
,ServiceLog,Stanislav,1435593917349,Raw,1.6082906,3.1381278,9.767424,206.9375,-17.5625,8.90625,12.3125,-50.5,-30.3125,,,,,,,,,
,ServiceLog,Stanislav,1435593918363,Raw,1.3337044,4.275699,9.80665,205.3125,-19.6875,7.609375,8.1875,-47.875,-27.75,,,,,,,,,
,ServiceLog,Stanislav,1435593919372,Raw,1.2944778,3.9226599,9.728196,200.98438,-21.578125,8.25,8.0625,-49.0,-24.5,,,,,,,,,
,ServiceLog,Stanislav,1435593920391,Raw,1.2944778,3.6873002,9.885103,217.1875,-19.921875,7.859375,6.875,-26.625,-39.0625,,,,,,,,,
,ServiceLog,Stanislav,1435593921401,Raw,2.0005565,3.1381278,9.728196,297.26563,-17.15625,10.6875,3.3125,-8.875,-64.4375,,,,,,,,,
,ServiceLog,Stanislav,1435593922420,Raw,1.7259704,3.2950344,10.1989155,273.96875,-16.828125,10.265625,2.5,-13.9375,-42.25,,,,,,,,,
,ServiceLog,Stanislav,1435593923442,Raw,1.4121575,2.9027684,10.120462,228.9375,-15.3125,9.046875,19.25,-24.875,-26.125,,,,,,,,,
,ServiceLog,Stanislav,1435593924458,Raw,0.8629852,3.6480737,9.885103,278.96875,-19.53125,5.625,24.3125,-15.4375,-66.4375,,,,,,,,,
,ServiceLog,Stanislav,1435593925468,Raw,1.0591182,3.5303938,10.042009,283.53125,-20.34375,6.28125,22.75,-15.75,-64.875,,,,,,,,,
,ServiceLog,Stanislav,1435593926485,Raw,1.2552512,3.80498,9.80665,277.76563,-20.671875,7.125,16.625,-20.75,-58.875,,,,,,,,,
,ServiceLog,Stanislav,1435593927499,Raw,1.0198916,3.5303938,9.68897,261.42188,-20.375,4.25,17.875,-23.625,-50.5625,,,,,,,,,
,ServiceLog,Stanislav,1435593928514,Raw,0.78453195,3.4519408,9.963556,240.89063,-19.03125,4.234375,17.0625,-28.125,-39.3125,,,,,,,,,
,ServiceLog,Stanislav,1435593929524,Raw,1.2552512,3.5303938,10.120462,229.21875,-19.09375,6.671875,20.0625,-36.5625,-30.0,,,,,,,,,
134,Чернышевская 4,Stanislav,1435593929772,Raw,1.1375713,3.5696206,9.5320635,224.0,-19.25,4.8125,19.125,-38.9375,-29.0,,,,,,,,,
,ServiceLog,Stanislav,1435593930546,Raw,0.8629852,3.7657535,10.042009,207.60938,-19.75,3.21875,11.5625,-41.5,-49.8125,,,,,,,,,
,ServiceLog,Stanislav,1435593931555,Raw,0.70607877,3.7657535,9.5320635,235.15625,-22.890625,5.6875,16.9375,-31.0625,-30.875,,,,,,,,,
,ServiceLog,Stanislav,1435593932573,Raw,0.2745862,4.6679654,9.335931,214.26563,-26.6875,3.25,11.75,-41.4375,-29.125,,,,,,,,,
,ServiceLog,Stanislav,1435593933584,Raw,0.78453195,4.275699,9.492837,209.84375,-25.5,4.515625,12.875,-36.5,-21.375,,,,,,,,,
,ServiceLog,Stanislav,1435593934600,Raw,0.39226598,4.197246,9.296704,210.25,-22.8125,2.265625,13.75,-36.4375,-22.1875,,,,,,,,,
,ServiceLog,Stanislav,1435593935617,Raw,0.5099458,4.001113,9.57129,209.76563,-21.25,1.28125,12.75,-36.5,-18.625,,,,,,,,,
,ServiceLog,Stanislav,1435593936642,Raw,0.2745862,3.8834333,9.963556,201.3125,-22.640625,2.375,8.875,-40.75,-15.0625,,,,,,,,,
,ServiceLog,Stanislav,1435593937655,Raw,1.2552512,5.0210047,8.904438,186.60938,-38.71875,11.578125,-1.4375,-46.375,9.375,,,,,,,,,
,ServiceLog,Stanislav,1435593938678,Raw,-3.6088471,2.5105023,7.3746004,152.39063,-17.0,-24.796875,-12.0,-33.9375,-19.875,,,,,,,,,
,ServiceLog,Stanislav,1435593939692,Raw,-4.1580195,-1.0591182,10.1989155,111.734375,5.4375,-22.078125,-6.75,-2.1875,-42.25,,,,,,,,,
,ServiceLog,Stanislav,1435593940709,Raw,-3.8834333,-0.8237586,9.5320635,114.46875,4.53125,-22.125,-6.6875,-10.125,-55.625,,,,,,,,,
,ServiceLog,Stanislav,1435593941719,Raw,-3.8834333,-0.74530536,8.904438,115.34375,4.34375,-23.5,-6.6875,-10.1875,-54.25,,,,,,,,,
,ServiceLog,Stanislav,1435593942736,Raw,-4.0795665,-0.74530536,10.120462,115.78125,3.859375,-21.875,-9.6875,-11.8125,-52.9375,,,,,,,,,
,ServiceLog,Stanislav,1435593943744,Raw,-4.0795665,-0.9414384,9.92433,116.578125,4.734375,-22.859375,-11.5,-11.4375,-52.5625,,,,,,,,,
,ServiceLog,Stanislav,1435593944764,Raw,-3.6088471,-0.6668522,9.414384,116.90625,4.0625,-21.875,-11.75,-11.5,-52.0625,,,,,,,,,
,ServiceLog,Stanislav,1435593945773,Raw,-3.8442068,-1.0591182,9.963556,116.65625,2.9375,-21.484375,-12.4375,-12.0,-51.125,,,,,,,,,
,ServiceLog,Stanislav,1435593946803,Raw,-3.6480737,-0.74530536,9.767424,116.71875,4.203125,-22.171875,-15.875,-12.75,-49.5625,,,,,,,,,
