ID,Name,User,TimeStamp,DateTime,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,Audio,race_id
303,Технологический институт (син) 3, julia,1445760001764,25 Окт 2015 г. 11:00:01,Raw,1.2976574,6.903681,5.336077,269.01474,-42.52697,8.237561,66.54,3.54,-3.06,0.12308934,0.031154128,-0.013133603,,,,,,,74,1445760001
,ServiceLog, julia,1445760002204,25 Окт 2015 г. 11:00:02,Raw,0.84096336,6.4164605,7.020398,268.7781,-42.401424,7.2565265,66.84,2.8799999,-1.3199999,-0.024129177,0.02687807,-0.043982297,,,,,,,79,1445760001
,ServiceLog, julia,1445760003236,25 Окт 2015 г. 11:00:03,Raw,-0.08678981,6.1076083,7.0928226,269.1327,-39.986176,6.244902,67.979996,5.8799996,-1.62,-0.016187929,-0.20647246,-0.051923547,,,,,,,79,1445760001
,ServiceLog, julia,1445760004255,25 Окт 2015 г. 11:00:04,Raw,0.10055647,5.54557,7.864354,276.14154,-36.196224,8.419724,69.54,11.34,-3.6599998,-0.22815818,0.25503623,0.13347405,,,,,,,68,1445760001
,ServiceLog, julia,1445760005283,25 Окт 2015 г. 11:00:05,Raw,1.5915456,7.161656,5.932832,274.55206,-43.373425,12.677919,73.2,13.799999,-8.76,0.50915617,-0.29871312,0.1554652,,,,,,,85,1445760001
,ServiceLog, julia,1445760006303,25 Окт 2015 г. 11:00:06,Raw,0.3274071,6.3667808,7.404069,275.65765,-41.87715,7.449595,73.38,11.46,-5.22,-0.054061573,-0.030543262,0.036957346,,,,,,,76,1445760001
,ServiceLog, julia,1445760007320,25 Окт 2015 г. 11:00:07,Raw,0.7577648,6.667852,7.3849154,273.14017,-41.047653,6.889689,75.9,16.08,5.22,-0.09162979,-0.08368854,-0.052534413,,,,,,,82,1445760001
,ServiceLog, julia,1445760008340,25 Окт 2015 г. 11:00:08,Raw,-0.28790274,5.8083334,8.051701,274.04614,-40.454727,5.610013,71.64,11.16,1.02,0.095294975,-0.01160644,-0.10323623,,,,,,,80,1445760001
,ServiceLog, julia,1445760009371,25 Окт 2015 г. 11:00:09,Raw,0.32202014,6.479907,7.952341,278.67474,-40.352455,4.4184813,65.58,14.58,-0.42,-0.022602014,0.007941248,-0.048258353,,,,,,,82,1445760001
,ServiceLog, julia,1445760010396,25 Окт 2015 г. 11:00:10,Raw,-0.078410104,6.2123547,7.515998,282.54364,-41.063156,1.3446019,57.42,10.98,-9.059999,0.080634214,-0.06658431,-0.08582657,,,,,,,85,1445760001
,ServiceLog, julia,1445760011423,25 Окт 2015 г. 11:00:11,Raw,0.88405895,6.779781,7.6069775,298.86496,-41.008965,1.7882612,50.7,17.039999,-21.539999,-0.014966198,-0.053450707,0.0009162979,,,,,,,88,1445760001
,ServiceLog, julia,1445760012439,25 Окт 2015 г. 11:00:12,Raw,0.3309984,6.196194,7.1790137,290.36533,-40.528904,-1.2758468,48.36,13.2,-13.74,0.009773844,-0.06078109,-0.018325957,,,,,,,84,1445760001
,ServiceLog, julia,1445760013468,25 Окт 2015 г. 11:00:13,Raw,0.062249243,6.206968,8.326435,293.1207,-39.400723,-1.840323,54.6,6.12,-16.8,-0.04795292,0.032986723,0.018325957,,,,,,,88,1445760001
304,Технологический институт (син) 4, julia,1445760014120,25 Окт 2015 г. 11:00:14,Raw,0.7410054,5.99149,6.979098,320.73914,-40.04625,0.3884499,43.02,16.5,-63.84,0.05131268,0.16523905,-0.010079277,,,,,,,86,1445760001
,ServiceLog, julia,1445760014494,25 Окт 2015 г. 11:00:14,Raw,0.6218939,7.3765354,7.4830775,316.97586,-40.997295,-0.5348879,46.68,-5.22,-76.02,0.025350908,-0.009773844,0.05009095,,,,,,,88,1445760001
,ServiceLog, julia,1445760015522,25 Окт 2015 г. 11:00:15,Raw,2.2379801,7.399879,7.261614,283.2718,-44.796356,9.087664,48.18,-27.9,-51.66,-0.24007004,-0.13927728,-0.13988814,,,,,,,88,1445760001
,ServiceLog, julia,1445760016543,25 Окт 2015 г. 11:00:16,Raw,2.0967221,6.3823433,5.711368,296.4727,-47.783367,15.639018,42.0,-19.32,-62.28,-0.1994475,0.09315695,-0.35827246,,,,,,,88,1445760001
,ServiceLog, julia,1445760017574,25 Окт 2015 г. 11:00:17,Raw,0.89064306,6.737882,6.754043,300.51794,-42.924747,1.532092,44.28,-16.5,-57.539997,0.009468411,-0.05009095,0.040011674,,,,,,,86,1445760001
,ServiceLog, julia,1445760018599,25 Окт 2015 г. 11:00:18,Raw,1.5053543,7.1113777,5.6461263,297.26642,-45.38265,12.157219,34.62,-20.16,-58.92,0.033292156,0.07513642,-0.14721853,,,,,,,88,1445760001
,ServiceLog, julia,1445760019621,25 Окт 2015 г. 11:00:19,Raw,2.7742813,7.559692,6.736685,261.7425,-44.631466,13.278207,36.899998,-19.14,-22.14,0.00061086525,0.0720821,-0.049785517,,,,,,,86,1445760001
,ServiceLog, julia,1445760020647,25 Окт 2015 г. 11:00:20,Raw,1.1498153,6.9545574,6.6187706,269.18832,-42.64277,6.12499,37.079998,-20.52,-25.5,0.21105394,-0.19547687,-0.087964594,,,,,,,88,1445760001
,ServiceLog, julia,1445760021664,25 Окт 2015 г. 11:00:21,Raw,0.91219085,6.5337763,6.455965,141.59024,-44.595886,6.219161,-7.68,2.04,20.1,-0.06352998,0.064751714,-0.045814894,,,,,,,89,1445760001
,ServiceLog, julia,1445760022684,25 Окт 2015 г. 11:00:22,Raw,0.53330845,6.8767457,6.8426285,147.78685,-45.35979,7.881432,-6.7799997,-1.74,21.3,-0.042455133,0.021685716,0.1001819,,,,,,,89,1445760001
,ServiceLog, julia,1445760023716,25 Окт 2015 г. 11:00:23,Raw,1.0690111,7.143699,6.2704144,133.11818,-45.083065,9.712198,-3.12,8.16,20.46,-0.031154128,-0.019547688,0.0580322,,,,,,,89,1445760001
,ServiceLog, julia,1445760024741,25 Окт 2015 г. 11:00:24,Raw,1.2982559,7.7649946,6.4589577,154.13655,-44.86493,9.720191,-3.6599998,7.7999997,33.719997,0.10598512,-0.3640757,-0.029321533,,,,,,,88,1445760001
,ServiceLog, julia,1445760025779,25 Окт 2015 г. 11:00:25,Raw,1.958457,6.8605847,6.497265,150.0589,-47.677906,13.813946,-4.3199997,3.78,32.219997,-0.021685716,-0.04550946,-0.1572978,,,,,,,89,1445760001
,ServiceLog, julia,1445760026799,25 Окт 2015 г. 11:00:26,Raw,1.0259154,6.683414,6.567295,155.28058,-46.974052,13.073224,-4.62,-2.8799999,23.16,0.16982053,-0.39950588,-0.10293079,,,,,,,88,1445760001
,ServiceLog, julia,1445760027819,25 Окт 2015 г. 11:00:27,Raw,1.8908207,7.3088994,5.920861,156.44,-49.315407,17.61542,-2.46,-0.59999996,31.56,0.0125227375,-0.015882496,-0.055283304,,,,,,,88,1445760001
,ServiceLog, julia,1445760028845,25 Окт 2015 г. 11:00:28,Raw,1.4449008,7.133524,6.8366427,158.24988,-46.251026,13.3154545,-3.1799998,-3.9599998,27.779999,0.003970624,0.04153884,-0.037873644,,,,,,,88,1445760001
,ServiceLog, julia,1445760029872,25 Окт 2015 г. 11:00:29,Raw,1.3389573,6.9228344,6.962937,154.39268,-45.970566,12.963725,-4.08,-0.84,28.019999,0.016493361,-0.07269296,0.02443461,,,,,,,89,1445760001
,ServiceLog, julia,1445760030915,25 Окт 2015 г. 11:00:30,Raw,1.5352819,7.306505,6.393716,158.7746,-48.711983,15.599162,-2.1,-3.06,26.4,0.09896017,-0.24678956,-0.08399397,,,,,,,89,1445760001
,ServiceLog, julia,1445760031978,25 Окт 2015 г. 11:00:31,Raw,1.0360907,7.1873937,5.761048,149.31714,-47.66363,17.01531,-4.8599997,-0.59999996,31.08,0.08582657,0.086132,-0.03726278,,,,,,,88,1445760001
,ServiceLog, julia,1445760033017,25 Окт 2015 г. 11:00:33,Raw,1.3964181,7.1700354,6.791752,134.13608,-46.113396,13.970346,-6.66,9.96,27.24,-0.0729984,-0.080634214,0.04153884,,,,,,,89,1445760001
,ServiceLog, julia,1445760034085,25 Окт 2015 г. 11:00:34,Raw,0.97025025,6.9066734,6.9970546,150.01501,-44.378033,8.144175,-6.8399997,2.1,29.88,-0.021380283,-0.037873644,-0.0061086523,,,,,,,89,1445760001
