ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z
873,Звенигородская 3,Stanislav,1418224685921,Raw,2.5889556,5.7270837,8.825985,289.90625,-31.921875,12.375,-4.3125,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224686227,Raw,2.3143694,5.8055367,8.276813,311.17188,-34.609375,12.40625,-5.875,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224687234,Raw,2.4712758,5.8055367,8.1983595,234.46875,-34.53125,14.515625,-5.875,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224688246,Raw,2.5105023,5.88399,8.433719,192.29688,-33.65625,14.671875,-10.6875,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224689254,Raw,2.6281822,5.8055367,8.590625,183.90625,-32.609375,13.703125,-10.3125,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224690271,Raw,2.6281822,5.9232163,8.355266,282.14063,-32.8125,17.890625,-16.8125,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224691282,Raw,2.6281822,5.6878567,8.551398,275.60938,-32.59375,14.3125,-19.25,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224692299,Raw,2.6674087,5.7270837,8.1983595,311.23438,-34.03125,13.734375,-20.6875,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224693330,Raw,2.6674087,5.962443,8.276813,323.85938,-34.40625,14.484375,-24.0,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224694365,Raw,2.824315,5.8055367,8.551398,323.67188,-33.421875,12.859375,-19.0625,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224695380,Raw,2.5889556,5.9232163,8.1983595,314.46875,-34.703125,14.59375,-22.375,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224696416,Raw,2.6674087,5.4132705,7.7668667,304.98438,-34.875,14.765625,-20.5625,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224697455,Raw,2.2751427,6.00167,8.629851,330.89063,-34.09375,13.703125,-23.0,0.0,0.0,0.0
874,Звенигородская 4,Stanislav,1418224697858,Raw,2.2359161,6.1978025,8.316039,342.34375,-34.765625,13.390625,-24.5,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224698468,Raw,2.0005565,5.9232163,8.472945,33.5,-36.078125,11.375,-26.1875,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224699478,Raw,1.0591182,4.981778,9.100571,142.3125,-34.328125,12.109375,-26.5,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224700492,Raw,0.78453195,4.4326057,9.335931,147.04688,-20.515625,3.25,-17.9375,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224701506,Raw,1.1375713,6.5116153,7.8453197,154.9375,-36.734375,5.796875,-14.9375,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224702520,Raw,0.1176798,6.9038815,6.943108,165.1875,-41.75,4.953125,-12.375,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224703529,Raw,-0.1176798,6.9823346,7.60996,175.76563,-49.265625,1.8125,-2.6875,0.0,0.0,0.0
,ServiceLog,Stanislav,1418224704541,Raw,0.5099458,7.1784678,7.335374,175.84375,-44.34375,3.15625,-4.625,0.0,0.0,0.0
