ID,Name,User,TimeStamp,Type,X,Y,Z
762,Парк культуры (КЛЦ) 2,md,1417510282273,Raw,0.7218784,3.8273177,8.349273
,ServiceLog,md,1417510283396,Raw,0.53119355,3.6774938,8.798744
,ServiceLog,md,1417510284418,Raw,1.1441092,3.8954194,8.689782
,ServiceLog,md,1417510285472,Raw,0.21792556,3.173541,8.648921
,ServiceLog,md,1417510286490,Raw,-0.21792556,4.69902,8.076866
,ServiceLog,md,1417510287521,Raw,-0.29964766,4.5900574,8.158588
,ServiceLog,md,1417510288543,Raw,0.38136974,3.8681788,8.60806
,ServiceLog,md,1417510289584,Raw,0.7218784,4.0861044,8.308413
,ServiceLog,md,1417510290768,Raw,0.44947147,4.8216033,8.22669
,ServiceLog,md,1417510291807,Raw,0.29964766,5.7750273,7.273266
,ServiceLog,md,1417510292840,Raw,-0.027240695,8.689782,3.9771416
,ServiceLog,md,1417510293865,Raw,0.027240695,8.771504,1.6753027
,ServiceLog,md,1417510294899,Raw,-0.0,8.417375,4.2495484
,ServiceLog,md,1417510295932,Raw,0.10896278,8.308413,4.3585114
,ServiceLog,md,1417510296991,Raw,0.10896278,7.8861814,4.903325
,ServiceLog,md,1417510298006,Raw,0.21792556,7.1234417,6.0474343
,ServiceLog,md,1417510299025,Raw,0.19068487,7.082581,5.965712
,ServiceLog,md,1417510300048,Raw,-0.027240695,7.273266,5.706926
,ServiceLog,md,1417510301076,Raw,0.19068487,7.2324047,5.7750273
,ServiceLog,md,1417510302090,Raw,0.10896278,7.04172,5.965712
,ServiceLog,md,1417510303105,Raw,0.10896278,7.04172,5.9248514
,ServiceLog,md,1417510304124,Raw,0.19068487,6.578628,6.619489
,ServiceLog,md,1417510305146,Raw,0.6401563,5.5434813,7.504812
,ServiceLog,md,1417510306164,Raw,0.95342433,5.7750273,7.082581
,ServiceLog,md,1417510307203,Raw,0.8308412,5.8976107,7.1506824
,ServiceLog,md,1417510308220,Raw,0.7218784,5.8567495,7.1915436
,ServiceLog,md,1417510309277,Raw,0.9125633,5.965712,6.851035
,ServiceLog,md,1417510310296,Raw,0.7627395,5.7750273,7.2324047
,ServiceLog,md,1417510311319,Raw,0.7627395,5.8976107,7.1915436
,ServiceLog,md,1417510312337,Raw,1.1849703,5.5162406,7.1234417
763,Парк культуры (КЛЦ) 3,md,1417510313217,Raw,1.1032481,5.3527966,7.5456724
