ID,Name,User,TimeStamp,Type,X,Y,Z
763,Парк культуры (КЛЦ) 3,md,1417510313217,Raw,1.1032481,5.3527966,7.5456724
,ServiceLog,md,1417510313367,Raw,1.293933,5.053149,7.572913
,ServiceLog,md,1417510314387,Raw,0.44947147,4.0861044,8.689782
,ServiceLog,md,1417510315410,Raw,1.1849703,3.8954194,8.648921
,ServiceLog,md,1417510316444,Raw,0.027240695,4.440233,8.3765135
,ServiceLog,md,1417510317461,Raw,1.0215261,3.2825038,8.798744
,ServiceLog,md,1417510318487,Raw,-0.44947147,4.930566,7.84532
,ServiceLog,md,1417510319499,Raw,-0.9125633,4.739881,8.22669
,ServiceLog,md,1417510320523,Raw,-0.10896278,3.3233647,8.689782
,ServiceLog,md,1417510321564,Raw,-0.3405087,3.405087,8.962189
,ServiceLog,md,1417510322589,Raw,-0.06810174,3.173541,9.071152
,ServiceLog,md,1417510323607,Raw,-0.0,3.8273177,8.798744
764,Парк культуры (КЛЦ) 4,md,1417510324012,Raw,0.25878662,4.0588636,8.417375
,ServiceLog,md,1417510324628,Raw,0.3405087,2.9419951,9.152874
,ServiceLog,md,1417510325783,Raw,0.87170225,4.0861044,8.267551
,ServiceLog,md,1417510326807,Raw,0.3405087,3.173541,8.499097
,ServiceLog,md,1417510327843,Raw,-0.10896278,3.3233647,8.771504
,ServiceLog,md,1417510328870,Raw,1.607201,2.982856,8.417375
,ServiceLog,md,1417510329899,Raw,0.25878662,4.2086873,8.539958
,ServiceLog,md,1417510330918,Raw,-0.95342433,5.3527966,7.273266
,ServiceLog,md,1417510331967,Raw,-0.44947147,5.8976107,7.2324047
,ServiceLog,md,1417510333012,Raw,-0.6810174,6.0882955,7.995144
,ServiceLog,md,1417510334039,Raw,0.10896278,7.6546354,5.47538
,ServiceLog,md,1417510335080,Raw,1.7161638,8.962189,0.5720546
,ServiceLog,md,1417510336112,Raw,1.3756552,8.880466,0.87170225
,ServiceLog,md,1417510337130,Raw,1.2258313,9.602345,0.53119355
,ServiceLog,md,1417510338171,Raw,1.3756552,9.833891,0.44947147
,ServiceLog,md,1417510339185,Raw,1.1032481,9.684067,0.8308412
,ServiceLog,md,1417510340211,Raw,-0.06810174,10.378705,1.0215261
,ServiceLog,md,1417510341250,Raw,1.0215261,9.452521,0.8308412
,ServiceLog,md,1417510342267,Raw,0.9942854,9.302697,0.44947147
,ServiceLog,md,1417510343290,Raw,0.6810174,9.030291,0.6401563
,ServiceLog,md,1417510344311,Raw,0.53119355,9.220976,0.4903325
,ServiceLog,md,1417510345351,Raw,0.40861043,8.499097,0.7218784
,ServiceLog,md,1417510346399,Raw,0.6401563,9.452521,0.8308412
,ServiceLog,md,1417510347450,Raw,1.293933,9.112013,0.25878662
,ServiceLog,md,1417510348465,Raw,0.6810174,9.41166,0.8036005
,ServiceLog,md,1417510349510,Raw,0.7218784,8.962189,0.53119355
,ServiceLog,md,1417510350550,Raw,1.293933,9.193735,0.19068487
,ServiceLog,md,1417510351589,Raw,1.1032481,10.95076,0.7218784
,ServiceLog,md,1417510352630,Raw,1.0215261,9.41166,0.14982383
,ServiceLog,md,1417510353660,Raw,0.9942854,9.030291,0.21792556
,ServiceLog,md,1417510354676,Raw,0.5720546,8.580819,0.10896278
,ServiceLog,md,1417510355712,Raw,0.7218784,8.580819,0.4903325
