,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,x,y
0,1,420,1362,7763,250,2,Савеловская 2,2G,EDGE,-1,-75,1435849594257,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
1,250-2-7763-420,57867,1362,26627,250,99,Савеловская 2,2G,EDGE,-1,-81,1435849594257,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
2,1,420,,7763,250,2,ServiceLog,2G,EDGE,-1,-75,1435849594858,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
3,250-2-7763-420,57867,,26627,250,99,ServiceLog,2G,EDGE,-1,-81,1435849594858,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
4,1,420,,7763,250,2,ServiceLog,2G,EDGE,-1,-75,1435849595887,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
5,250-2-7763-420,57867,,26627,250,99,ServiceLog,2G,EDGE,-1,-81,1435849595887,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
6,250-2-7763-420,57867,,26627,250,99,ServiceLog,2G,EDGE,-1,-81,1435849596956,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
7,1,420,,7763,250,2,ServiceLog,2G,EDGE,-1,-75,1435849596956,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
8,250-2-7763-420,57867,,26627,250,99,ServiceLog,2G,EDGE,-1,-81,1435849597974,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
9,1,420,,7763,250,2,ServiceLog,2G,EDGE,-1,-73,1435849597974,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
10,1,420,,7763,250,2,ServiceLog,2G,EDGE,-1,-73,1435849599048,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
11,250-2-7763-420,57867,,26627,250,99,ServiceLog,2G,EDGE,-1,-81,1435849599048,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
12,1,420,,7763,250,2,ServiceLog,2G,EDGE,-1,-71,1435849600060,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
13,250-2-7763-420,57867,,26627,250,99,ServiceLog,2G,EDGE,-1,-81,1435849600060,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
14,1,420,,7763,250,2,ServiceLog,2G,EDGE,-1,-71,1435849601147,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
15,250-2-7763-420,57867,,26627,250,99,ServiceLog,2G,EDGE,-1,-81,1435849601147,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
16,1,420,,7763,250,2,ServiceLog,2G,EDGE,-1,-79,1435849602160,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
17,250-2-7763-420,57867,,26627,250,99,ServiceLog,2G,EDGE,-1,-81,1435849602160,Anna,191119769,0,136$,$135,37.5877,55.792819999999985
