,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,RSSI,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,x,y
0,1,-1,2102,-1,-1,-1,Кунцевская (АПК) 2,unknown,unknown,-1,-1,1417105336324,md,201060296,0,210$,$216,37.44602,55.730700000000006
1,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105336557,md,201060296,0,210$,$216,37.44602,55.730700000000006
2,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105337567,md,201060296,0,210$,$216,37.44602,55.730700000000006
3,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105338584,md,201060296,0,210$,$216,37.44602,55.730700000000006
4,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105339596,md,201060296,0,210$,$216,37.44602,55.730700000000006
5,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105340623,md,201060296,0,210$,$216,37.44602,55.730700000000006
6,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105341660,md,201060296,0,210$,$216,37.44602,55.730700000000006
7,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105342673,md,201060296,0,210$,$216,37.44602,55.730700000000006
8,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105343684,md,201060296,0,210$,$216,37.44602,55.730700000000006
9,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105344703,md,201060296,0,210$,$216,37.44602,55.730700000000006
10,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105345777,md,201060296,0,210$,$216,37.44602,55.730700000000006
11,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105346821,md,201060296,0,210$,$216,37.44602,55.730700000000006
12,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105347843,md,201060296,0,210$,$216,37.44602,55.730700000000006
13,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105348891,md,201060296,0,210$,$216,37.44602,55.730700000000006
14,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105349912,md,201060296,0,210$,$216,37.44602,55.730700000000006
15,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105350932,md,201060296,0,210$,$216,37.44602,55.730700000000006
16,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105351950,md,201060296,0,210$,$216,37.44602,55.730700000000006
17,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105352970,md,201060296,0,210$,$216,37.44602,55.730700000000006
18,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105353992,md,201060296,0,210$,$216,37.44602,55.730700000000006
19,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105355019,md,201060296,0,210$,$216,37.44602,55.730700000000006
20,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105356063,md,201060296,0,210$,$216,37.44602,55.730700000000006
21,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105357079,md,201060296,0,210$,$216,37.44602,55.730700000000006
22,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105358111,md,201060296,0,210$,$216,37.44602,55.730700000000006
23,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105359123,md,201060296,0,210$,$216,37.44602,55.730700000000006
24,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105360141,md,201060296,0,210$,$216,37.44602,55.730700000000006
25,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105361178,md,201060296,0,210$,$216,37.44602,55.730700000000006
26,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417105362197,md,201060296,0,210$,$216,37.44602,55.730700000000006
27,1,-1,2103,-1,-1,-1,Кунцевская (АПК) 3,unknown,unknown,-1,-1,1417105362430,md,201060296,0,210$,$216,37.44602,55.730700000000006
