,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,RSSI,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,x,y
0,1,-1,1652,-1,-1,-1,Парк Победы 2,unknown,unknown,-1,-1,1417190595587,md,42817661,0,165$,$042,37.51849,55.73608999999999
1,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417190595884,md,42817661,0,165$,$042,37.51849,55.73608999999999
2,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417190596910,md,42817661,0,165$,$042,37.51849,55.73608999999999
3,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417190597927,md,42817661,0,165$,$042,37.51849,55.73608999999999
4,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417190598943,md,42817661,0,165$,$042,37.51849,55.73608999999999
5,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417190599959,md,42817661,0,165$,$042,37.51849,55.73608999999999
6,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417190600970,md,42817661,0,165$,$042,37.51849,55.73608999999999
7,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417190601988,md,42817661,0,165$,$042,37.51849,55.73608999999999
8,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417190603034,md,42817661,0,165$,$042,37.51849,55.73608999999999
9,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417190604071,md,42817661,0,165$,$042,37.51849,55.73608999999999
10,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417190605113,md,42817661,0,165$,$042,37.51849,55.73608999999999
11,1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-1,1417190606137,md,42817661,0,165$,$042,37.51849,55.73608999999999
12,1,452,,660,250,1,ServiceLog,2G,EDGE,-1,-65,1417190607179,md,42817661,0,165$,$042,37.51849,55.73608999999999
13,1,452,,660,250,1,ServiceLog,2G,EDGE,-1,-65,1417190608209,md,42817661,0,165$,$042,37.51849,55.73608999999999
14,1,452,,660,250,1,ServiceLog,2G,EDGE,-1,-65,1417190609240,md,42817661,0,165$,$042,37.51849,55.73608999999999
15,1,452,,660,250,1,ServiceLog,2G,EDGE,-1,-85,1417190610291,md,42817661,0,165$,$042,37.51849,55.73608999999999
16,1,452,,660,250,1,ServiceLog,2G,EDGE,-1,-85,1417190611317,md,42817661,0,165$,$042,37.51849,55.73608999999999
17,1,452,1653,660,250,1,Парк Победы 3,2G,EDGE,-1,-85,1417190611999,md,42817661,0,165$,$042,37.51849,55.73608999999999
