Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,14189,22 окт. 2015 г. 20:30:08,353,7803,250,2,Чёрная речка 3,unknown,unknown,-1,-53,1445535008910,lena ,1445535008,119655405
250-2-7803-14189,-1,22 окт. 2015 г. 20:30:08,353,-1,-1,-1,Чёрная речка 3,unknown,unknown,-1,-69,1445535008910,lena ,1445535008,119655405
1,14189,22 окт. 2015 г. 20:30:09,,7803,250,2,ServiceLog,unknown,unknown,-1,-53,1445535009297,lena ,1445535008,119655405
250-2-7803-14189,-1,22 окт. 2015 г. 20:30:09,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-69,1445535009297,lena ,1445535008,119655405
1,14189,22 окт. 2015 г. 20:30:10,,7803,250,2,ServiceLog,unknown,unknown,-1,-53,1445535010371,lena ,1445535008,119655405
250-2-7803-14189,-1,22 окт. 2015 г. 20:30:10,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-69,1445535010371,lena ,1445535008,119655405
1,14189,22 окт. 2015 г. 20:30:11,,7803,250,2,ServiceLog,unknown,unknown,-1,-53,1445535011436,lena ,1445535008,119655405
250-2-7803-14189,-1,22 окт. 2015 г. 20:30:11,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-69,1445535011436,lena ,1445535008,119655405
1,14189,22 окт. 2015 г. 20:30:12,,7803,250,2,ServiceLog,unknown,unknown,-1,-53,1445535012460,lena ,1445535008,119655405
250-2-7803-14189,-1,22 окт. 2015 г. 20:30:12,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-69,1445535012460,lena ,1445535008,119655405
1,14189,22 окт. 2015 г. 20:30:13,,7803,250,2,ServiceLog,unknown,unknown,-1,-53,1445535013541,lena ,1445535008,119655405
250-2-7803-14189,-1,22 окт. 2015 г. 20:30:13,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-69,1445535013541,lena ,1445535008,119655405
1,14189,22 окт. 2015 г. 20:30:14,,7803,250,2,ServiceLog,unknown,unknown,-1,-53,1445535014575,lena ,1445535008,119655405
250-2-7803-14189,-1,22 окт. 2015 г. 20:30:14,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-69,1445535014575,lena ,1445535008,119655405
1,14189,22 окт. 2015 г. 20:30:15,,7803,250,2,ServiceLog,unknown,unknown,-1,-53,1445535015598,lena ,1445535008,119655405
250-2-7803-14189,-1,22 окт. 2015 г. 20:30:15,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-69,1445535015598,lena ,1445535008,119655405
1,3741,22 окт. 2015 г. 20:30:16,,100,250,1,ServiceLog,2G,EDGE,-1,-67,1445535016624,lena ,1445535008,119655405
250-1-100-3741,-1,22 окт. 2015 г. 20:30:16,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-69,1445535016624,lena ,1445535008,119655405
1,3741,22 окт. 2015 г. 20:30:17,,100,250,1,ServiceLog,2G,EDGE,-1,-67,1445535017657,lena ,1445535008,119655405
250-1-100-3741,-1,22 окт. 2015 г. 20:30:17,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-69,1445535017657,lena ,1445535008,119655405
1,3741,22 окт. 2015 г. 20:30:18,,100,250,1,ServiceLog,2G,EDGE,-1,-67,1445535018703,lena ,1445535008,119655405
250-1-100-3741,-1,22 окт. 2015 г. 20:30:18,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-69,1445535018703,lena ,1445535008,119655405
1,3741,22 окт. 2015 г. 20:30:19,,100,250,1,ServiceLog,2G,EDGE,-1,-67,1445535019726,lena ,1445535008,119655405
250-1-100-3741,-1,22 окт. 2015 г. 20:30:19,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-69,1445535019726,lena ,1445535008,119655405
1,3741,22 окт. 2015 г. 20:30:20,,100,250,1,ServiceLog,2G,EDGE,-1,-73,1445535020749,lena ,1445535008,119655405
250-1-100-3741,-1,22 окт. 2015 г. 20:30:20,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-69,1445535020749,lena ,1445535008,119655405
1,3741,22 окт. 2015 г. 20:30:21,,100,250,1,ServiceLog,2G,EDGE,-1,-73,1445535021788,lena ,1445535008,119655405
250-1-100-3741,-1,22 окт. 2015 г. 20:30:21,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-69,1445535021788,lena ,1445535008,119655405
1,3741,22 окт. 2015 г. 20:30:21,354,100,250,1,Чёрная речка 4,2G,EDGE,-1,-73,1445535022727,lena ,1445535008,119655405
250-1-100-3741,-1,22 окт. 2015 г. 20:30:21,354,-1,-1,-1,Чёрная речка 4,2G,EDGE,-1,-69,1445535022727,lena ,1445535008,119655405
1,3741,22 окт. 2015 г. 20:30:22,,100,250,1,ServiceLog,2G,EDGE,-1,-87,1445535022875,lena ,1445535008,119655405
250-1-100-3741,-1,22 окт. 2015 г. 20:30:22,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-69,1445535022875,lena ,1445535008,119655405
1,3741,22 окт. 2015 г. 20:30:23,,100,250,1,ServiceLog,2G,EDGE,-1,-87,1445535023923,lena ,1445535008,119655405
