ID,Name,User,TimeStamp,DateTime,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,race_id
923,Крестовский остров 3, julia,1445600488890,23 Окт 2015 г. 14:41:28,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600489865,23 Окт 2015 г. 14:41:29,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600490888,23 Окт 2015 г. 14:41:30,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600491912,23 Окт 2015 г. 14:41:31,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600492936,23 Окт 2015 г. 14:41:32,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600493965,23 Окт 2015 г. 14:41:33,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600494989,23 Окт 2015 г. 14:41:34,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600496017,23 Окт 2015 г. 14:41:36,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600497040,23 Окт 2015 г. 14:41:37,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600498064,23 Окт 2015 г. 14:41:38,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600499090,23 Окт 2015 г. 14:41:39,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600500112,23 Окт 2015 г. 14:41:40,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600501139,23 Окт 2015 г. 14:41:41,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600502165,23 Окт 2015 г. 14:41:42,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600503190,23 Окт 2015 г. 14:41:43,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600504214,23 Окт 2015 г. 14:41:44,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600505240,23 Окт 2015 г. 14:41:45,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600506266,23 Окт 2015 г. 14:41:46,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600507293,23 Окт 2015 г. 14:41:47,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
924,Крестовский остров 4, julia,1445600507901,23 Окт 2015 г. 14:41:47,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600508317,23 Окт 2015 г. 14:41:48,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600509370,23 Окт 2015 г. 14:41:49,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600510408,23 Окт 2015 г. 14:41:50,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600511437,23 Окт 2015 г. 14:41:51,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600512465,23 Окт 2015 г. 14:41:52,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600513490,23 Окт 2015 г. 14:41:53,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600514523,23 Окт 2015 г. 14:41:54,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600515551,23 Окт 2015 г. 14:41:55,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600516576,23 Окт 2015 г. 14:41:56,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600517604,23 Окт 2015 г. 14:41:57,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600518631,23 Окт 2015 г. 14:41:58,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600519657,23 Окт 2015 г. 14:41:59,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600520682,23 Окт 2015 г. 14:42:00,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600521703,23 Окт 2015 г. 14:42:01,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600522729,23 Окт 2015 г. 14:42:02,2G,EDGE,1,250,2,7803,17509,-1,-65,1445600488
,ServiceLog, julia,1445600523758,23 Окт 2015 г. 14:42:03,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600524783,23 Окт 2015 г. 14:42:04,2G,EDGE,1,250,2,7803,17509,-1,-67,1445600488
,ServiceLog, julia,1445600525813,23 Окт 2015 г. 14:42:05,2G,EDGE,1,250,2,7803,17509,-1,-71,1445600488
,ServiceLog, julia,1445600526838,23 Окт 2015 г. 14:42:06,2G,EDGE,1,250,2,7803,17509,-1,-71,1445600488
,ServiceLog, julia,1445600527861,23 Окт 2015 г. 14:42:07,2G,EDGE,1,250,2,7803,17509,-1,-71,1445600488
,ServiceLog, julia,1445600528887,23 Окт 2015 г. 14:42:08,2G,EDGE,1,250,2,7803,17509,-1,-73,1445600488
,ServiceLog, julia,1445600529915,23 Окт 2015 г. 14:42:09,2G,EDGE,1,250,2,7803,17509,-1,-73,1445600488
,ServiceLog, julia,1445600530940,23 Окт 2015 г. 14:42:10,2G,EDGE,1,250,2,7803,17509,-1,-75,1445600488
,ServiceLog, julia,1445600531964,23 Окт 2015 г. 14:42:11,2G,EDGE,1,250,2,7803,17509,-1,-75,1445600488
,ServiceLog, julia,1445600532990,23 Окт 2015 г. 14:42:12,2G,EDGE,1,250,2,7803,17509,-1,-77,1445600488
,ServiceLog, julia,1445600534015,23 Окт 2015 г. 14:42:14,2G,EDGE,1,250,2,7803,17509,-1,-77,1445600488
,ServiceLog, julia,1445600535039,23 Окт 2015 г. 14:42:15,2G,EDGE,1,250,2,7803,17509,-1,-79,1445600488
,ServiceLog, julia,1445600536067,23 Окт 2015 г. 14:42:16,2G,EDGE,1,250,2,7803,17509,-1,-79,1445600488
,ServiceLog, julia,1445600537094,23 Окт 2015 г. 14:42:17,2G,EDGE,1,250,2,7803,17509,-1,-79,1445600488
,ServiceLog, julia,1445600538118,23 Окт 2015 г. 14:42:18,2G,EDGE,1,250,2,7803,17509,-1,-81,1445600488
,ServiceLog, julia,1445600539143,23 Окт 2015 г. 14:42:19,2G,EDGE,1,250,2,7803,17509,-1,-81,1445600488
,ServiceLog, julia,1445600540171,23 Окт 2015 г. 14:42:20,2G,EDGE,1,250,2,7803,17509,-1,-81,1445600488
,ServiceLog, julia,1445600541194,23 Окт 2015 г. 14:42:21,2G,EDGE,1,250,2,7803,17509,-1,-81,1445600488
,ServiceLog, julia,1445600542220,23 Окт 2015 г. 14:42:22,2G,EDGE,1,250,2,7803,17509,-1,-81,1445600488
,ServiceLog, julia,1445600543244,23 Окт 2015 г. 14:42:23,2G,EDGE,1,250,2,7803,17509,-1,-83,1445600488
,ServiceLog, julia,1445600544272,23 Окт 2015 г. 14:42:24,2G,EDGE,1,250,2,7803,17509,-1,-83,1445600488
,ServiceLog, julia,1445600545298,23 Окт 2015 г. 14:42:25,2G,EDGE,1,250,2,7803,17509,-1,-83,1445600488
,ServiceLog, julia,1445600546325,23 Окт 2015 г. 14:42:26,2G,EDGE,1,250,2,7803,17509,-1,-83,1445600488
,ServiceLog, julia,1445600547349,23 Окт 2015 г. 14:42:27,2G,EDGE,1,250,2,7803,17509,-1,-83,1445600488
,ServiceLog, julia,1445600548376,23 Окт 2015 г. 14:42:28,2G,EDGE,1,250,2,7803,17509,-1,-83,1445600488
,ServiceLog, julia,1445600549402,23 Окт 2015 г. 14:42:29,2G,EDGE,1,250,2,7803,17509,-1,-83,1445600488
,ServiceLog, julia,1445600550428,23 Окт 2015 г. 14:42:30,2G,EDGE,1,250,2,7803,17509,-1,-83,1445600488
,ServiceLog, julia,1445600551455,23 Окт 2015 г. 14:42:31,2G,EDGE,1,250,2,7803,17509,-1,-83,1445600488
,ServiceLog, julia,1445600552480,23 Окт 2015 г. 14:42:32,2G,EDGE,1,250,2,7803,17509,-1,-83,1445600488
,ServiceLog, julia,1445600553509,23 Окт 2015 г. 14:42:33,2G,EDGE,1,250,2,7803,17509,-1,-83,1445600488
,ServiceLog, julia,1445600554538,23 Окт 2015 г. 14:42:34,2G,EDGE,1,250,2,7803,17509,-1,-85,1445600488
,ServiceLog, julia,1445600555564,23 Окт 2015 г. 14:42:35,2G,EDGE,1,250,2,7803,17509,-1,-85,1445600488
,ServiceLog, julia,1445600556591,23 Окт 2015 г. 14:42:36,2G,EDGE,1,250,2,7803,17509,-1,-87,1445600488
,ServiceLog, julia,1445600557618,23 Окт 2015 г. 14:42:37,2G,EDGE,1,250,2,7803,17509,-1,-87,1445600488
,ServiceLog, julia,1445600558643,23 Окт 2015 г. 14:42:38,2G,EDGE,1,250,2,7803,17509,-1,-97,1445600488
