Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,3821,22 окт. 2015 г. 21:24:48,473,100,250,1,Площадь Александра Невского (зел) 3,2G,EDGE,-1,-99,1445538289383,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:24:48,473,7803,250,2,Площадь Александра Невского (зел) 3,2G,EDGE,-1,-85,1445538289383,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:24:49,,100,250,1,ServiceLog,2G,EDGE,-1,-99,1445538289479,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:24:49,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538289479,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:24:50,,100,250,1,ServiceLog,2G,EDGE,-1,-99,1445538290503,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:24:50,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538290503,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:24:51,,100,250,1,ServiceLog,2G,EDGE,-1,-99,1445538291558,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:24:51,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538291558,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:24:52,,100,250,1,ServiceLog,2G,EDGE,-1,-99,1445538292588,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:24:52,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538292588,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:24:53,,100,250,1,ServiceLog,2G,EDGE,-1,-99,1445538293616,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:24:53,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538293616,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:24:54,,100,250,1,ServiceLog,2G,EDGE,-1,-99,1445538294667,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:24:54,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538294667,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:24:55,,100,250,1,ServiceLog,2G,EDGE,-1,-99,1445538295696,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:24:55,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538295696,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:24:56,,100,250,1,ServiceLog,2G,EDGE,-1,-99,1445538296752,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:24:56,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538296752,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:24:57,,100,250,1,ServiceLog,2G,EDGE,-1,-99,1445538297814,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:24:57,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538297814,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:24:58,,100,250,1,ServiceLog,2G,EDGE,-1,-99,1445538298851,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:24:58,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538298851,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:24:59,,100,250,1,ServiceLog,2G,EDGE,-1,-93,1445538299883,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:24:59,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538299883,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:25:00,,100,250,1,ServiceLog,2G,EDGE,-1,-93,1445538300927,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:25:00,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538300927,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:25:00,474,100,250,1,Площадь Александра Невского (зел) 4,2G,EDGE,-1,-93,1445538301536,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:25:00,474,7803,250,2,Площадь Александра Невского (зел) 4,2G,EDGE,-1,-85,1445538301536,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:25:01,,100,250,1,ServiceLog,2G,EDGE,-1,-101,1445538301993,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:25:01,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538301993,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:25:03,,100,250,1,ServiceLog,2G,EDGE,-1,-101,1445538303023,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:25:03,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538303023,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:25:04,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445538304056,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:25:04,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538304056,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:25:05,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445538305107,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:25:05,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538305107,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:25:06,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445538306145,lena ,1445538289,119655405
250-1-100-3821,14125,22 окт. 2015 г. 21:25:06,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445538306145,lena ,1445538289,119655405
1,3821,22 окт. 2015 г. 21:25:07,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445538307179,lena ,1445538289,119655405
