ID,Name,User,TimeStamp,DateTime,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,race_id
933,Старая деревня 3, julia,1445600333854,23 Окт 2015 г. 14:38:53,2G,EDGE,1,250,2,7803,14006,-1,-75,1445600333
,ServiceLog, julia,1445600334811,23 Окт 2015 г. 14:38:54,2G,EDGE,1,250,2,7803,14006,-1,-75,1445600333
,ServiceLog, julia,1445600335835,23 Окт 2015 г. 14:38:55,2G,EDGE,1,250,2,7803,14006,-1,-75,1445600333
,ServiceLog, julia,1445600336860,23 Окт 2015 г. 14:38:56,2G,EDGE,1,250,2,7803,14006,-1,-75,1445600333
,ServiceLog, julia,1445600337891,23 Окт 2015 г. 14:38:57,2G,EDGE,1,250,2,7803,14006,-1,-75,1445600333
,ServiceLog, julia,1445600338917,23 Окт 2015 г. 14:38:58,2G,EDGE,1,250,2,7803,14006,-1,-75,1445600333
,ServiceLog, julia,1445600339943,23 Окт 2015 г. 14:38:59,2G,EDGE,1,250,2,7803,14006,-1,-75,1445600333
,ServiceLog, julia,1445600340971,23 Окт 2015 г. 14:39:00,2G,EDGE,1,250,2,7803,14006,-1,-75,1445600333
,ServiceLog, julia,1445600341994,23 Окт 2015 г. 14:39:01,2G,EDGE,1,250,2,7803,14006,-1,-75,1445600333
,ServiceLog, julia,1445600343020,23 Окт 2015 г. 14:39:03,2G,EDGE,1,250,2,7803,14006,-1,-75,1445600333
,ServiceLog, julia,1445600344052,23 Окт 2015 г. 14:39:04,2G,EDGE,1,250,2,7803,14006,-1,-73,1445600333
,ServiceLog, julia,1445600345080,23 Окт 2015 г. 14:39:05,2G,EDGE,1,250,2,7803,14006,-1,-71,1445600333
,ServiceLog, julia,1445600346105,23 Окт 2015 г. 14:39:06,2G,EDGE,1,250,2,7803,14006,-1,-67,1445600333
,ServiceLog, julia,1445600347129,23 Окт 2015 г. 14:39:07,2G,EDGE,1,250,2,7803,14006,-1,-67,1445600333
,ServiceLog, julia,1445600348155,23 Окт 2015 г. 14:39:08,2G,EDGE,1,250,2,7803,14006,-1,-63,1445600333
,ServiceLog, julia,1445600349179,23 Окт 2015 г. 14:39:09,2G,EDGE,1,250,2,7803,14006,-1,-61,1445600333
,ServiceLog, julia,1445600350204,23 Окт 2015 г. 14:39:10,2G,EDGE,1,250,2,7803,14006,-1,-59,1445600333
,ServiceLog, julia,1445600351229,23 Окт 2015 г. 14:39:11,2G,EDGE,1,250,2,7803,14006,-1,-59,1445600333
934,Старая деревня 4, julia,1445600351414,23 Окт 2015 г. 14:39:11,2G,EDGE,1,250,2,7803,14006,-1,-59,1445600333
,ServiceLog, julia,1445600352256,23 Окт 2015 г. 14:39:12,2G,EDGE,1,250,2,7803,14006,-1,-59,1445600333
,ServiceLog, julia,1445600353283,23 Окт 2015 г. 14:39:13,2G,EDGE,1,250,2,7803,14006,-1,-59,1445600333
,ServiceLog, julia,1445600354311,23 Окт 2015 г. 14:39:14,2G,EDGE,1,250,2,7803,14006,-1,-63,1445600333
,ServiceLog, julia,1445600355344,23 Окт 2015 г. 14:39:15,2G,EDGE,1,250,2,7803,14006,-1,-63,1445600333
,ServiceLog, julia,1445600356376,23 Окт 2015 г. 14:39:16,2G,EDGE,1,250,2,7803,14006,-1,-67,1445600333
,ServiceLog, julia,1445600357410,23 Окт 2015 г. 14:39:17,2G,EDGE,1,250,2,7803,14006,-1,-73,1445600333
,ServiceLog, julia,1445600358438,23 Окт 2015 г. 14:39:18,2G,EDGE,1,250,2,7803,17508,-1,-79,1445600333
,ServiceLog, julia,1445600359465,23 Окт 2015 г. 14:39:19,2G,EDGE,1,250,2,7803,17508,-1,-81,1445600333
,ServiceLog, julia,1445600360491,23 Окт 2015 г. 14:39:20,2G,EDGE,1,250,2,7803,17508,-1,-81,1445600333
,ServiceLog, julia,1445600361516,23 Окт 2015 г. 14:39:21,2G,EDGE,1,250,2,7803,17508,-1,-83,1445600333
,ServiceLog, julia,1445600362543,23 Окт 2015 г. 14:39:22,2G,EDGE,1,250,2,7803,17508,-1,-83,1445600333
,ServiceLog, julia,1445600363568,23 Окт 2015 г. 14:39:23,2G,EDGE,1,250,2,7803,17508,-1,-83,1445600333
,ServiceLog, julia,1445600364595,23 Окт 2015 г. 14:39:24,2G,EDGE,1,250,2,7803,17508,-1,-83,1445600333
,ServiceLog, julia,1445600365623,23 Окт 2015 г. 14:39:25,2G,EDGE,1,250,2,7803,17508,-1,-83,1445600333
,ServiceLog, julia,1445600366646,23 Окт 2015 г. 14:39:26,2G,EDGE,1,250,2,7803,17508,-1,-83,1445600333
,ServiceLog, julia,1445600367670,23 Окт 2015 г. 14:39:27,2G,EDGE,1,250,2,7803,17508,-1,-83,1445600333
