Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,22632,01.01.2013 21:26:08,103,7803,250,2,Пушкинская 3,2G,GPRS,-1,-63,1357064769005,gsmart,1445576111,103961951
250-2-7803-22632,22667,01.01.2013 21:26:08,103,7803,-1,-1,Пушкинская 3,2G,GPRS,-1,-103,1357064769005,gsmart,1445576111,103961951
250-2-7803-22632,22676,01.01.2013 21:26:08,103,7803,-1,-1,Пушкинская 3,2G,GPRS,-1,-107,1357064769005,gsmart,1445576111,103961951
1,22632,01.01.2013 21:26:09,,7803,250,2,ServiceLog,2G,GPRS,-1,-65,1357064769618,gsmart,1445576111,103961951
250-2-7803-22632,22667,01.01.2013 21:26:09,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-105,1357064769618,gsmart,1445576111,103961951
250-2-7803-22632,22676,01.01.2013 21:26:09,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-105,1357064769618,gsmart,1445576111,103961951
1,22632,01.01.2013 21:26:10,,7803,250,2,ServiceLog,2G,GPRS,-1,-65,1357064770658,gsmart,1445576111,103961951
250-2-7803-22632,22667,01.01.2013 21:26:10,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-105,1357064770658,gsmart,1445576111,103961951
250-2-7803-22632,22676,01.01.2013 21:26:10,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-105,1357064770658,gsmart,1445576111,103961951
1,22632,01.01.2013 21:26:11,,7803,250,2,ServiceLog,2G,GPRS,-1,-65,1357064771719,gsmart,1445576111,103961951
250-2-7803-22632,22667,01.01.2013 21:26:11,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-105,1357064771719,gsmart,1445576111,103961951
250-2-7803-22632,22676,01.01.2013 21:26:11,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-105,1357064771719,gsmart,1445576111,103961951
1,22632,01.01.2013 21:26:12,,7803,250,2,ServiceLog,2G,GPRS,-1,-65,1357064772793,gsmart,1445576111,103961951
250-2-7803-22632,22667,01.01.2013 21:26:12,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-105,1357064772793,gsmart,1445576111,103961951
250-2-7803-22632,22676,01.01.2013 21:26:12,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-105,1357064772793,gsmart,1445576111,103961951
