Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,22676,01.01.2013 21:28:17,93,7803,250,2,Технологический институт (крас) 3,2G,GPRS,-1,-63,1357064898137,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:17,93,7803,-1,-1,Технологический институт (крас) 3,2G,GPRS,-1,-71,1357064898137,gsmart,1445576241,103961951
250-2-7803-22676,14048,01.01.2013 21:28:17,93,7803,-1,-1,Технологический институт (крас) 3,2G,GPRS,-1,-83,1357064898137,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:18,,7803,250,2,ServiceLog,2G,GPRS,-1,-65,1357064898864,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:18,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-75,1357064898864,gsmart,1445576241,103961951
250-2-7803-22676,14048,01.01.2013 21:28:18,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-89,1357064898864,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:19,,7803,250,2,ServiceLog,2G,GPRS,-1,-65,1357064899946,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:19,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357064899946,gsmart,1445576241,103961951
250-2-7803-22676,14048,01.01.2013 21:28:19,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-89,1357064899946,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:20,,7803,250,2,ServiceLog,2G,GPRS,-1,-65,1357064900977,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:20,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357064900977,gsmart,1445576241,103961951
250-2-7803-22676,14048,01.01.2013 21:28:20,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-89,1357064900977,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:22,,7803,250,2,ServiceLog,2G,GPRS,-1,-65,1357064902030,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:22,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357064902030,gsmart,1445576241,103961951
250-2-7803-22676,14048,01.01.2013 21:28:22,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-89,1357064902030,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:23,,7803,250,2,ServiceLog,2G,GPRS,-1,-65,1357064903074,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:23,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357064903074,gsmart,1445576241,103961951
250-2-7803-22676,14048,01.01.2013 21:28:23,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-89,1357064903074,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:24,,7803,250,2,ServiceLog,2G,GPRS,-1,-67,1357064904107,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:24,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357064904107,gsmart,1445576241,103961951
250-2-7803-22676,14048,01.01.2013 21:28:24,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-91,1357064904107,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:25,,7803,250,2,ServiceLog,2G,GPRS,-1,-67,1357064905146,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:25,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357064905146,gsmart,1445576241,103961951
250-2-7803-22676,14048,01.01.2013 21:28:25,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-101,1357064905146,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:26,,7803,250,2,ServiceLog,2G,GPRS,-1,-67,1357064906198,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:26,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357064906198,gsmart,1445576241,103961951
250-2-7803-22676,14048,01.01.2013 21:28:26,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-101,1357064906198,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:27,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357064907251,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:27,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-79,1357064907251,gsmart,1445576241,103961951
250-2-7803-22676,22632,01.01.2013 21:28:27,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-107,1357064907251,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:28,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357064908306,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:28,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357064908306,gsmart,1445576241,103961951
250-2-7803-22676,22632,01.01.2013 21:28:28,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-103,1357064908306,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:29,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357064909355,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:29,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357064909355,gsmart,1445576241,103961951
250-2-7803-22676,22632,01.01.2013 21:28:29,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-103,1357064909355,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:30,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357064910416,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:30,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357064910416,gsmart,1445576241,103961951
250-2-7803-22676,22618,01.01.2013 21:28:30,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-101,1357064910416,gsmart,1445576241,103961951
250-2-7803-22676,22632,01.01.2013 21:28:30,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-109,1357064910416,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:30,94,7803,250,2,Технологический институт (крас) 4,2G,GPRS,-1,-51,1357064910990,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:30,94,7803,-1,-1,Технологический институт (крас) 4,2G,GPRS,-1,-77,1357064910990,gsmart,1445576241,103961951
250-2-7803-22676,22618,01.01.2013 21:28:30,94,7803,-1,-1,Технологический институт (крас) 4,2G,GPRS,-1,-101,1357064910990,gsmart,1445576241,103961951
250-2-7803-22676,22632,01.01.2013 21:28:30,94,7803,-1,-1,Технологический институт (крас) 4,2G,GPRS,-1,-109,1357064910990,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:31,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357064911450,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:31,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357064911450,gsmart,1445576241,103961951
250-2-7803-22676,22618,01.01.2013 21:28:31,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-101,1357064911450,gsmart,1445576241,103961951
250-2-7803-22676,22632,01.01.2013 21:28:31,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-109,1357064911450,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:32,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357064912512,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:32,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357064912512,gsmart,1445576241,103961951
250-2-7803-22676,22618,01.01.2013 21:28:32,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-101,1357064912512,gsmart,1445576241,103961951
250-2-7803-22676,22632,01.01.2013 21:28:32,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-109,1357064912512,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:33,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357064913552,gsmart,1445576241,103961951
250-2-7803-22676,22618,01.01.2013 21:28:33,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-101,1357064913552,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:33,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-103,1357064913552,gsmart,1445576241,103961951
250-2-7803-22676,22632,01.01.2013 21:28:33,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-109,1357064913552,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:34,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357064914598,gsmart,1445576241,103961951
250-2-7803-22676,22618,01.01.2013 21:28:34,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-101,1357064914598,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:34,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-103,1357064914598,gsmart,1445576241,103961951
250-2-7803-22676,22632,01.01.2013 21:28:34,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-109,1357064914598,gsmart,1445576241,103961951
1,22676,01.01.2013 21:28:35,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357064915656,gsmart,1445576241,103961951
250-2-7803-22676,22618,01.01.2013 21:28:35,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-97,1357064915656,gsmart,1445576241,103961951
250-2-7803-22676,14033,01.01.2013 21:28:35,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-107,1357064915656,gsmart,1445576241,103961951
250-2-7803-22676,22632,01.01.2013 21:28:35,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-109,1357064915656,gsmart,1445576241,103961951
