ID,Name,User,TimeStamp,DateTime,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,race_id
882,Садовая 2, julia,1445601105408,23 Окт 2015 г. 14:51:45,2G,EDGE,1,250,2,7803,14217,-1,-67,1445601017
,ServiceLog, julia,1445601106224,23 Окт 2015 г. 14:51:46,2G,EDGE,1,250,2,7803,14217,-1,-69,1445601017
,ServiceLog, julia,1445601107248,23 Окт 2015 г. 14:51:47,2G,EDGE,1,250,2,7803,14217,-1,-69,1445601017
,ServiceLog, julia,1445601108273,23 Окт 2015 г. 14:51:48,2G,EDGE,1,250,2,7803,14217,-1,-69,1445601017
,ServiceLog, julia,1445601109363,23 Окт 2015 г. 14:51:49,2G,EDGE,1,250,2,7803,14217,-1,-69,1445601017
,ServiceLog, julia,1445601110393,23 Окт 2015 г. 14:51:50,2G,EDGE,1,250,2,7803,14217,-1,-69,1445601017
,ServiceLog, julia,1445601111428,23 Окт 2015 г. 14:51:51,2G,EDGE,1,250,2,7803,14217,-1,-69,1445601017
,ServiceLog, julia,1445601112510,23 Окт 2015 г. 14:51:52,2G,EDGE,1,250,2,7803,14217,-1,-69,1445601017
,ServiceLog, julia,1445601113584,23 Окт 2015 г. 14:51:53,2G,EDGE,1,250,2,7803,14217,-1,-69,1445601017
,ServiceLog, julia,1445601114652,23 Окт 2015 г. 14:51:54,2G,EDGE,1,250,2,7803,14217,-1,-69,1445601017
,ServiceLog, julia,1445601115728,23 Окт 2015 г. 14:51:55,2G,EDGE,1,250,2,7803,14217,-1,-69,1445601017
,ServiceLog, julia,1445601116797,23 Окт 2015 г. 14:51:56,2G,EDGE,1,250,2,7803,14217,-1,-69,1445601017
,ServiceLog, julia,1445601117863,23 Окт 2015 г. 14:51:57,2G,EDGE,1,250,2,7803,14217,-1,-69,1445601017
,ServiceLog, julia,1445601118933,23 Окт 2015 г. 14:51:58,2G,EDGE,1,250,2,7803,14217,-1,-69,1445601017
,ServiceLog, julia,1445601120008,23 Окт 2015 г. 14:52:00,2G,EDGE,1,250,2,7803,14217,-1,-65,1445601017
,ServiceLog, julia,1445601121078,23 Окт 2015 г. 14:52:01,2G,EDGE,1,250,2,7803,14217,-1,-65,1445601017
,ServiceLog, julia,1445601122148,23 Окт 2015 г. 14:52:02,2G,EDGE,1,250,2,7803,14217,-1,-63,1445601017
,ServiceLog, julia,1445601123212,23 Окт 2015 г. 14:52:03,2G,EDGE,1,250,2,7803,14217,-1,-61,1445601017
,ServiceLog, julia,1445601124286,23 Окт 2015 г. 14:52:04,2G,EDGE,1,250,2,7803,14217,-1,-61,1445601017
,ServiceLog, julia,1445601125355,23 Окт 2015 г. 14:52:05,2G,EDGE,1,250,2,7803,14217,-1,-61,1445601017
,ServiceLog, julia,1445601126428,23 Окт 2015 г. 14:52:06,2G,EDGE,1,250,2,7803,14217,-1,-59,1445601017
,ServiceLog, julia,1445601127501,23 Окт 2015 г. 14:52:07,2G,EDGE,1,250,2,7803,14217,-1,-59,1445601017
,ServiceLog, julia,1445601128567,23 Окт 2015 г. 14:52:08,2G,EDGE,1,250,2,7803,14217,-1,-59,1445601017
,ServiceLog, julia,1445601129633,23 Окт 2015 г. 14:52:09,2G,EDGE,1,250,2,7803,14217,-1,-59,1445601017
,ServiceLog, julia,1445601130698,23 Окт 2015 г. 14:52:10,2G,EDGE,1,250,2,7803,14217,-1,-59,1445601017
,ServiceLog, julia,1445601131767,23 Окт 2015 г. 14:52:11,2G,EDGE,1,250,2,7803,14217,-1,-59,1445601017
,ServiceLog, julia,1445601132837,23 Окт 2015 г. 14:52:12,2G,EDGE,1,250,2,7803,14217,-1,-59,1445601017
,ServiceLog, julia,1445601133904,23 Окт 2015 г. 14:52:13,2G,EDGE,1,250,2,7803,14217,-1,-59,1445601017
,ServiceLog, julia,1445601134973,23 Окт 2015 г. 14:52:14,2G,EDGE,1,250,2,7803,14217,-1,-59,1445601017
,ServiceLog, julia,1445601136045,23 Окт 2015 г. 14:52:16,2G,EDGE,1,250,2,7803,14217,-1,-59,1445601017
,ServiceLog, julia,1445601137122,23 Окт 2015 г. 14:52:17,2G,EDGE,1,250,2,7803,14217,-1,-63,1445601017
,ServiceLog, julia,1445601138186,23 Окт 2015 г. 14:52:18,2G,EDGE,1,250,2,7803,14217,-1,-63,1445601017
,ServiceLog, julia,1445601139255,23 Окт 2015 г. 14:52:19,2G,EDGE,1,250,2,7803,14217,-1,-63,1445601017
,ServiceLog, julia,1445601140315,23 Окт 2015 г. 14:52:20,2G,EDGE,1,250,2,7803,14217,-1,-65,1445601017
,ServiceLog, julia,1445601141382,23 Окт 2015 г. 14:52:21,2G,EDGE,1,250,2,7803,14217,-1,-65,1445601017
,ServiceLog, julia,1445601142454,23 Окт 2015 г. 14:52:22,2G,EDGE,1,250,2,7803,14217,-1,-61,1445601017
,ServiceLog, julia,1445601143519,23 Окт 2015 г. 14:52:23,2G,EDGE,1,250,2,7803,14217,-1,-61,1445601017
,ServiceLog, julia,1445601144585,23 Окт 2015 г. 14:52:24,2G,EDGE,1,250,2,7803,14217,-1,-59,1445601017
,ServiceLog, julia,1445601145656,23 Окт 2015 г. 14:52:25,2G,EDGE,1,250,2,7803,14217,-1,-57,1445601017
,ServiceLog, julia,1445601146731,23 Окт 2015 г. 14:52:26,2G,EDGE,1,250,2,7803,14217,-1,-57,1445601017
,ServiceLog, julia,1445601147807,23 Окт 2015 г. 14:52:27,2G,EDGE,1,250,2,7803,14217,-1,-57,1445601017
