Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,14217,23 Окт 2015 г. 9:57:42,883,7803,250,2,Садовая 3,2G,EDGE,-1,-75,1445583462399, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:43,,7803,250,2,ServiceLog,2G,EDGE,-1,-75,1445583463412, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:44,,7803,250,2,ServiceLog,2G,EDGE,-1,-75,1445583464476, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:45,,7803,250,2,ServiceLog,2G,EDGE,-1,-75,1445583465536, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:46,,7803,250,2,ServiceLog,2G,EDGE,-1,-75,1445583466598, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:47,,7803,250,2,ServiceLog,2G,EDGE,-1,-75,1445583467669, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:48,,7803,250,2,ServiceLog,2G,EDGE,-1,-75,1445583468738, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:49,,7803,250,2,ServiceLog,2G,EDGE,-1,-75,1445583469802, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:50,,7803,250,2,ServiceLog,2G,EDGE,-1,-75,1445583470870, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:51,,7803,250,2,ServiceLog,2G,EDGE,-1,-75,1445583471933, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:52,,7803,250,2,ServiceLog,2G,EDGE,-1,-73,1445583472996, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:52,884,7803,250,2,Садовая 4,2G,EDGE,-1,-73,1445583473689, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:54,,7803,250,2,ServiceLog,2G,EDGE,-1,-73,1445583474067, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:55,,7803,250,2,ServiceLog,2G,EDGE,-1,-71,1445583475127, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:56,,7803,250,2,ServiceLog,2G,EDGE,-1,-71,1445583476193, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:57,,7803,250,2,ServiceLog,2G,EDGE,-1,-71,1445583477257, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:58,,7803,250,2,ServiceLog,2G,EDGE,-1,-71,1445583478323, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:57:59,,7803,250,2,ServiceLog,2G,EDGE,-1,-71,1445583479387, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:00,,7803,250,2,ServiceLog,2G,EDGE,-1,-71,1445583480454, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:01,,7803,250,2,ServiceLog,2G,EDGE,-1,-73,1445583481517, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:02,,7803,250,2,ServiceLog,2G,EDGE,-1,-79,1445583482584, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:03,,7803,250,2,ServiceLog,2G,EDGE,-1,-83,1445583483654, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:04,,7803,250,2,ServiceLog,2G,EDGE,-1,-83,1445583484718, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:05,,7803,250,2,ServiceLog,2G,EDGE,-1,-87,1445583485785, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:06,,7803,250,2,ServiceLog,2G,EDGE,-1,-89,1445583486850, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:07,,7803,250,2,ServiceLog,2G,EDGE,-1,-91,1445583487909, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:08,,7803,250,2,ServiceLog,2G,EDGE,-1,-91,1445583488977, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:10,,7803,250,2,ServiceLog,2G,EDGE,-1,-91,1445583490043, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:11,,7803,250,2,ServiceLog,2G,EDGE,-1,-91,1445583491111, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:12,,7803,250,2,ServiceLog,2G,EDGE,-1,-91,1445583492180, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:13,,7803,250,2,ServiceLog,2G,EDGE,-1,-91,1445583493252, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:14,,7803,250,2,ServiceLog,2G,EDGE,-1,-95,1445583494318, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:15,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445583495383, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:16,,7803,250,2,ServiceLog,2G,EDGE,-1,-103,1445583496456, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:17,,7803,250,2,ServiceLog,2G,EDGE,-1,-103,1445583497519, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:18,,7803,250,2,ServiceLog,2G,EDGE,-1,-105,1445583498584, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:19,,7803,250,2,ServiceLog,2G,EDGE,-1,-107,1445583499648, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:20,,7803,250,2,ServiceLog,2G,EDGE,-1,-107,1445583500711, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:21,,7803,250,2,ServiceLog,2G,EDGE,-1,-107,1445583501776, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:22,,7803,250,2,ServiceLog,2G,EDGE,-1,-107,1445583502849, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:23,,7803,250,2,ServiceLog,2G,EDGE,-1,-107,1445583503918, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:24,,7803,250,2,ServiceLog,2G,EDGE,-1,-107,1445583504982, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:26,,7803,250,2,ServiceLog,2G,EDGE,-1,-107,1445583506044, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:27,,7803,250,2,ServiceLog,2G,EDGE,-1,-107,1445583507107, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:28,,7803,250,2,ServiceLog,2G,EDGE,-1,-107,1445583508172, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:29,,7803,250,2,ServiceLog,2G,EDGE,-1,-107,1445583509238, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:30,,7803,250,2,ServiceLog,2G,EDGE,-1,-107,1445583510302, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:31,,7803,250,2,ServiceLog,2G,EDGE,-1,-107,1445583511366, julia,1445583458,103961951
1,14217,23 Окт 2015 г. 9:58:32,,7803,250,2,ServiceLog,2G,EDGE,-1,-109,1445583512428, julia,1445583458,103961951
