ID,Name,User,TimeStamp,DateTime,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,session_id,race_id
273,Электросила 3,natalie,1445520213461,22.10.2015 16:23:33,2G,GPRS,1,250,2,7803,2505,-1,-65,552491703,1445520213
273,Электросила 3,natalie,1445520213461,22.10.2015 16:23:33,2G,GPRS,250-2-7803-2505,-1,-1,7803,22408,-1,-77,552491703,1445520213
,ServiceLog,natalie,1445520213498,22.10.2015 16:23:33,2G,GPRS,1,250,2,7803,2505,-1,-65,552491703,1445520213
,ServiceLog,natalie,1445520213498,22.10.2015 16:23:33,2G,GPRS,250-2-7803-2505,-1,-1,7803,22408,-1,-77,552491703,1445520213
,ServiceLog,natalie,1445520214532,22.10.2015 16:23:34,2G,GPRS,1,250,2,7803,2505,-1,-65,552491703,1445520213
,ServiceLog,natalie,1445520214532,22.10.2015 16:23:34,2G,GPRS,250-2-7803-2505,-1,-1,7803,22408,-1,-77,552491703,1445520213
,ServiceLog,natalie,1445520215552,22.10.2015 16:23:35,2G,GPRS,1,250,2,7803,2505,-1,-65,552491703,1445520213
,ServiceLog,natalie,1445520215552,22.10.2015 16:23:35,2G,GPRS,250-2-7803-2505,-1,-1,7803,22408,-1,-77,552491703,1445520213
,ServiceLog,natalie,1445520216578,22.10.2015 16:23:36,2G,GPRS,1,250,2,7803,2505,-1,-65,552491703,1445520213
,ServiceLog,natalie,1445520216578,22.10.2015 16:23:36,2G,GPRS,250-2-7803-2505,-1,-1,7803,22408,-1,-79,552491703,1445520213
,ServiceLog,natalie,1445520217601,22.10.2015 16:23:37,2G,GPRS,1,250,2,7803,2505,-1,-65,552491703,1445520213
,ServiceLog,natalie,1445520217601,22.10.2015 16:23:37,2G,GPRS,250-2-7803-2505,-1,-1,7803,22408,-1,-79,552491703,1445520213
,ServiceLog,natalie,1445520218621,22.10.2015 16:23:38,2G,GPRS,1,250,2,7803,2505,-1,-65,552491703,1445520213
,ServiceLog,natalie,1445520218621,22.10.2015 16:23:38,2G,GPRS,250-2-7803-2505,-1,-1,7803,22408,-1,-79,552491703,1445520213
,ServiceLog,natalie,1445520219641,22.10.2015 16:23:39,2G,GPRS,1,250,2,7803,2505,-1,-65,552491703,1445520213
,ServiceLog,natalie,1445520219641,22.10.2015 16:23:39,2G,GPRS,250-2-7803-2505,-1,-1,7803,22408,-1,-79,552491703,1445520213
,ServiceLog,natalie,1445520220665,22.10.2015 16:23:40,2G,GPRS,1,250,2,7803,2505,-1,-65,552491703,1445520213
,ServiceLog,natalie,1445520220665,22.10.2015 16:23:40,2G,GPRS,250-2-7803-2505,-1,-1,7803,22408,-1,-77,552491703,1445520213
,ServiceLog,natalie,1445520221687,22.10.2015 16:23:41,2G,GPRS,1,250,2,7803,2505,-1,-65,552491703,1445520213
,ServiceLog,natalie,1445520221687,22.10.2015 16:23:41,2G,GPRS,250-2-7803-2505,-1,-1,7803,22408,-1,-77,552491703,1445520213
,ServiceLog,natalie,1445520222707,22.10.2015 16:23:42,2G,GPRS,1,250,2,7803,2505,-1,-65,552491703,1445520213
,ServiceLog,natalie,1445520222707,22.10.2015 16:23:42,2G,GPRS,250-2-7803-2505,-1,-1,7803,22408,-1,-77,552491703,1445520213
,ServiceLog,natalie,1445520223735,22.10.2015 16:23:43,2G,GPRS,1,250,2,7803,2505,-1,-65,552491703,1445520213
,ServiceLog,natalie,1445520223735,22.10.2015 16:23:43,2G,GPRS,250-2-7803-2505,-1,-1,7803,22408,-1,-77,552491703,1445520213
,ServiceLog,natalie,1445520224755,22.10.2015 16:23:44,2G,GPRS,1,250,2,7803,2505,-1,-65,552491703,1445520213
,ServiceLog,natalie,1445520224755,22.10.2015 16:23:44,2G,GPRS,250-2-7803-2505,-1,-1,7803,22408,-1,-77,552491703,1445520213
,ServiceLog,natalie,1445520225778,22.10.2015 16:23:45,2G,GPRS,1,250,2,7803,2505,-1,-91,552491703,1445520213
,ServiceLog,natalie,1445520225778,22.10.2015 16:23:45,2G,GPRS,250-2-7803-2505,-1,-1,7803,22408,-1,-67,552491703,1445520213
,ServiceLog,natalie,1445520225778,22.10.2015 16:23:45,2G,GPRS,250-2-7803-2505,-1,-1,7803,22406,-1,-111,552491703,1445520213
274,Электросила 4,natalie,1445520226599,22.10.2015 16:23:46,2G,GPRS,1,250,2,7803,2505,-1,-91,552491703,1445520213
