Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,3771,22 окт. 2015 г. 20:38:09,383,100,250,1,Озерки 3,2G,EDGE,-1,-73,1445535490666,lena ,1445535490,119655405
250-1-100-3771,14120,22 окт. 2015 г. 20:38:09,383,7803,250,2,Озерки 3,2G,EDGE,-1,-99,1445535490666,lena ,1445535490,119655405
1,3771,22 окт. 2015 г. 20:38:10,,100,250,1,ServiceLog,2G,EDGE,-1,-73,1445535490791,lena ,1445535490,119655405
250-1-100-3771,14120,22 окт. 2015 г. 20:38:10,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445535490791,lena ,1445535490,119655405
1,3771,22 окт. 2015 г. 20:38:11,,100,250,1,ServiceLog,2G,EDGE,-1,-73,1445535491837,lena ,1445535490,119655405
250-1-100-3771,14120,22 окт. 2015 г. 20:38:11,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445535491837,lena ,1445535490,119655405
1,3771,22 окт. 2015 г. 20:38:12,,100,250,1,ServiceLog,2G,EDGE,-1,-73,1445535492921,lena ,1445535490,119655405
250-1-100-3771,14120,22 окт. 2015 г. 20:38:12,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445535492921,lena ,1445535490,119655405
1,3771,22 окт. 2015 г. 20:38:14,,100,250,1,ServiceLog,2G,EDGE,-1,-73,1445535494104,lena ,1445535490,119655405
250-1-100-3771,14120,22 окт. 2015 г. 20:38:14,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445535494104,lena ,1445535490,119655405
1,3771,22 окт. 2015 г. 20:38:15,,100,250,1,ServiceLog,2G,EDGE,-1,-73,1445535495131,lena ,1445535490,119655405
250-1-100-3771,14120,22 окт. 2015 г. 20:38:15,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445535495131,lena ,1445535490,119655405
1,3771,22 окт. 2015 г. 20:38:16,,100,250,1,ServiceLog,2G,EDGE,-1,-71,1445535496159,lena ,1445535490,119655405
250-1-100-3771,14120,22 окт. 2015 г. 20:38:16,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445535496159,lena ,1445535490,119655405
1,3771,22 окт. 2015 г. 20:38:17,,100,250,1,ServiceLog,2G,EDGE,-1,-71,1445535497204,lena ,1445535490,119655405
250-1-100-3771,14120,22 окт. 2015 г. 20:38:17,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445535497204,lena ,1445535490,119655405
1,3771,22 окт. 2015 г. 20:38:18,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445535498224,lena ,1445535490,119655405
250-1-100-3771,14120,22 окт. 2015 г. 20:38:18,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445535498224,lena ,1445535490,119655405
1,3771,22 окт. 2015 г. 20:38:19,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445535499254,lena ,1445535490,119655405
250-1-100-3771,14120,22 окт. 2015 г. 20:38:19,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445535499254,lena ,1445535490,119655405
1,3771,22 окт. 2015 г. 20:38:20,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445535500283,lena ,1445535490,119655405
250-1-100-3771,14120,22 окт. 2015 г. 20:38:20,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445535500283,lena ,1445535490,119655405
1,3771,22 окт. 2015 г. 20:38:20,384,100,250,1,Озерки 4,2G,EDGE,-1,-69,1445535500303,lena ,1445535490,119655405
250-1-100-3771,14120,22 окт. 2015 г. 20:38:20,384,7803,250,2,Озерки 4,2G,EDGE,-1,-99,1445535500303,lena ,1445535490,119655405
1,3771,22 окт. 2015 г. 20:38:21,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445535501315,lena ,1445535490,119655405
250-1-100-3771,14120,22 окт. 2015 г. 20:38:21,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445535501315,lena ,1445535490,119655405
1,3771,22 окт. 2015 г. 20:38:22,,100,250,1,ServiceLog,2G,EDGE,-1,-73,1445535502332,lena ,1445535490,119655405
250-1-100-3771,14120,22 окт. 2015 г. 20:38:22,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445535502332,lena ,1445535490,119655405
1,3771,22 окт. 2015 г. 20:38:23,,100,250,1,ServiceLog,2G,EDGE,-1,-73,1445535503365,lena ,1445535490,119655405
250-1-100-3771,14120,22 окт. 2015 г. 20:38:23,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445535503365,lena ,1445535490,119655405
1,3771,22 окт. 2015 г. 20:38:24,,100,250,1,ServiceLog,2G,EDGE,-1,-93,1445535504382,lena ,1445535490,119655405
250-1-100-3771,14120,22 окт. 2015 г. 20:38:24,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445535504382,lena ,1445535490,119655405
