Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,3851,22 окт. 2015 г. 22:09:29,443,100,250,1,Пролетарская 3,2G,EDGE,-1,-61,1445540969344,lena ,1445540969,119655405
250-1-100-3851,-1,22 окт. 2015 г. 22:09:29,443,-1,-1,-1,Пролетарская 3,2G,EDGE,-1,-65,1445540969344,lena ,1445540969,119655405
1,3851,22 окт. 2015 г. 22:09:30,,100,250,1,ServiceLog,2G,EDGE,-1,-63,1445540970339,lena ,1445540969,119655405
250-1-100-3851,-1,22 окт. 2015 г. 22:09:30,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-65,1445540970339,lena ,1445540969,119655405
1,3851,22 окт. 2015 г. 22:09:31,,100,250,1,ServiceLog,2G,EDGE,-1,-63,1445540971374,lena ,1445540969,119655405
250-1-100-3851,-1,22 окт. 2015 г. 22:09:31,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-65,1445540971374,lena ,1445540969,119655405
1,3851,22 окт. 2015 г. 22:09:32,,100,250,1,ServiceLog,2G,EDGE,-1,-67,1445540972393,lena ,1445540969,119655405
250-1-100-3851,-1,22 окт. 2015 г. 22:09:32,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-65,1445540972393,lena ,1445540969,119655405
1,3851,22 окт. 2015 г. 22:09:33,,100,250,1,ServiceLog,2G,EDGE,-1,-67,1445540973406,lena ,1445540969,119655405
250-1-100-3851,-1,22 окт. 2015 г. 22:09:33,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-65,1445540973406,lena ,1445540969,119655405
1,3851,22 окт. 2015 г. 22:09:34,,100,250,1,ServiceLog,2G,EDGE,-1,-67,1445540974418,lena ,1445540969,119655405
250-1-100-3851,-1,22 окт. 2015 г. 22:09:34,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-65,1445540974418,lena ,1445540969,119655405
1,3851,22 окт. 2015 г. 22:09:35,,100,250,1,ServiceLog,2G,EDGE,-1,-67,1445540975452,lena ,1445540969,119655405
250-1-100-3851,-1,22 окт. 2015 г. 22:09:35,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-65,1445540975452,lena ,1445540969,119655405
1,3851,22 окт. 2015 г. 22:09:36,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445540976475,lena ,1445540969,119655405
250-1-100-3851,-1,22 окт. 2015 г. 22:09:36,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-65,1445540976475,lena ,1445540969,119655405
1,3851,22 окт. 2015 г. 22:09:37,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445540977499,lena ,1445540969,119655405
250-1-100-3851,-1,22 окт. 2015 г. 22:09:37,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-65,1445540977499,lena ,1445540969,119655405
1,3851,22 окт. 2015 г. 22:09:38,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445540978530,lena ,1445540969,119655405
250-1-100-3851,-1,22 окт. 2015 г. 22:09:38,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-65,1445540978530,lena ,1445540969,119655405
1,3851,22 окт. 2015 г. 22:09:39,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445540979579,lena ,1445540969,119655405
250-1-100-3851,-1,22 окт. 2015 г. 22:09:39,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-65,1445540979579,lena ,1445540969,119655405
1,3851,22 окт. 2015 г. 22:09:40,,100,250,1,ServiceLog,2G,EDGE,-1,-81,1445540980595,lena ,1445540969,119655405
250-1-100-3851,-1,22 окт. 2015 г. 22:09:40,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-65,1445540980595,lena ,1445540969,119655405
1,3851,22 окт. 2015 г. 22:09:41,,100,250,1,ServiceLog,2G,EDGE,-1,-81,1445540981607,lena ,1445540969,119655405
250-1-100-3851,-1,22 окт. 2015 г. 22:09:41,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-65,1445540981607,lena ,1445540969,119655405
