ID,Name,User,TimeStamp,DateTime,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,session_id,race_id
482,Маяковская 2,natalie,1445575699601,23.10.2015 7:48:19,2G,GPRS,250-2-7803-22625,-1,-1,7803,14032,-1,-87,103961951,1445575563
482,Маяковская 2,natalie,1445575699601,23.10.2015 7:48:19,2G,GPRS,1,250,2,7803,22625,-1,-63,103961951,1445575563
,ServiceLog,natalie,1445575700192,23.10.2015 7:48:20,2G,GPRS,1,250,2,7803,22625,-1,-63,103961951,1445575563
,ServiceLog,natalie,1445575700192,23.10.2015 7:48:20,2G,GPRS,250-2-7803-22625,-1,-1,7803,14032,-1,-87,103961951,1445575563
,ServiceLog,natalie,1445575701212,23.10.2015 7:48:21,2G,GPRS,1,250,2,7803,22625,-1,-63,103961951,1445575563
,ServiceLog,natalie,1445575701212,23.10.2015 7:48:21,2G,GPRS,250-2-7803-22625,-1,-1,7803,14032,-1,-89,103961951,1445575563
,ServiceLog,natalie,1445575702237,23.10.2015 7:48:22,2G,GPRS,1,250,2,7803,22625,-1,-63,103961951,1445575563
,ServiceLog,natalie,1445575702237,23.10.2015 7:48:22,2G,GPRS,250-2-7803-22625,-1,-1,7803,14032,-1,-89,103961951,1445575563
,ServiceLog,natalie,1445575703257,23.10.2015 7:48:23,2G,GPRS,1,250,2,7803,22625,-1,-63,103961951,1445575563
,ServiceLog,natalie,1445575703257,23.10.2015 7:48:23,2G,GPRS,250-2-7803-22625,-1,-1,7803,14032,-1,-89,103961951,1445575563
,ServiceLog,natalie,1445575704277,23.10.2015 7:48:24,2G,GPRS,1,250,2,7803,22625,-1,-63,103961951,1445575563
,ServiceLog,natalie,1445575704277,23.10.2015 7:48:24,2G,GPRS,250-2-7803-22625,-1,-1,7803,14032,-1,-89,103961951,1445575563
,ServiceLog,natalie,1445575705297,23.10.2015 7:48:25,2G,GPRS,1,250,2,7803,22625,-1,-63,103961951,1445575563
,ServiceLog,natalie,1445575705297,23.10.2015 7:48:25,2G,GPRS,250-2-7803-22625,-1,-1,7803,14032,-1,-89,103961951,1445575563
,ServiceLog,natalie,1445575706320,23.10.2015 7:48:26,2G,GPRS,1,250,2,7803,22625,-1,-63,103961951,1445575563
,ServiceLog,natalie,1445575706320,23.10.2015 7:48:26,2G,GPRS,250-2-7803-22625,-1,-1,7803,14032,-1,-89,103961951,1445575563
,ServiceLog,natalie,1445575707345,23.10.2015 7:48:27,2G,GPRS,1,250,2,7803,22625,-1,-63,103961951,1445575563
,ServiceLog,natalie,1445575707345,23.10.2015 7:48:27,2G,GPRS,250-2-7803-22625,-1,-1,7803,14032,-1,-89,103961951,1445575563
,ServiceLog,natalie,1445575708367,23.10.2015 7:48:28,2G,GPRS,1,250,2,7803,22625,-1,-63,103961951,1445575563
,ServiceLog,natalie,1445575708367,23.10.2015 7:48:28,2G,GPRS,250-2-7803-22625,-1,-1,7803,14032,-1,-89,103961951,1445575563
,ServiceLog,natalie,1445575709388,23.10.2015 7:48:29,2G,GPRS,1,250,2,7803,22625,-1,-63,103961951,1445575563
,ServiceLog,natalie,1445575709388,23.10.2015 7:48:29,2G,GPRS,250-2-7803-22625,-1,-1,7803,14032,-1,-89,103961951,1445575563
,ServiceLog,natalie,1445575710417,23.10.2015 7:48:30,2G,GPRS,1,250,2,7803,22625,-1,-63,103961951,1445575563
,ServiceLog,natalie,1445575710417,23.10.2015 7:48:30,2G,GPRS,250-2-7803-22625,-1,-1,7803,14032,-1,-81,103961951,1445575563
,ServiceLog,natalie,1445575711435,23.10.2015 7:48:31,2G,GPRS,1,250,2,7803,22625,-1,-63,103961951,1445575563
,ServiceLog,natalie,1445575711435,23.10.2015 7:48:31,2G,GPRS,250-2-7803-22625,-1,-1,7803,14032,-1,-81,103961951,1445575563
,ServiceLog,natalie,1445575712460,23.10.2015 7:48:32,2G,GPRS,1,250,2,7803,22625,-1,-63,103961951,1445575563
,ServiceLog,natalie,1445575712460,23.10.2015 7:48:32,2G,GPRS,250-2-7803-22625,-1,-1,7803,14032,-1,-81,103961951,1445575563
