Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,17518,01.01.2013 11:43:54,453,7803,250,2,Ломоносовская 3,2G,GPRS,-1,-55,1357029835356,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:43:54,453,7803,-1,-1,Ломоносовская 3,2G,GPRS,-1,-71,1357029835356,gsmart,1445541177,119655405
1,17518,01.01.2013 11:43:56,,7803,250,2,ServiceLog,2G,GPRS,-1,-55,1357029836068,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:43:56,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-71,1357029836068,gsmart,1445541177,119655405
1,17518,01.01.2013 11:43:57,,7803,250,2,ServiceLog,2G,GPRS,-1,-55,1357029837105,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:43:57,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-71,1357029837105,gsmart,1445541177,119655405
1,17518,01.01.2013 11:43:58,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029838139,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:43:58,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-69,1357029838139,gsmart,1445541177,119655405
1,17518,01.01.2013 11:43:59,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029839170,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:43:59,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-69,1357029839170,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:00,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029840231,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:44:00,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-69,1357029840231,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:01,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029841277,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:44:01,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-71,1357029841277,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:02,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029842327,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:44:02,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-71,1357029842327,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:03,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029843361,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:44:03,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-71,1357029843361,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:04,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029844419,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:44:04,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-71,1357029844419,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:05,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029845457,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:44:05,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-71,1357029845457,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:06,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029846488,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:44:06,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-71,1357029846488,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:07,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029847527,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:44:07,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-73,1357029847527,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:08,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029848571,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:44:08,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-73,1357029848571,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:09,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029849598,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:44:09,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-73,1357029849598,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:09,454,7803,250,2,Ломоносовская 4,2G,GPRS,-1,-51,1357029850544,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:44:09,454,7803,-1,-1,Ломоносовская 4,2G,GPRS,-1,-73,1357029850544,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:10,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029850630,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:44:10,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-73,1357029850630,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:11,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029851666,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:44:11,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-109,1357029851666,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:12,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029852699,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:44:12,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-109,1357029852699,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:13,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029853730,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:44:13,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-109,1357029853730,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:14,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029854765,gsmart,1445541177,119655405
250-2-7803-17518,2450,01.01.2013 11:44:14,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-109,1357029854765,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:15,,7803,250,2,ServiceLog,2G,GPRS,-1,-57,1357029855794,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:16,,7803,250,2,ServiceLog,2G,GPRS,-1,-57,1357029856830,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:17,,7803,250,2,ServiceLog,2G,GPRS,-1,-57,1357029857869,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:18,,7803,250,2,ServiceLog,2G,GPRS,-1,-57,1357029858897,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:19,,7803,250,2,ServiceLog,2G,GPRS,-1,-57,1357029859923,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:20,,7803,250,2,ServiceLog,2G,GPRS,-1,-57,1357029860948,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:21,,7803,250,2,ServiceLog,2G,GPRS,-1,-57,1357029861987,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:23,,7803,250,2,ServiceLog,2G,GPRS,-1,-57,1357029863007,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:24,,7803,250,2,ServiceLog,2G,GPRS,-1,-57,1357029864032,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:25,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029865082,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:26,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029866109,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:27,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029867128,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:28,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029868148,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:29,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029869199,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:30,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029870255,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:31,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029871285,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:32,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357029872309,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:33,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029873339,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:34,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029874374,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:35,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029875403,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:36,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029876427,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:37,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029877451,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:38,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029878498,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:39,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029879532,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:40,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029880578,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:41,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029881610,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:42,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029882653,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:43,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029883742,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:44,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029884881,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:45,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029885919,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:46,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029886952,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:47,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029887996,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:49,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029889021,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:50,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029890048,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:51,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029891073,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:52,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029892099,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:53,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029893125,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:54,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029894154,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:55,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029895179,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:56,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029896215,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:57,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029897245,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:58,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029898270,gsmart,1445541177,119655405
1,17518,01.01.2013 11:44:59,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029899299,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:00,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029900324,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:01,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029901354,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:02,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029902381,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:03,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029903408,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:04,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029904432,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:05,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029905469,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:06,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029906506,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:07,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029907531,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:08,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029908559,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:09,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029909583,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:10,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029910613,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:11,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029911645,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:12,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029912671,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:13,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029913701,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:14,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029914725,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:15,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029915757,gsmart,1445541177,119655405
1,17518,01.01.2013 11:45:16,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1357029916780,gsmart,1445541177,119655405
