ID,Name,User,TimeStamp,DateTime,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,race_id
292,Фрунзенская 2, julia,1445773751480,25 Окт 2015 г. 14:49:11,2G,EDGE,1,250,2,7803,22407,-1,-67,1445773638
,ServiceLog, julia,1445773751544,25 Окт 2015 г. 14:49:11,2G,EDGE,1,250,2,7803,22407,-1,-67,1445773638
,ServiceLog, julia,1445773752565,25 Окт 2015 г. 14:49:12,2G,EDGE,1,250,2,7803,22407,-1,-69,1445773638
,ServiceLog, julia,1445773753583,25 Окт 2015 г. 14:49:13,2G,EDGE,1,250,2,7803,14153,-1,-69,1445773638
,ServiceLog, julia,1445773754610,25 Окт 2015 г. 14:49:14,2G,EDGE,1,250,2,7803,14153,-1,-69,1445773638
,ServiceLog, julia,1445773755636,25 Окт 2015 г. 14:49:15,2G,EDGE,1,250,2,7803,14153,-1,-67,1445773638
,ServiceLog, julia,1445773756661,25 Окт 2015 г. 14:49:16,2G,EDGE,1,250,2,7803,14153,-1,-63,1445773638
,ServiceLog, julia,1445773757682,25 Окт 2015 г. 14:49:17,2G,EDGE,1,250,2,7803,14153,-1,-61,1445773638
,ServiceLog, julia,1445773758699,25 Окт 2015 г. 14:49:18,2G,EDGE,1,250,2,7803,14153,-1,-59,1445773638
,ServiceLog, julia,1445773759716,25 Окт 2015 г. 14:49:19,2G,EDGE,1,250,2,7803,14153,-1,-59,1445773638
,ServiceLog, julia,1445773760735,25 Окт 2015 г. 14:49:20,2G,EDGE,1,250,2,7803,14153,-1,-59,1445773638
,ServiceLog, julia,1445773761768,25 Окт 2015 г. 14:49:21,2G,EDGE,1,250,2,7803,14153,-1,-59,1445773638
,ServiceLog, julia,1445773762788,25 Окт 2015 г. 14:49:22,2G,EDGE,1,250,2,7803,14153,-1,-59,1445773638
,ServiceLog, julia,1445773763809,25 Окт 2015 г. 14:49:23,2G,EDGE,1,250,2,7803,14153,-1,-59,1445773638
,ServiceLog, julia,1445773764834,25 Окт 2015 г. 14:49:24,2G,EDGE,1,250,2,7803,14153,-1,-59,1445773638
,ServiceLog, julia,1445773765851,25 Окт 2015 г. 14:49:25,2G,EDGE,1,250,2,7803,14153,-1,-59,1445773638
,ServiceLog, julia,1445773766874,25 Окт 2015 г. 14:49:26,2G,EDGE,1,250,2,7803,14153,-1,-59,1445773638
,ServiceLog, julia,1445773767896,25 Окт 2015 г. 14:49:27,2G,EDGE,1,250,2,7803,14153,-1,-61,1445773638
,ServiceLog, julia,1445773768917,25 Окт 2015 г. 14:49:28,2G,EDGE,1,250,2,7803,14153,-1,-61,1445773638
,ServiceLog, julia,1445773769938,25 Окт 2015 г. 14:49:29,2G,EDGE,1,250,2,7803,14153,-1,-61,1445773638
,ServiceLog, julia,1445773770960,25 Окт 2015 г. 14:49:30,2G,EDGE,1,250,2,7803,14153,-1,-61,1445773638
,ServiceLog, julia,1445773772003,25 Окт 2015 г. 14:49:32,2G,EDGE,1,250,2,7803,14153,-1,-61,1445773638
,ServiceLog, julia,1445773773024,25 Окт 2015 г. 14:49:33,2G,EDGE,1,250,2,7803,14153,-1,-61,1445773638
,ServiceLog, julia,1445773774042,25 Окт 2015 г. 14:49:34,2G,EDGE,1,250,2,7803,14153,-1,-61,1445773638
,ServiceLog, julia,1445773775061,25 Окт 2015 г. 14:49:35,2G,EDGE,1,250,2,7803,14153,-1,-61,1445773638
,ServiceLog, julia,1445773776081,25 Окт 2015 г. 14:49:36,2G,EDGE,1,250,2,7803,14153,-1,-61,1445773638
,ServiceLog, julia,1445773777102,25 Окт 2015 г. 14:49:37,2G,EDGE,1,250,2,7803,14153,-1,-61,1445773638
,ServiceLog, julia,1445773778124,25 Окт 2015 г. 14:49:38,2G,EDGE,1,250,2,7803,14153,-1,-61,1445773638
,ServiceLog, julia,1445773779141,25 Окт 2015 г. 14:49:39,2G,EDGE,1,250,2,7803,14153,-1,-61,1445773638
,ServiceLog, julia,1445773780163,25 Окт 2015 г. 14:49:40,2G,EDGE,1,250,2,7803,14153,-1,-61,1445773638
,ServiceLog, julia,1445773781178,25 Окт 2015 г. 14:49:41,2G,EDGE,1,250,2,7803,14153,-1,-59,1445773638
293,Фрунзенская 3, julia,1445773781569,25 Окт 2015 г. 14:49:41,2G,EDGE,1,250,2,7803,14153,-1,-59,1445773638
