Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,14677,01.01.2013 23:26:12,873,7803,250,2,Звенигородская 3,2G,GPRS,-1,-51,1357071973810,gsmart,1445583316,103961951
250-2-7803-14677,22545,01.01.2013 23:26:12,873,7803,-1,-1,Звенигородская 3,2G,GPRS,-1,-79,1357071973810,gsmart,1445583316,103961951
1,14677,01.01.2013 23:26:13,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357071973950,gsmart,1445583316,103961951
250-2-7803-14677,22545,01.01.2013 23:26:13,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357071973950,gsmart,1445583316,103961951
1,14677,01.01.2013 23:26:14,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357071974983,gsmart,1445583316,103961951
250-2-7803-14677,22545,01.01.2013 23:26:14,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357071974983,gsmart,1445583316,103961951
1,14677,01.01.2013 23:26:16,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357071976021,gsmart,1445583316,103961951
250-2-7803-14677,22545,01.01.2013 23:26:16,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357071976021,gsmart,1445583316,103961951
1,14677,01.01.2013 23:26:17,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357071977055,gsmart,1445583316,103961951
250-2-7803-14677,22545,01.01.2013 23:26:17,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357071977055,gsmart,1445583316,103961951
1,14677,01.01.2013 23:26:18,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357071978086,gsmart,1445583316,103961951
250-2-7803-14677,22545,01.01.2013 23:26:18,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357071978086,gsmart,1445583316,103961951
1,14677,01.01.2013 23:26:19,,7803,250,2,ServiceLog,2G,GPRS,-1,-51,1357071979122,gsmart,1445583316,103961951
