Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,3602,22 окт. 2015 г. 21:37:37,483,100,250,1,Маяковская 3,2G,EDGE,-1,-87,1445539057803,lena ,1445539058,119655405
250-1-100-3602,14032,22 окт. 2015 г. 21:37:37,483,7803,250,2,Маяковская 3,2G,EDGE,-1,-89,1445539057803,lena ,1445539058,119655405
1,3602,22 окт. 2015 г. 21:37:38,,100,250,1,ServiceLog,2G,EDGE,-1,-91,1445539058505,lena ,1445539058,119655405
250-1-100-3602,14032,22 окт. 2015 г. 21:37:38,,7803,250,2,ServiceLog,2G,EDGE,-1,-89,1445539058505,lena ,1445539058,119655405
1,3602,22 окт. 2015 г. 21:37:39,,100,250,1,ServiceLog,2G,EDGE,-1,-91,1445539059584,lena ,1445539058,119655405
250-1-100-3602,14032,22 окт. 2015 г. 21:37:39,,7803,250,2,ServiceLog,2G,EDGE,-1,-89,1445539059584,lena ,1445539058,119655405
1,3602,22 окт. 2015 г. 21:37:40,,100,250,1,ServiceLog,2G,EDGE,-1,-89,1445539060612,lena ,1445539058,119655405
250-1-100-3602,14032,22 окт. 2015 г. 21:37:40,,7803,250,2,ServiceLog,2G,EDGE,-1,-89,1445539060612,lena ,1445539058,119655405
1,3602,22 окт. 2015 г. 21:37:41,,100,250,1,ServiceLog,2G,EDGE,-1,-89,1445539061629,lena ,1445539058,119655405
250-1-100-3602,14032,22 окт. 2015 г. 21:37:41,,7803,250,2,ServiceLog,2G,EDGE,-1,-89,1445539061629,lena ,1445539058,119655405
1,3602,22 окт. 2015 г. 21:37:42,,100,250,1,ServiceLog,2G,EDGE,-1,-93,1445539062638,lena ,1445539058,119655405
250-1-100-3602,14032,22 окт. 2015 г. 21:37:42,,7803,250,2,ServiceLog,2G,EDGE,-1,-89,1445539062638,lena ,1445539058,119655405
1,3602,22 окт. 2015 г. 21:37:43,,100,250,1,ServiceLog,2G,EDGE,-1,-93,1445539063666,lena ,1445539058,119655405
250-1-100-3602,14032,22 окт. 2015 г. 21:37:43,,7803,250,2,ServiceLog,2G,EDGE,-1,-89,1445539063666,lena ,1445539058,119655405
1,3602,22 окт. 2015 г. 21:37:44,,100,250,1,ServiceLog,2G,EDGE,-1,-99,1445539064682,lena ,1445539058,119655405
250-1-100-3602,14032,22 окт. 2015 г. 21:37:44,,7803,250,2,ServiceLog,2G,EDGE,-1,-89,1445539064682,lena ,1445539058,119655405
1,3602,22 окт. 2015 г. 21:37:45,,100,250,1,ServiceLog,2G,EDGE,-1,-99,1445539065698,lena ,1445539058,119655405
250-1-100-3602,14032,22 окт. 2015 г. 21:37:45,,7803,250,2,ServiceLog,2G,EDGE,-1,-89,1445539065698,lena ,1445539058,119655405
1,3602,22 окт. 2015 г. 21:37:46,,100,250,1,ServiceLog,2G,EDGE,-1,-101,1445539066711,lena ,1445539058,119655405
250-1-100-3602,14032,22 окт. 2015 г. 21:37:46,,7803,250,2,ServiceLog,2G,EDGE,-1,-89,1445539066711,lena ,1445539058,119655405
1,3602,22 окт. 2015 г. 21:37:47,,100,250,1,ServiceLog,2G,EDGE,-1,-101,1445539067784,lena ,1445539058,119655405
250-1-100-3602,14032,22 окт. 2015 г. 21:37:47,,7803,250,2,ServiceLog,2G,EDGE,-1,-89,1445539067784,lena ,1445539058,119655405
1,3602,22 окт. 2015 г. 21:37:48,,100,250,1,ServiceLog,2G,EDGE,-1,-103,1445539068825,lena ,1445539058,119655405
250-1-100-3602,14032,22 окт. 2015 г. 21:37:48,,7803,250,2,ServiceLog,2G,EDGE,-1,-89,1445539068825,lena ,1445539058,119655405
1,3602,22 окт. 2015 г. 21:37:49,,100,250,1,ServiceLog,2G,EDGE,-1,-103,1445539069854,lena ,1445539058,119655405
250-1-100-3602,14032,22 окт. 2015 г. 21:37:49,,7803,250,2,ServiceLog,2G,EDGE,-1,-89,1445539069854,lena ,1445539058,119655405
1,3602,22 окт. 2015 г. 21:37:50,,100,250,1,ServiceLog,2G,EDGE,-1,-107,1445539070905,lena ,1445539058,119655405
