ID,Name,User,TimeStamp,DateTime,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,session_id,race_id
123,Площадь Восстания 3,natalie,1445582856223,23.10.2015 9:47:36,2G,GPRS,1,250,2,7803,14121,-1,-71,103961951,1445582856
123,Площадь Восстания 3,natalie,1445582856223,23.10.2015 9:47:36,2G,GPRS,250-2-7803-14121,-1,-1,7803,22668,-1,-85,103961951,1445582856
123,Площадь Восстания 3,natalie,1445582856223,23.10.2015 9:47:36,2G,GPRS,250-2-7803-14121,-1,-1,7803,22625,-1,-93,103961951,1445582856
123,Площадь Восстания 3,natalie,1445582856223,23.10.2015 9:47:36,2G,GPRS,250-2-7803-14121,-1,-1,7803,22667,-1,-105,103961951,1445582856
,ServiceLog,natalie,1445582857192,23.10.2015 9:47:37,2G,GPRS,1,250,2,7803,14121,-1,-71,103961951,1445582856
,ServiceLog,natalie,1445582857192,23.10.2015 9:47:37,2G,GPRS,250-2-7803-14121,-1,-1,7803,22668,-1,-85,103961951,1445582856
,ServiceLog,natalie,1445582857192,23.10.2015 9:47:37,2G,GPRS,250-2-7803-14121,-1,-1,7803,22625,-1,-93,103961951,1445582856
,ServiceLog,natalie,1445582857192,23.10.2015 9:47:37,2G,GPRS,250-2-7803-14121,-1,-1,7803,22667,-1,-105,103961951,1445582856
,ServiceLog,natalie,1445582858216,23.10.2015 9:47:38,2G,GPRS,1,250,2,7803,14121,-1,-71,103961951,1445582856
,ServiceLog,natalie,1445582858216,23.10.2015 9:47:38,2G,GPRS,250-2-7803-14121,-1,-1,7803,22668,-1,-85,103961951,1445582856
,ServiceLog,natalie,1445582858216,23.10.2015 9:47:38,2G,GPRS,250-2-7803-14121,-1,-1,7803,22625,-1,-93,103961951,1445582856
,ServiceLog,natalie,1445582858216,23.10.2015 9:47:38,2G,GPRS,250-2-7803-14121,-1,-1,7803,22667,-1,-107,103961951,1445582856
,ServiceLog,natalie,1445582859252,23.10.2015 9:47:39,2G,GPRS,1,250,2,7803,14121,-1,-71,103961951,1445582856
,ServiceLog,natalie,1445582859252,23.10.2015 9:47:39,2G,GPRS,250-2-7803-14121,-1,-1,7803,22668,-1,-85,103961951,1445582856
