ID,Name,User,TimeStamp,DateTime,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,session_id,race_id
662,Новочеркасская 2,natalie,1445543139659,22.10.2015 22:45:39,2G,GPRS,250-2-7803-19105,-1,-1,7803,19104,-1,-107,119655405,1445543020
662,Новочеркасская 2,natalie,1445543139659,22.10.2015 22:45:39,2G,GPRS,1,250,2,7803,19105,-1,-63,119655405,1445543020
662,Новочеркасская 2,natalie,1445543139659,22.10.2015 22:45:39,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-75,119655405,1445543020
,ServiceLog,natalie,1445543140150,22.10.2015 22:45:40,2G,GPRS,1,250,2,7803,19105,-1,-63,119655405,1445543020
,ServiceLog,natalie,1445543140150,22.10.2015 22:45:40,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-59,119655405,1445543020
,ServiceLog,natalie,1445543141178,22.10.2015 22:45:41,2G,GPRS,1,250,2,7803,19105,-1,-63,119655405,1445543020
,ServiceLog,natalie,1445543141178,22.10.2015 22:45:41,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-59,119655405,1445543020
,ServiceLog,natalie,1445543142199,22.10.2015 22:45:42,2G,GPRS,1,250,2,7803,19105,-1,-63,119655405,1445543020
,ServiceLog,natalie,1445543142199,22.10.2015 22:45:42,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-59,119655405,1445543020
,ServiceLog,natalie,1445543143220,22.10.2015 22:45:43,2G,GPRS,1,250,2,7803,19105,-1,-63,119655405,1445543020
,ServiceLog,natalie,1445543143220,22.10.2015 22:45:43,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-59,119655405,1445543020
,ServiceLog,natalie,1445543144238,22.10.2015 22:45:44,2G,GPRS,1,250,2,7803,19105,-1,-63,119655405,1445543020
,ServiceLog,natalie,1445543144238,22.10.2015 22:45:44,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-59,119655405,1445543020
,ServiceLog,natalie,1445543145260,22.10.2015 22:45:45,2G,GPRS,1,250,2,7803,19105,-1,-69,119655405,1445543020
,ServiceLog,natalie,1445543145260,22.10.2015 22:45:45,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-63,119655405,1445543020
,ServiceLog,natalie,1445543146280,22.10.2015 22:45:46,2G,GPRS,1,250,2,7803,19105,-1,-69,119655405,1445543020
,ServiceLog,natalie,1445543146280,22.10.2015 22:45:46,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-63,119655405,1445543020
,ServiceLog,natalie,1445543147302,22.10.2015 22:45:47,2G,GPRS,1,250,2,7803,19105,-1,-69,119655405,1445543020
,ServiceLog,natalie,1445543147302,22.10.2015 22:45:47,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-63,119655405,1445543020
,ServiceLog,natalie,1445543148321,22.10.2015 22:45:48,2G,GPRS,1,250,2,7803,19105,-1,-69,119655405,1445543020
,ServiceLog,natalie,1445543148321,22.10.2015 22:45:48,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-63,119655405,1445543020
,ServiceLog,natalie,1445543149339,22.10.2015 22:45:49,2G,GPRS,1,250,2,7803,19105,-1,-69,119655405,1445543020
,ServiceLog,natalie,1445543149339,22.10.2015 22:45:49,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-63,119655405,1445543020
,ServiceLog,natalie,1445543150362,22.10.2015 22:45:50,2G,GPRS,1,250,2,7803,19105,-1,-69,119655405,1445543020
,ServiceLog,natalie,1445543150362,22.10.2015 22:45:50,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-63,119655405,1445543020
,ServiceLog,natalie,1445543151386,22.10.2015 22:45:51,2G,GPRS,1,250,2,7803,19105,-1,-69,119655405,1445543020
,ServiceLog,natalie,1445543151386,22.10.2015 22:45:51,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-63,119655405,1445543020
,ServiceLog,natalie,1445543152412,22.10.2015 22:45:52,2G,GPRS,1,250,2,7803,19105,-1,-69,119655405,1445543020
,ServiceLog,natalie,1445543152412,22.10.2015 22:45:52,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-63,119655405,1445543020
,ServiceLog,natalie,1445543153435,22.10.2015 22:45:53,2G,GPRS,1,250,2,7803,19105,-1,-69,119655405,1445543020
,ServiceLog,natalie,1445543153435,22.10.2015 22:45:53,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-63,119655405,1445543020
,ServiceLog,natalie,1445543154455,22.10.2015 22:45:54,2G,GPRS,1,250,2,7803,19105,-1,-65,119655405,1445543020
,ServiceLog,natalie,1445543154455,22.10.2015 22:45:54,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-61,119655405,1445543020
,ServiceLog,natalie,1445543155476,22.10.2015 22:45:55,2G,GPRS,1,250,2,7803,19105,-1,-65,119655405,1445543020
,ServiceLog,natalie,1445543155476,22.10.2015 22:45:55,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-61,119655405,1445543020
,ServiceLog,natalie,1445543156501,22.10.2015 22:45:56,2G,GPRS,1,250,2,7803,19105,-1,-65,119655405,1445543020
,ServiceLog,natalie,1445543156501,22.10.2015 22:45:56,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-61,119655405,1445543020
,ServiceLog,natalie,1445543157521,22.10.2015 22:45:57,2G,GPRS,1,250,2,7803,19105,-1,-65,119655405,1445543020
,ServiceLog,natalie,1445543157521,22.10.2015 22:45:57,2G,GPRS,250-2-7803-19105,-1,-1,7803,1583,-1,-61,119655405,1445543020
