Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
-1--1-7803-14127,14127,01.01.2013 10:34:28,363,7803,-1,-1,Пионерская 3,2G,GPRS,-1,-77,1357025669205,gsmart,1445537011,119655405
1,-1,01.01.2013 10:34:28,363,-1,-1,-1,Пионерская 3,unknown,unknown,-1,0,1357025669205,gsmart,1445537011,119655405
-1--1-7803-14127,14127,01.01.2013 10:34:29,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357025669903,gsmart,1445537011,119655405
1,-1,01.01.2013 10:34:29,,-1,-1,-1,ServiceLog,unknown,unknown,-1,0,1357025669903,gsmart,1445537011,119655405
-1--1-7803-14127,14127,01.01.2013 10:34:30,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357025670933,gsmart,1445537011,119655405
1,-1,01.01.2013 10:34:30,,-1,-1,-1,ServiceLog,unknown,unknown,-1,0,1357025670933,gsmart,1445537011,119655405
-1--1-7803-14127,14127,01.01.2013 10:34:31,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357025671974,gsmart,1445537011,119655405
1,-1,01.01.2013 10:34:31,,-1,-1,-1,ServiceLog,unknown,unknown,-1,0,1357025671974,gsmart,1445537011,119655405
-1--1-7803-14127,14127,01.01.2013 10:34:33,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357025673022,gsmart,1445537011,119655405
1,-1,01.01.2013 10:34:33,,-1,-1,-1,ServiceLog,unknown,unknown,-1,0,1357025673022,gsmart,1445537011,119655405
-1--1-7803-14127,14127,01.01.2013 10:34:34,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357025674096,gsmart,1445537011,119655405
1,-1,01.01.2013 10:34:34,,-1,-1,-1,ServiceLog,unknown,unknown,-1,0,1357025674096,gsmart,1445537011,119655405
-1--1-7803-14127,14127,01.01.2013 10:34:35,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357025675124,gsmart,1445537011,119655405
1,-1,01.01.2013 10:34:35,,-1,-1,-1,ServiceLog,unknown,unknown,-1,0,1357025675124,gsmart,1445537011,119655405
-1--1-7803-14127,14127,01.01.2013 10:34:36,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357025676155,gsmart,1445537011,119655405
1,-1,01.01.2013 10:34:36,,-1,-1,-1,ServiceLog,unknown,unknown,-1,0,1357025676155,gsmart,1445537011,119655405
-1--1-7803-14127,14127,01.01.2013 10:34:37,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357025677182,gsmart,1445537011,119655405
1,-1,01.01.2013 10:34:37,,-1,-1,-1,ServiceLog,unknown,unknown,-1,0,1357025677182,gsmart,1445537011,119655405
-1--1-7803-14127,14127,01.01.2013 10:34:38,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357025678216,gsmart,1445537011,119655405
1,-1,01.01.2013 10:34:38,,-1,-1,-1,ServiceLog,unknown,unknown,-1,0,1357025678216,gsmart,1445537011,119655405
-1--1-7803-14127,14127,01.01.2013 10:34:39,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357025679254,gsmart,1445537011,119655405
1,-1,01.01.2013 10:34:39,,-1,-1,-1,ServiceLog,unknown,unknown,-1,0,1357025679254,gsmart,1445537011,119655405
-1--1-7803-14127,14127,01.01.2013 10:34:39,364,7803,-1,-1,Пионерская 4,2G,GPRS,-1,-77,1357025679504,gsmart,1445537011,119655405
1,-1,01.01.2013 10:34:39,364,-1,-1,-1,Пионерская 4,unknown,unknown,-1,0,1357025679504,gsmart,1445537011,119655405
-1--1-7803-14127,14127,01.01.2013 10:34:40,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357025680288,gsmart,1445537011,119655405
1,-1,01.01.2013 10:34:40,,-1,-1,-1,ServiceLog,unknown,unknown,-1,0,1357025680288,gsmart,1445537011,119655405
-1--1-7803-14127,14127,01.01.2013 10:34:41,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357025681317,gsmart,1445537011,119655405
1,-1,01.01.2013 10:34:41,,-1,-1,-1,ServiceLog,unknown,unknown,-1,0,1357025681317,gsmart,1445537011,119655405
