Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,3841,22 окт. 2015 г. 21:49:09,453,100,250,1,Ломоносовская 3,2G,EDGE,-1,-83,1445539749597,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:09,453,7803,250,2,Ломоносовская 3,2G,EDGE,-1,-65,1445539749597,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:10,,100,250,1,ServiceLog,2G,EDGE,-1,-83,1445539750488,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:10,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539750488,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:11,,100,250,1,ServiceLog,2G,EDGE,-1,-83,1445539751522,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:11,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539751522,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:12,,100,250,1,ServiceLog,2G,EDGE,-1,-81,1445539752546,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:12,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539752546,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:13,,100,250,1,ServiceLog,2G,EDGE,-1,-81,1445539753579,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:13,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539753579,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:14,,100,250,1,ServiceLog,2G,EDGE,-1,-81,1445539754634,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:14,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539754634,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:15,,100,250,1,ServiceLog,2G,EDGE,-1,-81,1445539755657,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:15,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539755657,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:16,,100,250,1,ServiceLog,2G,EDGE,-1,-75,1445539756676,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:16,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539756676,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:17,,100,250,1,ServiceLog,2G,EDGE,-1,-75,1445539757695,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:17,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539757695,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:18,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445539758756,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:18,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539758756,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:19,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445539759814,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:19,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539759814,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:20,,100,250,1,ServiceLog,2G,EDGE,-1,-77,1445539760838,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:20,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539760838,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:20,454,100,250,1,Ломоносовская 4,2G,EDGE,-1,-77,1445539761229,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:20,454,7803,250,2,Ломоносовская 4,2G,EDGE,-1,-65,1445539761229,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:21,,100,250,1,ServiceLog,2G,EDGE,-1,-77,1445539761853,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:21,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539761853,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:22,,100,250,1,ServiceLog,2G,EDGE,-1,-97,1445539762865,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:22,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539762865,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:23,,100,250,1,ServiceLog,2G,EDGE,-1,-97,1445539763878,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:23,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539763878,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:24,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445539764890,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:24,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539764890,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:25,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445539765904,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:25,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539765904,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:26,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445539766916,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:26,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539766916,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:27,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445539767928,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:27,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539767928,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:28,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445539768951,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:28,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539768951,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:29,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445539769962,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:29,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539769962,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:30,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445539770974,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:30,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539770974,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:31,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445539771992,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:31,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539771992,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:33,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445539773005,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:33,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539773005,lena ,1445539749,119655405
1,3841,22 окт. 2015 г. 21:49:34,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445539774014,lena ,1445539749,119655405
250-1-100-3841,2450,22 окт. 2015 г. 21:49:34,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445539774014,lena ,1445539749,119655405
