Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,3821,22 окт. 2015 г. 22:25:15,673,100,250,1,Площадь Александра Невского (ор) 3,2G,EDGE,-1,-67,1445541915824,lena ,1445541915,119655405
250-1-100-3821,1443,22 окт. 2015 г. 22:25:15,673,7803,250,2,Площадь Александра Невского (ор) 3,2G,EDGE,-1,-99,1445541915824,lena ,1445541915,119655405
250-1-100-3821,-1,22 окт. 2015 г. 22:25:15,673,-1,-1,-1,Площадь Александра Невского (ор) 3,2G,EDGE,-1,-67,1445541915824,lena ,1445541915,119655405
1,3821,22 окт. 2015 г. 22:25:16,,100,250,1,ServiceLog,2G,EDGE,-1,-67,1445541916553,lena ,1445541915,119655405
250-1-100-3821,1443,22 окт. 2015 г. 22:25:16,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445541916553,lena ,1445541915,119655405
250-1-100-3821,-1,22 окт. 2015 г. 22:25:16,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-67,1445541916553,lena ,1445541915,119655405
1,3821,22 окт. 2015 г. 22:25:17,,100,250,1,ServiceLog,2G,EDGE,-1,-67,1445541917616,lena ,1445541915,119655405
250-1-100-3821,1443,22 окт. 2015 г. 22:25:17,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445541917616,lena ,1445541915,119655405
250-1-100-3821,-1,22 окт. 2015 г. 22:25:17,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-67,1445541917616,lena ,1445541915,119655405
1,3821,22 окт. 2015 г. 22:25:18,,100,250,1,ServiceLog,2G,EDGE,-1,-67,1445541918649,lena ,1445541915,119655405
250-1-100-3821,1443,22 окт. 2015 г. 22:25:18,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445541918649,lena ,1445541915,119655405
250-1-100-3821,-1,22 окт. 2015 г. 22:25:18,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-67,1445541918649,lena ,1445541915,119655405
1,3821,22 окт. 2015 г. 22:25:19,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445541919688,lena ,1445541915,119655405
250-1-100-3821,1443,22 окт. 2015 г. 22:25:19,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445541919688,lena ,1445541915,119655405
250-1-100-3821,-1,22 окт. 2015 г. 22:25:19,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-67,1445541919688,lena ,1445541915,119655405
1,3821,22 окт. 2015 г. 22:25:20,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445541920750,lena ,1445541915,119655405
250-1-100-3821,1443,22 окт. 2015 г. 22:25:20,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445541920750,lena ,1445541915,119655405
250-1-100-3821,-1,22 окт. 2015 г. 22:25:20,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-67,1445541920750,lena ,1445541915,119655405
1,3821,22 окт. 2015 г. 22:25:21,,100,250,1,ServiceLog,2G,EDGE,-1,-71,1445541921796,lena ,1445541915,119655405
250-1-100-3821,1443,22 окт. 2015 г. 22:25:21,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445541921796,lena ,1445541915,119655405
250-1-100-3821,-1,22 окт. 2015 г. 22:25:21,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-67,1445541921796,lena ,1445541915,119655405
1,3821,22 окт. 2015 г. 22:25:22,,100,250,1,ServiceLog,2G,EDGE,-1,-71,1445541922865,lena ,1445541915,119655405
250-1-100-3821,1443,22 окт. 2015 г. 22:25:22,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445541922865,lena ,1445541915,119655405
250-1-100-3821,-1,22 окт. 2015 г. 22:25:22,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-67,1445541922865,lena ,1445541915,119655405
1,3821,22 окт. 2015 г. 22:25:23,,100,250,1,ServiceLog,2G,EDGE,-1,-71,1445541923880,lena ,1445541915,119655405
250-1-100-3821,1443,22 окт. 2015 г. 22:25:23,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445541923880,lena ,1445541915,119655405
250-1-100-3821,-1,22 окт. 2015 г. 22:25:23,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-67,1445541923880,lena ,1445541915,119655405
1,3821,22 окт. 2015 г. 22:25:24,,100,250,1,ServiceLog,2G,EDGE,-1,-71,1445541924910,lena ,1445541915,119655405
250-1-100-3821,1443,22 окт. 2015 г. 22:25:24,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445541924910,lena ,1445541915,119655405
250-1-100-3821,-1,22 окт. 2015 г. 22:25:24,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-67,1445541924910,lena ,1445541915,119655405
1,3821,22 окт. 2015 г. 22:25:25,,100,250,1,ServiceLog,2G,EDGE,-1,-75,1445541925918,lena ,1445541915,119655405
250-1-100-3821,1443,22 окт. 2015 г. 22:25:25,,7803,250,2,ServiceLog,2G,EDGE,-1,-99,1445541925918,lena ,1445541915,119655405
