ID,Name,User,TimeStamp,DateTime,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,race_id
492,Гостиный двор 2, julia,1445602714575,23 Окт 2015 г. 15:18:34,2G,EDGE,1,250,2,7803,15413,-1,-65,1445602585
,ServiceLog, julia,1445602715242,23 Окт 2015 г. 15:18:35,2G,EDGE,1,250,2,7803,15413,-1,-65,1445602585
,ServiceLog, julia,1445602716267,23 Окт 2015 г. 15:18:36,2G,EDGE,1,250,2,7803,15413,-1,-65,1445602585
,ServiceLog, julia,1445602717291,23 Окт 2015 г. 15:18:37,2G,EDGE,1,250,2,7803,15413,-1,-65,1445602585
,ServiceLog, julia,1445602718317,23 Окт 2015 г. 15:18:38,2G,EDGE,1,250,2,7803,15413,-1,-65,1445602585
,ServiceLog, julia,1445602719345,23 Окт 2015 г. 15:18:39,2G,EDGE,1,250,2,7803,15413,-1,-65,1445602585
,ServiceLog, julia,1445602720369,23 Окт 2015 г. 15:18:40,2G,EDGE,1,250,2,7803,15413,-1,-65,1445602585
,ServiceLog, julia,1445602721396,23 Окт 2015 г. 15:18:41,2G,EDGE,1,250,2,7803,15413,-1,-63,1445602585
,ServiceLog, julia,1445602722421,23 Окт 2015 г. 15:18:42,2G,EDGE,1,250,2,7803,15413,-1,-63,1445602585
,ServiceLog, julia,1445602723446,23 Окт 2015 г. 15:18:43,2G,EDGE,1,250,2,7803,15413,-1,-63,1445602585
,ServiceLog, julia,1445602724472,23 Окт 2015 г. 15:18:44,2G,EDGE,1,250,2,7803,15413,-1,-63,1445602585
,ServiceLog, julia,1445602725499,23 Окт 2015 г. 15:18:45,2G,EDGE,1,250,2,7803,15413,-1,-63,1445602585
,ServiceLog, julia,1445602726523,23 Окт 2015 г. 15:18:46,2G,EDGE,1,250,2,7803,15413,-1,-63,1445602585
,ServiceLog, julia,1445602727552,23 Окт 2015 г. 15:18:47,2G,EDGE,1,250,2,7803,15413,-1,-63,1445602585
,ServiceLog, julia,1445602728577,23 Окт 2015 г. 15:18:48,2G,EDGE,1,250,2,7803,15413,-1,-63,1445602585
,ServiceLog, julia,1445602729609,23 Окт 2015 г. 15:18:49,2G,EDGE,1,250,2,7803,15413,-1,-63,1445602585
,ServiceLog, julia,1445602730640,23 Окт 2015 г. 15:18:50,2G,EDGE,1,250,2,7803,15413,-1,-63,1445602585
,ServiceLog, julia,1445602731673,23 Окт 2015 г. 15:18:51,2G,EDGE,1,250,2,7803,15413,-1,-63,1445602585
