ID,Name,User,TimeStamp,DateTime,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,session_id,race_id
322,Невский проспект 2,natalie,1445537622879,22.10.2015 21:13:42,2G,GPRS,250-2-7803-22669,-1,-1,7803,14176,-1,-101,119655405,1445537469
322,Невский проспект 2,natalie,1445537622879,22.10.2015 21:13:42,2G,GPRS,1,250,2,7803,22669,-1,-61,119655405,1445537469
322,Невский проспект 2,natalie,1445537622879,22.10.2015 21:13:42,2G,GPRS,250-2-7803-22669,-1,-1,7803,14122,-1,-69,119655405,1445537469
,ServiceLog,natalie,1445537623248,22.10.2015 21:13:43,2G,GPRS,1,250,2,7803,22669,-1,-61,119655405,1445537469
,ServiceLog,natalie,1445537623248,22.10.2015 21:13:43,2G,GPRS,250-2-7803-22669,-1,-1,7803,14122,-1,-69,119655405,1445537469
,ServiceLog,natalie,1445537623248,22.10.2015 21:13:43,2G,GPRS,250-2-7803-22669,-1,-1,7803,14176,-1,-101,119655405,1445537469
,ServiceLog,natalie,1445537624276,22.10.2015 21:13:44,2G,GPRS,1,250,2,7803,22669,-1,-61,119655405,1445537469
,ServiceLog,natalie,1445537624276,22.10.2015 21:13:44,2G,GPRS,250-2-7803-22669,-1,-1,7803,14122,-1,-69,119655405,1445537469
,ServiceLog,natalie,1445537624276,22.10.2015 21:13:44,2G,GPRS,250-2-7803-22669,-1,-1,7803,14176,-1,-101,119655405,1445537469
,ServiceLog,natalie,1445537625292,22.10.2015 21:13:45,2G,GPRS,1,250,2,7803,22669,-1,-67,119655405,1445537469
,ServiceLog,natalie,1445537625292,22.10.2015 21:13:45,2G,GPRS,250-2-7803-22669,-1,-1,7803,14122,-1,-67,119655405,1445537469
,ServiceLog,natalie,1445537625292,22.10.2015 21:13:45,2G,GPRS,250-2-7803-22669,-1,-1,7803,14176,-1,-89,119655405,1445537469
,ServiceLog,natalie,1445537626312,22.10.2015 21:13:46,2G,GPRS,1,250,2,7803,22669,-1,-67,119655405,1445537469
,ServiceLog,natalie,1445537626312,22.10.2015 21:13:46,2G,GPRS,250-2-7803-22669,-1,-1,7803,14122,-1,-67,119655405,1445537469
,ServiceLog,natalie,1445537626312,22.10.2015 21:13:46,2G,GPRS,250-2-7803-22669,-1,-1,7803,14176,-1,-89,119655405,1445537469
,ServiceLog,natalie,1445537627341,22.10.2015 21:13:47,2G,GPRS,1,250,2,7803,22669,-1,-67,119655405,1445537469
,ServiceLog,natalie,1445537627341,22.10.2015 21:13:47,2G,GPRS,250-2-7803-22669,-1,-1,7803,14122,-1,-67,119655405,1445537469
,ServiceLog,natalie,1445537627341,22.10.2015 21:13:47,2G,GPRS,250-2-7803-22669,-1,-1,7803,14176,-1,-89,119655405,1445537469
,ServiceLog,natalie,1445537628365,22.10.2015 21:13:48,2G,GPRS,1,250,2,7803,22669,-1,-67,119655405,1445537469
,ServiceLog,natalie,1445537628365,22.10.2015 21:13:48,2G,GPRS,250-2-7803-22669,-1,-1,7803,14122,-1,-67,119655405,1445537469
,ServiceLog,natalie,1445537628365,22.10.2015 21:13:48,2G,GPRS,250-2-7803-22669,-1,-1,7803,14176,-1,-89,119655405,1445537469
,ServiceLog,natalie,1445537629399,22.10.2015 21:13:49,2G,GPRS,1,250,2,7803,22669,-1,-67,119655405,1445537469
,ServiceLog,natalie,1445537629399,22.10.2015 21:13:49,2G,GPRS,250-2-7803-22669,-1,-1,7803,14122,-1,-71,119655405,1445537469
,ServiceLog,natalie,1445537629399,22.10.2015 21:13:49,2G,GPRS,250-2-7803-22669,-1,-1,7803,14176,-1,-89,119655405,1445537469
,ServiceLog,natalie,1445537630424,22.10.2015 21:13:50,2G,GPRS,1,250,2,7803,22669,-1,-67,119655405,1445537469
