Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,3751,22 окт. 2015 г. 20:32:47,363,100,250,1,Пионерская 3,2G,EDGE,-1,-71,1445535167716,lena ,1445535167,119655405
250-1-100-3751,14127,22 окт. 2015 г. 20:32:47,363,7803,250,2,Пионерская 3,2G,EDGE,-1,-63,1445535167716,lena ,1445535167,119655405
1,3751,22 окт. 2015 г. 20:32:48,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445535168217,lena ,1445535167,119655405
250-1-100-3751,14127,22 окт. 2015 г. 20:32:48,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445535168217,lena ,1445535167,119655405
1,3751,22 окт. 2015 г. 20:32:49,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445535169254,lena ,1445535167,119655405
250-1-100-3751,14127,22 окт. 2015 г. 20:32:49,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445535169254,lena ,1445535167,119655405
1,3751,22 окт. 2015 г. 20:32:50,,100,250,1,ServiceLog,2G,EDGE,-1,-73,1445535170294,lena ,1445535167,119655405
250-1-100-3751,14127,22 окт. 2015 г. 20:32:50,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445535170294,lena ,1445535167,119655405
1,3751,22 окт. 2015 г. 20:32:51,,100,250,1,ServiceLog,2G,EDGE,-1,-73,1445535171326,lena ,1445535167,119655405
250-1-100-3751,14127,22 окт. 2015 г. 20:32:51,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445535171326,lena ,1445535167,119655405
1,3751,22 окт. 2015 г. 20:32:52,,100,250,1,ServiceLog,2G,EDGE,-1,-71,1445535172374,lena ,1445535167,119655405
250-1-100-3751,14127,22 окт. 2015 г. 20:32:52,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445535172374,lena ,1445535167,119655405
1,3751,22 окт. 2015 г. 20:32:53,,100,250,1,ServiceLog,2G,EDGE,-1,-71,1445535173427,lena ,1445535167,119655405
250-1-100-3751,14127,22 окт. 2015 г. 20:32:53,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445535173427,lena ,1445535167,119655405
1,3751,22 окт. 2015 г. 20:32:54,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445535174454,lena ,1445535167,119655405
250-1-100-3751,14127,22 окт. 2015 г. 20:32:54,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445535174454,lena ,1445535167,119655405
1,3751,22 окт. 2015 г. 20:32:55,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445535175498,lena ,1445535167,119655405
250-1-100-3751,14127,22 окт. 2015 г. 20:32:55,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445535175498,lena ,1445535167,119655405
