Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,3721,22 окт. 2015 г. 20:24:19,333,100,250,1,Горьковская 3,2G,EDGE,-1,-71,1445534659940,lena ,1445534659,119655405
250-1-100-3721,-1,22 окт. 2015 г. 20:24:19,333,-1,-1,-1,Горьковская 3,2G,EDGE,-1,-53,1445534659940,lena ,1445534659,119655405
1,3721,22 окт. 2015 г. 20:24:20,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445534660135,lena ,1445534659,119655405
250-1-100-3721,-1,22 окт. 2015 г. 20:24:20,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-53,1445534660135,lena ,1445534659,119655405
1,3721,22 окт. 2015 г. 20:24:21,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445534661172,lena ,1445534659,119655405
250-1-100-3721,-1,22 окт. 2015 г. 20:24:21,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-53,1445534661172,lena ,1445534659,119655405
1,3721,22 окт. 2015 г. 20:24:22,,100,250,1,ServiceLog,2G,EDGE,-1,-65,1445534662214,lena ,1445534659,119655405
250-1-100-3721,-1,22 окт. 2015 г. 20:24:22,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-53,1445534662214,lena ,1445534659,119655405
1,3721,22 окт. 2015 г. 20:24:23,,100,250,1,ServiceLog,2G,EDGE,-1,-65,1445534663241,lena ,1445534659,119655405
250-1-100-3721,-1,22 окт. 2015 г. 20:24:23,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-53,1445534663241,lena ,1445534659,119655405
1,3721,22 окт. 2015 г. 20:24:24,,100,250,1,ServiceLog,2G,EDGE,-1,-65,1445534664261,lena ,1445534659,119655405
250-1-100-3721,-1,22 окт. 2015 г. 20:24:24,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-53,1445534664261,lena ,1445534659,119655405
1,3721,22 окт. 2015 г. 20:24:25,,100,250,1,ServiceLog,2G,EDGE,-1,-65,1445534665278,lena ,1445534659,119655405
250-1-100-3721,-1,22 окт. 2015 г. 20:24:25,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-53,1445534665278,lena ,1445534659,119655405
1,3721,22 окт. 2015 г. 20:24:26,,100,250,1,ServiceLog,2G,EDGE,-1,-65,1445534666319,lena ,1445534659,119655405
250-1-100-3721,-1,22 окт. 2015 г. 20:24:26,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-53,1445534666319,lena ,1445534659,119655405
1,3721,22 окт. 2015 г. 20:24:27,,100,250,1,ServiceLog,2G,EDGE,-1,-65,1445534667372,lena ,1445534659,119655405
250-1-100-3721,-1,22 окт. 2015 г. 20:24:27,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-53,1445534667372,lena ,1445534659,119655405
