ID,Name,User,TimeStamp,DateTime,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,race_id
302,Технологический институт (син) 2, julia,1445773883420,25 Окт 2015 г. 14:51:23,2G,EDGE,1,250,2,7803,14048,-1,-65,1445773781
,ServiceLog, julia,1445773883741,25 Окт 2015 г. 14:51:23,2G,EDGE,1,250,2,7803,14048,-1,-65,1445773781
,ServiceLog, julia,1445773884770,25 Окт 2015 г. 14:51:24,2G,EDGE,1,250,2,7803,14048,-1,-65,1445773781
,ServiceLog, julia,1445773885795,25 Окт 2015 г. 14:51:25,2G,EDGE,1,250,2,7803,14048,-1,-65,1445773781
,ServiceLog, julia,1445773886814,25 Окт 2015 г. 14:51:26,2G,EDGE,1,250,2,7803,14048,-1,-65,1445773781
,ServiceLog, julia,1445773887832,25 Окт 2015 г. 14:51:27,2G,EDGE,1,250,2,7803,14048,-1,-65,1445773781
,ServiceLog, julia,1445773888857,25 Окт 2015 г. 14:51:28,2G,EDGE,1,250,2,7803,14048,-1,-65,1445773781
,ServiceLog, julia,1445773889875,25 Окт 2015 г. 14:51:29,2G,EDGE,1,250,2,7803,14048,-1,-65,1445773781
,ServiceLog, julia,1445773890895,25 Окт 2015 г. 14:51:30,2G,EDGE,1,250,2,7803,14048,-1,-65,1445773781
,ServiceLog, julia,1445773891914,25 Окт 2015 г. 14:51:31,2G,EDGE,1,250,2,7803,14048,-1,-65,1445773781
,ServiceLog, julia,1445773892939,25 Окт 2015 г. 14:51:32,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
,ServiceLog, julia,1445773893967,25 Окт 2015 г. 14:51:33,2G,EDGE,1,250,2,7803,14048,-1,-69,1445773781
,ServiceLog, julia,1445773894986,25 Окт 2015 г. 14:51:34,2G,EDGE,1,250,2,7803,14048,-1,-71,1445773781
,ServiceLog, julia,1445773896004,25 Окт 2015 г. 14:51:36,2G,EDGE,1,250,2,7803,14048,-1,-71,1445773781
,ServiceLog, julia,1445773897022,25 Окт 2015 г. 14:51:37,2G,EDGE,1,250,2,7803,14048,-1,-73,1445773781
,ServiceLog, julia,1445773898039,25 Окт 2015 г. 14:51:38,2G,EDGE,1,250,2,7803,14048,-1,-73,1445773781
,ServiceLog, julia,1445773899065,25 Окт 2015 г. 14:51:39,2G,EDGE,1,250,2,7803,14048,-1,-73,1445773781
,ServiceLog, julia,1445773900091,25 Окт 2015 г. 14:51:40,2G,EDGE,1,250,2,7803,14048,-1,-73,1445773781
,ServiceLog, julia,1445773901113,25 Окт 2015 г. 14:51:41,2G,EDGE,1,250,2,7803,14048,-1,-73,1445773781
,ServiceLog, julia,1445773902134,25 Окт 2015 г. 14:51:42,2G,EDGE,1,250,2,7803,14048,-1,-73,1445773781
,ServiceLog, julia,1445773903160,25 Окт 2015 г. 14:51:43,2G,EDGE,1,250,2,7803,14048,-1,-71,1445773781
,ServiceLog, julia,1445773904195,25 Окт 2015 г. 14:51:44,2G,EDGE,1,250,2,7803,14048,-1,-71,1445773781
,ServiceLog, julia,1445773905216,25 Окт 2015 г. 14:51:45,2G,EDGE,1,250,2,7803,14048,-1,-71,1445773781
,ServiceLog, julia,1445773906233,25 Окт 2015 г. 14:51:46,2G,EDGE,1,250,2,7803,14048,-1,-71,1445773781
,ServiceLog, julia,1445773907251,25 Окт 2015 г. 14:51:47,2G,EDGE,1,250,2,7803,14048,-1,-71,1445773781
,ServiceLog, julia,1445773908276,25 Окт 2015 г. 14:51:48,2G,EDGE,1,250,2,7803,14048,-1,-69,1445773781
,ServiceLog, julia,1445773909302,25 Окт 2015 г. 14:51:49,2G,EDGE,1,250,2,7803,14048,-1,-69,1445773781
,ServiceLog, julia,1445773910327,25 Окт 2015 г. 14:51:50,2G,EDGE,1,250,2,7803,14048,-1,-69,1445773781
,ServiceLog, julia,1445773911345,25 Окт 2015 г. 14:51:51,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
,ServiceLog, julia,1445773912365,25 Окт 2015 г. 14:51:52,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
,ServiceLog, julia,1445773913382,25 Окт 2015 г. 14:51:53,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
,ServiceLog, julia,1445773914408,25 Окт 2015 г. 14:51:54,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
,ServiceLog, julia,1445773915433,25 Окт 2015 г. 14:51:55,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
,ServiceLog, julia,1445773916455,25 Окт 2015 г. 14:51:56,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
,ServiceLog, julia,1445773917472,25 Окт 2015 г. 14:51:57,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
,ServiceLog, julia,1445773918491,25 Окт 2015 г. 14:51:58,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
,ServiceLog, julia,1445773919517,25 Окт 2015 г. 14:51:59,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
,ServiceLog, julia,1445773920542,25 Окт 2015 г. 14:52:00,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
,ServiceLog, julia,1445773921568,25 Окт 2015 г. 14:52:01,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
,ServiceLog, julia,1445773922586,25 Окт 2015 г. 14:52:02,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
,ServiceLog, julia,1445773923606,25 Окт 2015 г. 14:52:03,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
,ServiceLog, julia,1445773924623,25 Окт 2015 г. 14:52:04,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
,ServiceLog, julia,1445773925645,25 Окт 2015 г. 14:52:05,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
303,Технологический институт (син) 3, julia,1445773926142,25 Окт 2015 г. 14:52:06,2G,EDGE,1,250,2,7803,14048,-1,-67,1445773781
