ID,Name,User,TimeStamp,DateTime,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,session_id,race_id
422,Рыбацкое 2,natalie,1445540367850,22.10.2015 21:59:27,2G,GPRS,250-2-7805-2293,-1,-1,7805,2287,-1,-91,119655405,1445540109
422,Рыбацкое 2,natalie,1445540367850,22.10.2015 21:59:27,2G,GPRS,1,250,2,7805,2293,-1,-71,119655405,1445540109
422,Рыбацкое 2,natalie,1445540367850,22.10.2015 21:59:27,2G,GPRS,250-2-7805-2293,-1,-1,7805,2293,-1,-63,119655405,1445540109
422,Рыбацкое 2,natalie,1445540367850,22.10.2015 21:59:27,2G,GPRS,250-2-7805-2293,-1,-1,7805,2286,-1,-87,119655405,1445540109
422,Рыбацкое 2,natalie,1445540367850,22.10.2015 21:59:27,2G,GPRS,250-2-7805-2293,-1,-1,7805,2288,-1,-91,119655405,1445540109
,ServiceLog,natalie,1445540368210,22.10.2015 21:59:28,2G,GPRS,1,250,2,7805,2293,-1,-71,119655405,1445540109
,ServiceLog,natalie,1445540368210,22.10.2015 21:59:28,2G,GPRS,250-2-7805-2293,-1,-1,7805,2293,-1,-63,119655405,1445540109
,ServiceLog,natalie,1445540368210,22.10.2015 21:59:28,2G,GPRS,250-2-7805-2293,-1,-1,7805,2286,-1,-87,119655405,1445540109
,ServiceLog,natalie,1445540368210,22.10.2015 21:59:28,2G,GPRS,250-2-7805-2293,-1,-1,7805,2288,-1,-91,119655405,1445540109
,ServiceLog,natalie,1445540368210,22.10.2015 21:59:28,2G,GPRS,250-2-7805-2293,-1,-1,7805,2287,-1,-91,119655405,1445540109
,ServiceLog,natalie,1445540369236,22.10.2015 21:59:29,2G,GPRS,1,250,2,7805,2293,-1,-71,119655405,1445540109
,ServiceLog,natalie,1445540369236,22.10.2015 21:59:29,2G,GPRS,250-2-7805-2293,-1,-1,7805,2293,-1,-63,119655405,1445540109
,ServiceLog,natalie,1445540369236,22.10.2015 21:59:29,2G,GPRS,250-2-7805-2293,-1,-1,7805,2286,-1,-87,119655405,1445540109
,ServiceLog,natalie,1445540369236,22.10.2015 21:59:29,2G,GPRS,250-2-7805-2293,-1,-1,7805,2288,-1,-91,119655405,1445540109
