ID;Name;inter;move;sequence;stationId;errorIndex
103;Centrum 3;;;-1;;977445912
111;Politechnika 1;;;-1;;977445912
91;Świętokrzyska (L1) 1;;;-1;;977445912
92;Świętokrzyska (L1) 2;;;-1;;977445912
241;Świętokrzyska (L2) 1;;;-1;;977445912
242;Świętokrzyska (L2) 2;;-1;;;432832162
