Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,830,1333,7788,250,2,Петровско-Разумовская 3,2G,EDGE,-1,-73,1435844501687,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-73,1435844502247,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-73,1435844503497,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-75,1435844504511,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-75,1435844505529,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-75,1435844506582,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-75,1435844507772,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-75,1435844508871,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-75,1435844509935,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-75,1435844510993,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-75,1435844512008,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-73,1435844513024,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-73,1435844514047,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-69,1435844516565,vlad,1435844567,449805108
1,830,1334,7788,250,2,Петровско-Разумовская 4,2G,EDGE,-1,-69,1435844517218,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-69,1435844517583,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-69,1435844518605,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-65,1435844519625,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-65,1435844520638,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-65,1435844521653,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-65,1435844522680,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-65,1435844523727,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-65,1435844524770,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-67,1435844525800,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-67,1435844526827,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-67,1435844527841,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-71,1435844528858,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-71,1435844529874,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-69,1435844530914,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-69,1435844531983,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-69,1435844533005,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-51,1435844534029,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-51,1435844535048,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-51,1435844536083,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-53,1435844537128,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-53,1435844538145,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-53,1435844539193,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-61,1435844540217,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-61,1435844541252,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-61,1435844542289,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-65,1435844543330,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-65,1435844544361,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-65,1435844545400,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-71,1435844546446,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-71,1435844547480,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-71,1435844548494,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-75,1435844549512,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-75,1435844550552,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-75,1435844551596,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-77,1435844552631,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-77,1435844553665,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-77,1435844554702,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-81,1435844555741,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-81,1435844556775,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-81,1435844557790,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-83,1435844558823,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-83,1435844559835,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-83,1435844560848,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-87,1435844561866,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-87,1435844562921,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-89,1435844563968,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-89,1435844564986,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-89,1435844566003,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-91,1435844567033,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-91,1435844568059,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-91,1435844569075,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-93,1435844570089,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-93,1435844571107,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-93,1435844572161,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-97,1435844573203,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-97,1435844574221,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-97,1435844575255,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-99,1435844576270,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-99,1435844577314,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-99,1435844578362,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-99,1435844579403,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-99,1435844580421,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-99,1435844581462,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,0,1435844582478,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-99,1435844583518,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-99,1435844584532,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-99,1435844585573,vlad,1435844567,449805108
1,830,,7788,250,2,ServiceLog,2G,EDGE,-1,-63,1435844586588,vlad,1435844567,449805108
