Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,1270,913,7763,250,2,Алексеевская 3,2G,EDGE,-1,-55,1435843355861,Anna,1435840107,461992391
250-2-7763-1270,49666,913,26627,250,99,Алексеевская 3,2G,EDGE,-1,-59,1435843355861,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-59,1435843356250,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843356250,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-59,1435843357330,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843357330,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-63,1435843358353,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843358353,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-63,1435843359425,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843359425,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-69,1435843360435,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843360435,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-69,1435843361528,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843361528,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-63,1435843362539,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843362539,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-63,1435843363625,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843363625,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-61,1435843364635,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843364635,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-61,1435843365718,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843365718,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-67,1435843366729,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843366729,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-67,1435843367810,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843367810,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-51,1435843368820,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843368820,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-51,1435843369849,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843369849,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-51,1435843370866,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843370866,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-51,1435843371897,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843371897,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-51,1435843372907,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843372907,Anna,1435840107,461992391
1,1270,914,7763,250,2,Алексеевская 4,2G,EDGE,-1,-51,1435843373723,Anna,1435840107,461992391
250-2-7763-1270,49666,914,26627,250,99,Алексеевская 4,2G,EDGE,-1,-59,1435843373723,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-51,1435843373998,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843373998,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-75,1435843375017,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843375017,Anna,1435840107,461992391
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-75,1435843376104,Anna,1435840107,461992391
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435843376104,Anna,1435840107,461992391
