Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,275,693,7763,250,2,Проспект Мира (КЛЦ) 3,2G,EDGE,-1,-81,1435846384549,Anna,1435843136,449805108
250-2-7763-275,-1,693,-1,-1,-1,Проспект Мира (КЛЦ) 3,2G,EDGE,-1,-99,1435846384549,Anna,1435843136,449805108
1,275,,7763,250,2,ServiceLog,2G,EDGE,-1,-81,1435846385045,Anna,1435843136,449805108
250-2-7763-275,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-99,1435846385045,Anna,1435843136,449805108
1,275,,7763,250,2,ServiceLog,2G,EDGE,-1,-85,1435846386055,Anna,1435843136,449805108
250-2-7763-275,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-99,1435846386055,Anna,1435843136,449805108
1,275,,7763,250,2,ServiceLog,2G,EDGE,-1,-85,1435846387135,Anna,1435843136,449805108
250-2-7763-275,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-99,1435846387135,Anna,1435843136,449805108
1,275,,7763,250,2,ServiceLog,2G,EDGE,-1,-81,1435846388149,Anna,1435843136,449805108
250-2-7763-275,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-99,1435846388149,Anna,1435843136,449805108
1,275,,7763,250,2,ServiceLog,2G,EDGE,-1,-81,1435846389230,Anna,1435843136,449805108
250-2-7763-275,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-99,1435846389230,Anna,1435843136,449805108
1,275,,7763,250,2,ServiceLog,2G,EDGE,-1,-91,1435846390241,Anna,1435843136,449805108
250-2-7763-275,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-99,1435846390241,Anna,1435843136,449805108
1,275,,7763,250,2,ServiceLog,2G,EDGE,-1,-91,1435846391334,Anna,1435843136,449805108
250-2-7763-275,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-99,1435846391334,Anna,1435843136,449805108
1,275,,7763,250,2,ServiceLog,2G,EDGE,-1,-85,1435846392346,Anna,1435843136,449805108
