ID,Name,User,TimeStamp,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,session_id,race_id
1013,Академическая 3,Andrey,1435915698745,2G,EDGE,1,250,2,7736,1020,-1,-71,244724959,1435915698
,ServiceLog,Andrey,1435915699164,2G,EDGE,1,250,2,7736,1020,-1,-71,244724959,1435915698
,ServiceLog,Andrey,1435915700182,2G,EDGE,1,250,2,7736,1020,-1,-71,244724959,1435915698
,ServiceLog,Andrey,1435915701227,2G,EDGE,1,250,2,7736,1020,-1,-71,244724959,1435915698
,ServiceLog,Andrey,1435915702247,2G,EDGE,1,250,2,7736,1020,-1,-71,244724959,1435915698
,ServiceLog,Andrey,1435915703292,2G,EDGE,1,250,2,7736,1020,-1,-71,244724959,1435915698
,ServiceLog,Andrey,1435915704328,2G,EDGE,1,250,2,7736,1020,-1,-71,244724959,1435915698
,ServiceLog,Andrey,1435915705406,2G,EDGE,1,250,2,7736,1020,-1,-71,244724959,1435915698
,ServiceLog,Andrey,1435915706449,2G,EDGE,1,250,2,7736,1020,-1,-71,244724959,1435915698
,ServiceLog,Andrey,1435915707567,2G,EDGE,1,250,2,7736,1020,-1,-71,244724959,1435915698
,ServiceLog,Andrey,1435915708656,2G,EDGE,1,250,2,7736,1020,-1,-71,244724959,1435915698
1014,Академическая 4,Andrey,1435915709362,2G,EDGE,1,250,2,7736,1020,-1,-71,244724959,1435915698
,ServiceLog,Andrey,1435915709691,2G,EDGE,1,250,2,7736,1020,-1,-71,244724959,1435915698
,ServiceLog,Andrey,1435915710706,2G,EDGE,1,250,2,7736,1020,-1,-71,244724959,1435915698
,ServiceLog,Andrey,1435915711793,2G,EDGE,1,250,2,7736,1020,-1,-69,244724959,1435915698
,ServiceLog,Andrey,1435915712885,2G,EDGE,1,250,2,7736,1020,-1,-65,244724959,1435915698
,ServiceLog,Andrey,1435915713916,2G,EDGE,1,250,2,7736,1020,-1,-63,244724959,1435915698
,ServiceLog,Andrey,1435915714928,2G,EDGE,1,250,2,7736,1020,-1,-63,244724959,1435915698
,ServiceLog,Andrey,1435915715949,2G,EDGE,1,250,2,7736,1020,-1,-63,244724959,1435915698
,ServiceLog,Andrey,1435915716963,2G,EDGE,1,250,2,7736,1020,-1,-63,244724959,1435915698
,ServiceLog,Andrey,1435915717992,2G,EDGE,1,250,2,7736,1020,-1,-63,244724959,1435915698
,ServiceLog,Andrey,1435915719127,2G,EDGE,1,250,2,7736,1020,-1,-63,244724959,1435915698
,ServiceLog,Andrey,1435915720168,2G,EDGE,1,250,2,7736,1020,-1,-63,244724959,1435915698
,ServiceLog,Andrey,1435915721231,2G,EDGE,1,250,2,7736,1020,-1,-63,244724959,1435915698
,ServiceLog,Andrey,1435915722272,2G,EDGE,1,250,2,7736,1020,-1,-65,244724959,1435915698
,ServiceLog,Andrey,1435915723341,2G,EDGE,1,250,2,7736,1020,-1,-65,244724959,1435915698
