Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,500,373,7743,250,2,Аэропорт 3,2G,EDGE,-1,-79,1435852116107,Anna,1435848868,449805108
250-2-7743-500,49406,373,26801,250,99,Аэропорт 3,2G,EDGE,-1,-87,1435852116107,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-79,1435852116250,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852116250,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-79,1435852117261,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852117261,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-79,1435852118339,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852118339,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-75,1435852119349,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852119349,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-75,1435852120440,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852120440,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-71,1435852121452,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852121452,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-71,1435852122492,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852122492,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-75,1435852123504,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852123504,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-75,1435852124536,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852124536,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-65,1435852125555,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852125555,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-65,1435852126631,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852126631,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-53,1435852127643,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852127643,Anna,1435848868,449805108
1,500,374,7743,250,2,Аэропорт 4,2G,EDGE,-1,-53,1435852127684,Anna,1435848868,449805108
250-2-7743-500,49406,374,26801,250,99,Аэропорт 4,2G,EDGE,-1,-87,1435852127684,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-53,1435852128675,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852128675,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-75,1435852129686,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852129686,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-75,1435852130764,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852130764,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-89,1435852131789,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852131789,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-89,1435852132874,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852132874,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-87,1435852133884,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852133884,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-87,1435852134969,Anna,1435848868,449805108
250-2-7743-500,49406,,26801,250,99,ServiceLog,2G,EDGE,-1,-87,1435852134969,Anna,1435848868,449805108
1,500,,7743,250,2,ServiceLog,2G,EDGE,-1,-51,1435852135986,Anna,1435848868,449805108
