ID,Name,User,TimeStamp,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,session_id,race_id
1352,Дмитровская 2,Andrey,1435846204170,2G,EDGE,1,250,2,7788,840,-1,-71,449805108,1435846112
,ServiceLog,Andrey,1435846204355,2G,EDGE,1,250,2,7788,840,-1,-71,449805108,1435846112
,ServiceLog,Andrey,1435846205399,2G,EDGE,1,250,2,7788,840,-1,-71,449805108,1435846112
,ServiceLog,Andrey,1435846206469,2G,EDGE,1,250,2,7788,840,-1,-71,449805108,1435846112
,ServiceLog,Andrey,1435846207559,2G,EDGE,1,250,2,7788,840,-1,-69,449805108,1435846112
,ServiceLog,Andrey,1435846208609,2G,EDGE,1,250,2,7788,840,-1,-69,449805108,1435846112
,ServiceLog,Andrey,1435846209691,2G,EDGE,1,250,2,7788,840,-1,-67,449805108,1435846112
,ServiceLog,Andrey,1435846210724,2G,EDGE,1,250,2,7788,840,-1,-67,449805108,1435846112
,ServiceLog,Andrey,1435846211768,2G,EDGE,1,250,2,7788,840,-1,-65,449805108,1435846112
,ServiceLog,Andrey,1435846212854,2G,EDGE,1,250,2,7788,840,-1,-65,449805108,1435846112
,ServiceLog,Andrey,1435846213903,2G,EDGE,1,250,2,7788,840,-1,-65,449805108,1435846112
,ServiceLog,Andrey,1435846214961,2G,EDGE,1,250,2,7788,840,-1,-65,449805108,1435846112
,ServiceLog,Andrey,1435846215996,2G,EDGE,1,250,2,7788,840,-1,-65,449805108,1435846112
,ServiceLog,Andrey,1435846217026,2G,EDGE,1,250,2,7788,840,-1,-65,449805108,1435846112
,ServiceLog,Andrey,1435846218051,2G,EDGE,1,250,2,7788,840,-1,-65,449805108,1435846112
,ServiceLog,Andrey,1435846219141,2G,EDGE,1,250,2,7788,840,-1,-67,449805108,1435846112
,ServiceLog,Andrey,1435846220188,2G,EDGE,1,250,2,7788,840,-1,-67,449805108,1435846112
,ServiceLog,Andrey,1435846221229,2G,EDGE,1,250,2,7788,840,-1,-67,449805108,1435846112
,ServiceLog,Andrey,1435846222266,2G,EDGE,1,250,2,7788,840,-1,-67,449805108,1435846112
,ServiceLog,Andrey,1435846223320,2G,EDGE,1,250,2,7788,840,-1,-67,449805108,1435846112
,ServiceLog,Andrey,1435846224358,2G,EDGE,1,250,2,7788,840,-1,-65,449805108,1435846112
,ServiceLog,Andrey,1435846225399,2G,EDGE,1,250,2,7788,840,-1,-65,449805108,1435846112
,ServiceLog,Andrey,1435846226465,2G,EDGE,1,250,2,7788,840,-1,-65,449805108,1435846112
1353,Дмитровская 3,Andrey,1435846227231,2G,EDGE,1,250,2,7788,840,-1,-65,449805108,1435846112
