Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,730,393,7764,250,2,Войковская 3,2G,EDGE,-1,-85,1435851105812,Anna,1435847858,449805108
250-2-7764-730,49546,393,26801,250,99,Войковская 3,2G,EDGE,-1,-71,1435851105812,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-83,1435851106499,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851106499,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-83,1435851107575,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851107575,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-75,1435851108586,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851108586,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-75,1435851109669,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851109669,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-83,1435851110685,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851110685,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-83,1435851111765,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851111765,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-81,1435851112780,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851112780,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-81,1435851113822,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851113822,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-75,1435851114837,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851114837,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-75,1435851115875,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851115875,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-55,1435851116894,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851116894,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-55,1435851117974,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851117974,Anna,1435847858,449805108
1,730,394,7764,250,2,Войковская 4,2G,EDGE,-1,-55,1435851118200,Anna,1435847858,449805108
250-2-7764-730,49546,394,26801,250,99,Войковская 4,2G,EDGE,-1,-71,1435851118200,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-63,1435851118984,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851118984,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-63,1435851120054,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851120054,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-69,1435851121065,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851121065,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-69,1435851122142,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851122142,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-87,1435851123159,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851123159,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-87,1435851124243,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851124243,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-51,1435851125254,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851125254,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-51,1435851126334,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851126334,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-51,1435851127345,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851127345,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-51,1435851128371,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851128371,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-65,1435851129382,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851129382,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-65,1435851130462,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851130462,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-63,1435851131473,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851131473,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-63,1435851132555,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851132555,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-73,1435851133567,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851133567,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-73,1435851134638,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851134638,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-75,1435851135650,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851135650,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-75,1435851136730,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851136730,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-77,1435851137741,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851137741,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-77,1435851138820,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851138820,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-85,1435851139830,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851139830,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-85,1435851140912,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851140912,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-91,1435851141924,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851141924,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-91,1435851143009,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851143009,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-95,1435851144021,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851144021,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-95,1435851145100,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851145100,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-91,1435851146111,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851146111,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-91,1435851147194,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851147194,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-95,1435851148206,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851148206,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-95,1435851149284,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851149284,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-107,1435851150297,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851150297,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-107,1435851151387,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851151387,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-113,1435851152398,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851152398,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-113,1435851153482,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851153482,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-109,1435851154492,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851154492,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-109,1435851155571,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851155571,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-105,1435851156582,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851156582,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-105,1435851157663,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851157663,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-113,1435851158675,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851158675,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-113,1435851159748,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851159748,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-113,1435851160757,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851160757,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-113,1435851161829,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851161829,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-113,1435851162849,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851162849,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-113,1435851163953,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851163953,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,EDGE,-1,-113,1435851164963,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,EDGE,-1,-71,1435851164963,Anna,1435847858,449805108
1,730,,7764,250,2,ServiceLog,2G,GPRS,-1,-113,1435851166037,Anna,1435847858,449805108
250-2-7764-730,49546,,26801,250,99,ServiceLog,2G,GPRS,-1,-71,1435851166037,Anna,1435847858,449805108
1,-1,,-1,-1,-1,ServiceLog,2G,GPRS,-1,-113,1435851167050,Anna,1435847858,449805108
1,-1,,-1,-1,-1,ServiceLog,2G,GPRS,-1,-113,1435851168084,Anna,1435847858,449805108
1,-1,,-1,-1,-1,ServiceLog,2G,GPRS,-1,-113,1435851169094,Anna,1435847858,449805108
1,-1,,-1,-1,-1,ServiceLog,unknown,unknown,-1,-113,1435851170165,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-91,1435851171174,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-91,1435851172206,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-95,1435851173225,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-107,1435851173225,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-95,1435851174298,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-107,1435851174298,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-81,1435851175311,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-105,1435851175311,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-81,1435851176390,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-105,1435851176390,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-83,1435851177400,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-107,1435851177400,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-83,1435851178485,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-107,1435851178485,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-89,1435851179496,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-107,1435851179496,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-89,1435851180570,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-107,1435851180570,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-89,1435851181583,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851181583,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-89,1435851182660,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851182660,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-83,1435851183671,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851183671,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-83,1435851184752,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851184752,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-93,1435851185777,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851185777,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-93,1435851186852,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851186852,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-91,1435851187870,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851187870,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-91,1435851188942,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851188942,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-91,1435851189955,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851189955,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-91,1435851191030,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851191030,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-91,1435851192040,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851192040,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-91,1435851193075,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851193075,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-89,1435851194087,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851194087,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-89,1435851195157,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851195157,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-87,1435851196171,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851196171,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-87,1435851197250,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851197250,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-77,1435851198270,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851198270,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-77,1435851199348,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851199348,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-83,1435851200363,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851200363,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-83,1435851201444,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851201444,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-81,1435851202458,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851202458,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-81,1435851203548,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851203548,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-85,1435851204559,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851204559,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-85,1435851205636,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851205636,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-85,1435851206647,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851206647,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-85,1435851207718,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851207718,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-83,1435851208729,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851208729,Anna,1435847858,449805108
1,49555,,26801,250,99,ServiceLog,unknown,unknown,-1,-83,1435851209815,Anna,1435847858,449805108
250-99-26801-49555,49546,,26801,250,99,ServiceLog,unknown,unknown,-1,-109,1435851209815,Anna,1435847858,449805108
