Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,640,2193,7763,250,2,Сретенский бульвар 3,2G,EDGE,-1,-77,1435913444564,Anna,1435910194,77603657
250-2-7763-640,-1,2193,-1,-1,-1,Сретенский бульвар 3,2G,EDGE,-1,-105,1435913444564,Anna,1435910194,77603657
1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-77,1435913445111,Anna,1435910194,77603657
250-2-7763-640,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-105,1435913445111,Anna,1435910194,77603657
1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-83,1435913446132,Anna,1435910194,77603657
250-2-7763-640,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-105,1435913446132,Anna,1435910194,77603657
1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-83,1435913447211,Anna,1435910194,77603657
250-2-7763-640,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-105,1435913447211,Anna,1435910194,77603657
1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-83,1435913448223,Anna,1435910194,77603657
250-2-7763-640,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-105,1435913448223,Anna,1435910194,77603657
1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-83,1435913449257,Anna,1435910194,77603657
250-2-7763-640,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-105,1435913449257,Anna,1435910194,77603657
1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-75,1435913450266,Anna,1435910194,77603657
250-2-7763-640,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-105,1435913450266,Anna,1435910194,77603657
1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-75,1435913451335,Anna,1435910194,77603657
250-2-7763-640,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-105,1435913451335,Anna,1435910194,77603657
1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-71,1435913452348,Anna,1435910194,77603657
250-2-7763-640,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-105,1435913452348,Anna,1435910194,77603657
1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-71,1435913453432,Anna,1435910194,77603657
250-2-7763-640,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-105,1435913453432,Anna,1435910194,77603657
1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-79,1435913454444,Anna,1435910194,77603657
250-2-7763-640,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-105,1435913454444,Anna,1435910194,77603657
1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-79,1435913455516,Anna,1435910194,77603657
250-2-7763-640,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-105,1435913455516,Anna,1435910194,77603657
1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-61,1435913456528,Anna,1435910194,77603657
250-2-7763-640,-1,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-105,1435913456528,Anna,1435910194,77603657
