ID,Name,User,TimeStamp,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,session_id,race_id
1372,Менделеевская 2,Andrey,1435846505814,2G,EDGE,1,250,2,7763,240,-1,-77,449805108,1435846371
,ServiceLog,Andrey,1435846506160,2G,EDGE,1,250,2,7763,240,-1,-77,449805108,1435846371
,ServiceLog,Andrey,1435846507179,2G,EDGE,1,250,2,7763,240,-1,-79,449805108,1435846371
,ServiceLog,Andrey,1435846508228,2G,EDGE,1,250,2,7763,240,-1,-79,449805108,1435846371
,ServiceLog,Andrey,1435846509308,2G,EDGE,1,250,2,7763,240,-1,-79,449805108,1435846371
,ServiceLog,Andrey,1435846510370,2G,EDGE,1,250,2,7763,240,-1,-77,449805108,1435846371
,ServiceLog,Andrey,1435846511414,2G,EDGE,1,250,2,7763,240,-1,-75,449805108,1435846371
,ServiceLog,Andrey,1435846512451,2G,EDGE,1,250,2,7763,240,-1,-75,449805108,1435846371
,ServiceLog,Andrey,1435846513545,2G,EDGE,1,250,2,7763,240,-1,-75,449805108,1435846371
,ServiceLog,Andrey,1435846514593,2G,EDGE,1,250,2,7763,240,-1,-75,449805108,1435846371
,ServiceLog,Andrey,1435846515674,2G,EDGE,1,250,2,7763,240,-1,-75,449805108,1435846371
,ServiceLog,Andrey,1435846516702,2G,EDGE,1,250,2,7763,240,-1,-75,449805108,1435846371
,ServiceLog,Andrey,1435846517758,2G,EDGE,1,250,2,7763,240,-1,-75,449805108,1435846371
,ServiceLog,Andrey,1435846518833,2G,EDGE,1,250,2,7763,240,-1,-71,449805108,1435846371
,ServiceLog,Andrey,1435846519900,2G,EDGE,1,250,2,7763,240,-1,-69,449805108,1435846371
,ServiceLog,Andrey,1435846520943,2G,EDGE,1,250,2,7763,240,-1,-67,449805108,1435846371
,ServiceLog,Andrey,1435846521980,2G,EDGE,1,250,2,7763,240,-1,-63,449805108,1435846371
,ServiceLog,Andrey,1435846523014,2G,EDGE,1,250,2,7763,240,-1,-61,449805108,1435846371
,ServiceLog,Andrey,1435846524123,2G,EDGE,1,250,2,7763,240,-1,-61,449805108,1435846371
,ServiceLog,Andrey,1435846525155,2G,EDGE,1,250,2,7763,240,-1,-61,449805108,1435846371
,ServiceLog,Andrey,1435846526201,2G,EDGE,1,250,2,7763,240,-1,-61,449805108,1435846371
,ServiceLog,Andrey,1435846527334,2G,EDGE,1,250,2,7763,240,-1,-61,449805108,1435846371
,ServiceLog,Andrey,1435846528472,2G,EDGE,1,250,2,7763,240,-1,-61,449805108,1435846371
,ServiceLog,Andrey,1435846529607,2G,EDGE,1,250,2,7763,240,-1,-63,449805108,1435846371
,ServiceLog,Andrey,1435846530636,2G,EDGE,1,250,2,7763,240,-1,-65,449805108,1435846371
,ServiceLog,Andrey,1435846531665,2G,EDGE,1,250,2,7763,240,-1,-65,449805108,1435846371
,ServiceLog,Andrey,1435846532769,2G,EDGE,1,250,2,7763,240,-1,-67,449805108,1435846371
,ServiceLog,Andrey,1435846533825,2G,EDGE,1,250,2,7763,240,-1,-67,449805108,1435846371
,ServiceLog,Andrey,1435846534888,2G,EDGE,1,250,2,7763,240,-1,-67,449805108,1435846371
,ServiceLog,Andrey,1435846536026,2G,EDGE,1,250,2,7763,240,-1,-67,449805108,1435846371
,ServiceLog,Andrey,1435846537073,2G,EDGE,1,250,2,7763,240,-1,-67,449805108,1435846371
,ServiceLog,Andrey,1435846538148,2G,EDGE,1,250,2,7763,240,-1,-67,449805108,1435846371
,ServiceLog,Andrey,1435846539202,2G,EDGE,1,250,2,7763,240,-1,-67,449805108,1435846371
,ServiceLog,Andrey,1435846540324,2G,EDGE,1,250,2,7763,240,-1,-69,449805108,1435846371
