Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,session_id
1,1270,913,7763,250,2,Алексеевская 3,2G,EDGE,-1,-85,1435845456448,Anna,1435842209,449805108
250-2-7763-1270,49666,913,26627,250,99,Алексеевская 3,2G,EDGE,-1,-59,1435845456448,Anna,1435842209,449805108
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-81,1435845456854,Anna,1435842209,449805108
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435845456854,Anna,1435842209,449805108
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-81,1435845457940,Anna,1435842209,449805108
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435845457940,Anna,1435842209,449805108
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-69,1435845458951,Anna,1435842209,449805108
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435845458951,Anna,1435842209,449805108
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-69,1435845460030,Anna,1435842209,449805108
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435845460030,Anna,1435842209,449805108
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-71,1435845461045,Anna,1435842209,449805108
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435845461045,Anna,1435842209,449805108
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-71,1435845462077,Anna,1435842209,449805108
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435845462077,Anna,1435842209,449805108
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-73,1435845463088,Anna,1435842209,449805108
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435845463088,Anna,1435842209,449805108
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-73,1435845464118,Anna,1435842209,449805108
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435845464118,Anna,1435842209,449805108
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-71,1435845465129,Anna,1435842209,449805108
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435845465129,Anna,1435842209,449805108
1,1270,914,7763,250,2,Алексеевская 4,2G,EDGE,-1,-71,1435845465798,Anna,1435842209,449805108
250-2-7763-1270,49666,914,26627,250,99,Алексеевская 4,2G,EDGE,-1,-59,1435845465798,Anna,1435842209,449805108
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-71,1435845466219,Anna,1435842209,449805108
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435845466219,Anna,1435842209,449805108
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-59,1435845467239,Anna,1435842209,449805108
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435845467239,Anna,1435842209,449805108
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-59,1435845468327,Anna,1435842209,449805108
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435845468327,Anna,1435842209,449805108
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-75,1435845469344,Anna,1435842209,449805108
250-2-7763-1270,49666,,26627,250,99,ServiceLog,2G,EDGE,-1,-59,1435845469344,Anna,1435842209,449805108
1,1270,,7763,250,2,ServiceLog,2G,EDGE,-1,-75,1435845470419,Anna,1435842209,449805108
