ID,Name,User,TimeStamp,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,race_id
992,Шаболовская 2,md,1418630204545,unknown,unknown,1,-1,-1,-1,-1,-1,-1,1418630094
,ServiceLog,md,1418630205029,unknown,unknown,1,-1,-1,-1,-1,-1,-1,1418630094
,ServiceLog,md,1418630206072,2G,EDGE,1,250,1,770,543,-1,-67,1418630094
,ServiceLog,md,1418630207285,2G,EDGE,1,250,1,770,543,-1,-67,1418630094
,ServiceLog,md,1418630208330,2G,EDGE,1,250,1,770,543,-1,-67,1418630094
,ServiceLog,md,1418630209665,2G,EDGE,1,250,1,770,543,-1,-83,1418630094
,ServiceLog,md,1418630210739,2G,EDGE,1,250,1,770,543,-1,-83,1418630094
,ServiceLog,md,1418630211804,2G,EDGE,1,250,1,770,543,-1,-83,1418630094
,ServiceLog,md,1418630212867,2G,EDGE,1,250,1,770,543,-1,-83,1418630094
,ServiceLog,md,1418630213934,2G,EDGE,1,250,1,770,543,-1,-83,1418630094
,ServiceLog,md,1418630215005,2G,EDGE,1,250,1,770,543,-1,-83,1418630094
,ServiceLog,md,1418630216056,2G,EDGE,1,250,1,770,543,-1,-83,1418630094
,ServiceLog,md,1418630217144,2G,EDGE,1,250,1,770,543,-1,-83,1418630094
,ServiceLog,md,1418630218215,2G,EDGE,1,250,1,770,543,-1,-81,1418630094
,ServiceLog,md,1418630219303,2G,EDGE,1,250,1,770,543,-1,-81,1418630094
,ServiceLog,md,1418630220377,2G,EDGE,1,250,1,770,543,-1,-81,1418630094
,ServiceLog,md,1418630221471,2G,EDGE,1,250,1,770,543,-1,-79,1418630094
,ServiceLog,md,1418630222543,2G,EDGE,1,250,1,770,543,-1,-79,1418630094
,ServiceLog,md,1418630223598,2G,EDGE,1,250,1,770,543,-1,-79,1418630094
,ServiceLog,md,1418630224693,2G,EDGE,1,250,1,770,543,-1,-77,1418630094
,ServiceLog,md,1418630225764,2G,EDGE,1,250,1,770,543,-1,-77,1418630094
,ServiceLog,md,1418630226796,2G,EDGE,1,250,1,770,543,-1,-77,1418630094
,ServiceLog,md,1418630227865,2G,EDGE,1,250,1,770,543,-1,-77,1418630094
993,Шаболовская 3,md,1418630228401,2G,EDGE,1,250,1,770,543,-1,-77,1418630094
