ID,Name,User,TimeStamp,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,race_id
492,Семеновская 2,taimyr,1424333770621,2G,EDGE,1,250,99,26627,4056,-1,-87,1424333624
,ServiceLog,taimyr,1424333771611,2G,EDGE,1,250,99,26627,4056,-1,-87,1424333624
,ServiceLog,taimyr,1424333772654,2G,EDGE,1,250,99,26627,4056,-1,-87,1424333624
,ServiceLog,taimyr,1424333773702,2G,EDGE,1,250,99,26627,4056,-1,-87,1424333624
,ServiceLog,taimyr,1424333774740,2G,EDGE,1,250,99,26627,4056,-1,-91,1424333624
,ServiceLog,taimyr,1424333775781,2G,EDGE,1,250,99,26627,4056,-1,-91,1424333624
,ServiceLog,taimyr,1424333776819,2G,EDGE,1,250,99,26627,4056,-1,-91,1424333624
,ServiceLog,taimyr,1424333777851,2G,EDGE,1,250,99,26627,4056,-1,-91,1424333624
,ServiceLog,taimyr,1424333778874,2G,EDGE,1,250,99,26627,4056,-1,-91,1424333624
,ServiceLog,taimyr,1424333779925,2G,EDGE,1,250,99,26627,4056,-1,-91,1424333624
,ServiceLog,taimyr,1424333780985,2G,EDGE,1,250,99,26627,4056,-1,-91,1424333624
,ServiceLog,taimyr,1424333782049,2G,EDGE,1,250,99,26627,4056,-1,-91,1424333624
,ServiceLog,taimyr,1424333783104,2G,EDGE,1,250,99,26627,4056,-1,-91,1424333624
,ServiceLog,taimyr,1424333784147,2G,EDGE,1,250,99,26627,4056,-1,-91,1424333624
,ServiceLog,taimyr,1424333785198,2G,EDGE,1,250,99,26627,4056,-1,-91,1424333624
,ServiceLog,taimyr,1424333786232,2G,EDGE,1,250,99,26627,4056,-1,-91,1424333624
,ServiceLog,taimyr,1424333787295,2G,EDGE,1,250,99,26627,4056,-1,-91,1424333624
,ServiceLog,taimyr,1424333788354,2G,EDGE,1,250,99,26627,4056,-1,-91,1424333624
,ServiceLog,taimyr,1424333789395,2G,EDGE,1,250,99,26627,4056,-1,-89,1424333624
,ServiceLog,taimyr,1424333790446,2G,EDGE,1,250,99,26627,4056,-1,-89,1424333624
,ServiceLog,taimyr,1424333791494,2G,EDGE,1,250,99,26627,4056,-1,-89,1424333624
493,Семеновская 3,taimyr,1424333792384,2G,EDGE,1,250,99,26627,4056,-1,-89,1424333624
