ID,Name,User,TimeStamp,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,RSSI
762,Парк культуры (КЛЦ) 2,md,1417510282273,2G,EDGE,1,250,1,660,11022,-1,-79
,ServiceLog,md,1417510283396,2G,EDGE,1,250,1,660,11022,-1,-79
,ServiceLog,md,1417510284418,2G,EDGE,1,250,1,660,11022,-1,-79
,ServiceLog,md,1417510285472,2G,EDGE,1,250,1,660,11022,-1,-79
,ServiceLog,md,1417510286490,2G,EDGE,1,250,1,660,11022,-1,-75
,ServiceLog,md,1417510287521,2G,EDGE,1,250,1,660,11022,-1,-75
,ServiceLog,md,1417510288543,2G,EDGE,1,250,1,660,11022,-1,-75
,ServiceLog,md,1417510289584,2G,EDGE,1,250,1,660,11022,-1,-73
,ServiceLog,md,1417510290768,2G,EDGE,1,250,1,660,11022,-1,-73
,ServiceLog,md,1417510291807,2G,EDGE,1,250,1,660,11022,-1,-73
,ServiceLog,md,1417510291807,2G,EDGE,250-1-660-11022,250,1,660,11023,-1,0
,ServiceLog,md,1417510292840,2G,EDGE,1,250,1,660,11022,-1,-73
,ServiceLog,md,1417510292840,2G,EDGE,250-1-660-11022,250,1,660,11023,-1,-105
,ServiceLog,md,1417510293865,2G,EDGE,1,250,1,660,11022,-1,-73
,ServiceLog,md,1417510293865,2G,EDGE,250-1-660-11022,250,1,660,11023,-1,-105
,ServiceLog,md,1417510294899,2G,EDGE,1,250,1,660,11022,-1,-73
,ServiceLog,md,1417510294899,2G,EDGE,250-1-660-11022,250,1,660,11023,-1,-105
,ServiceLog,md,1417510295932,2G,EDGE,1,250,1,660,11022,-1,-75
,ServiceLog,md,1417510295932,2G,EDGE,250-1-660-11022,250,1,660,11023,-1,-105
,ServiceLog,md,1417510296991,2G,EDGE,1,250,1,660,11022,-1,-75
,ServiceLog,md,1417510298006,2G,EDGE,1,250,1,660,11022,-1,-75
,ServiceLog,md,1417510299025,2G,EDGE,1,250,1,660,11022,-1,-77
,ServiceLog,md,1417510300048,2G,EDGE,1,250,1,660,11022,-1,-77
,ServiceLog,md,1417510301076,2G,EDGE,1,250,1,660,11022,-1,-77
,ServiceLog,md,1417510302090,2G,EDGE,1,250,1,660,11022,-1,-77
,ServiceLog,md,1417510303105,2G,EDGE,1,250,1,660,11022,-1,-77
,ServiceLog,md,1417510304124,2G,EDGE,1,250,1,660,11022,-1,-77
,ServiceLog,md,1417510305146,2G,EDGE,1,250,1,660,11022,-1,-77
,ServiceLog,md,1417510306164,2G,EDGE,1,250,1,660,11022,-1,-77
,ServiceLog,md,1417510307203,2G,EDGE,1,250,1,660,11022,-1,-71
,ServiceLog,md,1417510308220,2G,EDGE,1,250,1,660,11022,-1,-71
,ServiceLog,md,1417510309277,2G,EDGE,1,250,1,660,11022,-1,-71
,ServiceLog,md,1417510310296,2G,EDGE,1,250,1,660,11022,-1,-71
,ServiceLog,md,1417510311319,2G,EDGE,1,250,1,660,11022,-1,-71
,ServiceLog,md,1417510312337,2G,EDGE,1,250,1,660,11022,-1,-71
763,Парк культуры (КЛЦ) 3,md,1417510313217,2G,EDGE,1,250,1,660,11022,-1,-71
