ID,Name,User,TimeStamp,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power
1452,Нагорная 2,Andrey,1435827226729,3G,HSDPA,1,250,2,7755,10424401,-1,-89
,ServiceLog,Andrey,1435827227453,3G,HSDPA,1,250,2,7755,10424401,-1,-89
,ServiceLog,Andrey,1435827228508,3G,HSDPA,1,250,2,7755,10424401,-1,-89
,ServiceLog,Andrey,1435827229645,3G,HSDPA,1,250,2,7755,10424401,-1,-89
,ServiceLog,Andrey,1435827230653,3G,HSDPA,1,250,2,7755,10424401,-1,-85
,ServiceLog,Andrey,1435827231661,3G,HSDPA,1,250,2,7755,10424401,-1,-85
,ServiceLog,Andrey,1435827232701,3G,HSDPA,1,250,2,7755,10424401,-1,-85
,ServiceLog,Andrey,1435827233765,3G,HSDPA,1,250,2,7755,10424401,-1,-83
,ServiceLog,Andrey,1435827234901,3G,HSDPA,1,250,2,7755,10424401,-1,-83
,ServiceLog,Andrey,1435827236001,3G,HSDPA,1,250,2,7755,10424401,-1,-79
,ServiceLog,Andrey,1435827237032,3G,HSDPA,1,250,2,7755,10424401,-1,-79
,ServiceLog,Andrey,1435827238103,3G,HSDPA,1,250,2,7755,10424401,-1,-77
,ServiceLog,Andrey,1435827239146,3G,HSDPA,1,250,2,7755,10424401,-1,-77
,ServiceLog,Andrey,1435827240207,3G,HSDPA,1,250,2,7755,10424401,-1,-77
,ServiceLog,Andrey,1435827241222,3G,HSDPA,1,250,2,7755,10424401,-1,-77
,ServiceLog,Andrey,1435827242295,3G,HSDPA,1,250,2,7755,10424401,-1,-77
,ServiceLog,Andrey,1435827243339,3G,HSDPA,1,250,2,7755,10424401,-1,-77
,ServiceLog,Andrey,1435827244379,3G,HSDPA,1,250,2,7755,10424401,-1,-77
,ServiceLog,Andrey,1435827245414,3G,HSDPA,1,250,2,7755,10424401,-1,-77
1453,Нагорная 3,Andrey,1435827245631,3G,HSDPA,1,250,2,7755,10424401,-1,-77
