ID,Name,User,TimeStamp,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,session_id,race_id
202,Красногвардейская 2,Andrey,1435907132066,2G,EDGE,1,250,2,7765,690,-1,-65,77603657,1435906998
,ServiceLog,Andrey,1435907132289,2G,EDGE,1,250,2,7765,690,-1,-65,77603657,1435906998
,ServiceLog,Andrey,1435907133302,2G,EDGE,1,250,2,7765,690,-1,-65,77603657,1435906998
,ServiceLog,Andrey,1435907134335,2G,EDGE,1,250,2,7765,690,-1,-67,77603657,1435906998
,ServiceLog,Andrey,1435907135388,2G,EDGE,1,250,2,7765,690,-1,-67,77603657,1435906998
,ServiceLog,Andrey,1435907136465,2G,EDGE,1,250,2,7765,690,-1,-67,77603657,1435906998
,ServiceLog,Andrey,1435907137476,2G,EDGE,1,250,2,7765,690,-1,-67,77603657,1435906998
,ServiceLog,Andrey,1435907138529,2G,EDGE,1,250,2,7765,690,-1,-67,77603657,1435906998
,ServiceLog,Andrey,1435907139638,2G,EDGE,1,250,2,7765,690,-1,-67,77603657,1435906998
,ServiceLog,Andrey,1435907140665,2G,EDGE,1,250,2,7765,690,-1,-67,77603657,1435906998
,ServiceLog,Andrey,1435907141693,2G,EDGE,1,250,2,7765,690,-1,-67,77603657,1435906998
,ServiceLog,Andrey,1435907142746,2G,EDGE,1,250,2,7765,690,-1,-67,77603657,1435906998
,ServiceLog,Andrey,1435907143787,2G,EDGE,1,250,2,7765,690,-1,-67,77603657,1435906998
,ServiceLog,Andrey,1435907144838,2G,EDGE,1,250,2,7765,690,-1,-67,77603657,1435906998
,ServiceLog,Andrey,1435907145902,2G,EDGE,1,250,2,7765,690,-1,-65,77603657,1435906998
,ServiceLog,Andrey,1435907146939,2G,EDGE,1,250,2,7765,690,-1,-65,77603657,1435906998
,ServiceLog,Andrey,1435907147967,2G,EDGE,1,250,2,7765,690,-1,-65,77603657,1435906998
,ServiceLog,Andrey,1435907148997,2G,EDGE,1,250,2,7765,690,-1,-65,77603657,1435906998
,ServiceLog,Andrey,1435907150149,2G,EDGE,1,250,2,7765,690,-1,-65,77603657,1435906998
,ServiceLog,Andrey,1435907151284,2G,EDGE,1,250,2,7765,690,-1,-65,77603657,1435906998
,ServiceLog,Andrey,1435907152421,2G,EDGE,1,250,2,7765,690,-1,-65,77603657,1435906998
,ServiceLog,Andrey,1435907153449,2G,EDGE,1,250,2,7765,690,-1,-65,77603657,1435906998
,ServiceLog,Andrey,1435907154486,2G,EDGE,1,250,2,7765,690,-1,-65,77603657,1435906998
,ServiceLog,Andrey,1435907155587,2G,EDGE,1,250,2,7765,690,-1,-61,77603657,1435906998
,ServiceLog,Andrey,1435907156635,2G,EDGE,1,250,2,7765,690,-1,-61,77603657,1435906998
,ServiceLog,Andrey,1435907157703,2G,EDGE,1,250,2,7765,690,-1,-61,77603657,1435906998
,ServiceLog,Andrey,1435907158766,2G,EDGE,1,250,2,7765,690,-1,-59,77603657,1435906998
,ServiceLog,Andrey,1435907159863,2G,EDGE,1,250,2,7765,690,-1,-57,77603657,1435906998
,ServiceLog,Andrey,1435907160905,2G,EDGE,1,250,2,7765,690,-1,-57,77603657,1435906998
,ServiceLog,Andrey,1435907161924,2G,EDGE,1,250,2,7765,690,-1,-55,77603657,1435906998
,ServiceLog,Andrey,1435907162955,2G,EDGE,1,250,2,7765,690,-1,-55,77603657,1435906998
,ServiceLog,Andrey,1435907163988,2G,EDGE,1,250,2,7765,690,-1,-55,77603657,1435906998
,ServiceLog,Andrey,1435907165020,2G,EDGE,1,250,2,7765,690,-1,-55,77603657,1435906998
