ID,Name,User,TimeStamp,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,session_id,race_id
672,Белорусская (КЛЦ) 2,Andrey,1435846903956,3G,HSDPA,1,250,2,7743,10251680,-1,-83,449805108,1435846813
,ServiceLog,Andrey,1435846904788,3G,HSDPA,1,250,2,7743,10251680,-1,-83,449805108,1435846813
,ServiceLog,Andrey,1435846905819,3G,HSDPA,1,250,2,7743,10251680,-1,-83,449805108,1435846813
,ServiceLog,Andrey,1435846906860,3G,HSDPA,1,250,2,7743,10251680,-1,-83,449805108,1435846813
,ServiceLog,Andrey,1435846907891,3G,HSDPA,1,250,2,7743,10251680,-1,-87,449805108,1435846813
,ServiceLog,Andrey,1435846908916,3G,HSDPA,1,250,2,7743,10251680,-1,-87,449805108,1435846813
,ServiceLog,Andrey,1435846910054,3G,HSDPA,1,250,2,7743,10251680,-1,-89,449805108,1435846813
,ServiceLog,Andrey,1435846911088,3G,HSDPA,1,250,2,7743,10251680,-1,-89,449805108,1435846813
,ServiceLog,Andrey,1435846912146,3G,HSDPA,1,250,2,7743,10251680,-1,-89,449805108,1435846813
,ServiceLog,Andrey,1435846913210,3G,HSDPA,1,250,2,7743,10251680,-1,-87,449805108,1435846813
,ServiceLog,Andrey,1435846914244,3G,HSDPA,1,250,2,7743,10251680,-1,-87,449805108,1435846813
,ServiceLog,Andrey,1435846915285,3G,HSDPA,1,250,2,7743,10251680,-1,-87,449805108,1435846813
,ServiceLog,Andrey,1435846916445,3G,HSDPA,1,250,2,7743,10251680,-1,-87,449805108,1435846813
,ServiceLog,Andrey,1435846917489,3G,HSDPA,1,250,2,7743,10251680,-1,-87,449805108,1435846813
,ServiceLog,Andrey,1435846918523,3G,HSDPA,1,250,2,7743,10251680,-1,-87,449805108,1435846813
,ServiceLog,Andrey,1435846919574,3G,HSDPA,1,250,2,7743,10251680,-1,-87,449805108,1435846813
,ServiceLog,Andrey,1435846920628,3G,HSDPA,1,250,2,7743,10251680,-1,-83,449805108,1435846813
,ServiceLog,Andrey,1435846921708,3G,HSDPA,1,250,2,7743,10251680,-1,-83,449805108,1435846813
,ServiceLog,Andrey,1435846922770,3G,HSDPA,1,250,2,7743,10251680,-1,-83,449805108,1435846813
,ServiceLog,Andrey,1435846923828,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846924866,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846925933,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846927090,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846928104,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846929161,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846930226,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846931335,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846932408,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846933435,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846934467,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846935569,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846936596,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846937632,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846938738,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846939799,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846940886,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846941951,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846943054,3G,HSDPA,1,250,2,7743,10251680,-1,-77,449805108,1435846813
,ServiceLog,Andrey,1435846944100,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846945134,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846946188,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846947274,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846948330,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846949394,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846950427,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846951526,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846952557,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846953594,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846954715,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846955825,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846956900,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846958030,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846959100,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846960134,3G,HSDPA,1,250,2,7743,10251680,-1,-79,449805108,1435846813
,ServiceLog,Andrey,1435846961197,3G,HSDPA,1,250,2,7743,10251680,-1,-81,449805108,1435846813
,ServiceLog,Andrey,1435846962250,3G,HSDPA,1,250,2,7743,10251680,-1,-81,449805108,1435846813
,ServiceLog,Andrey,1435846963388,3G,HSDPA,1,250,2,7743,10251680,-1,-81,449805108,1435846813
,ServiceLog,Andrey,1435846964519,3G,HSDPA,1,250,2,7743,10251680,-1,-81,449805108,1435846813
,ServiceLog,Andrey,1435846965658,3G,HSDPA,1,250,2,7743,10251680,-1,-81,449805108,1435846813
,ServiceLog,Andrey,1435846966701,3G,HSDPA,1,250,2,7743,10251680,-1,-83,449805108,1435846813
,ServiceLog,Andrey,1435846967748,3G,HSDPA,1,250,2,7743,10251680,-1,-83,449805108,1435846813
,ServiceLog,Andrey,1435846968816,3G,HSDPA,1,250,2,7743,10251680,-1,-83,449805108,1435846813
,ServiceLog,Andrey,1435846969931,3G,HSDPA,1,250,2,7743,10251680,-1,-83,449805108,1435846813
,ServiceLog,Andrey,1435846971066,3G,HSDPA,1,250,2,7743,10251680,-1,-83,449805108,1435846813
,ServiceLog,Andrey,1435846972217,3G,HSDPA,1,250,2,7743,10251680,-1,-83,449805108,1435846813
,ServiceLog,Andrey,1435846973256,3G,HSDPA,1,250,2,7743,10251680,-1,-83,449805108,1435846813
,ServiceLog,Andrey,1435846974295,3G,HSDPA,1,250,2,7743,10251680,-1,-83,449805108,1435846813
,ServiceLog,Andrey,1435846975426,3G,HSDPA,1,250,2,7743,10251680,-1,-83,449805108,1435846813
,ServiceLog,Andrey,1435846976542,3G,HSDPA,1,250,2,7743,10251680,-1,-85,449805108,1435846813
,ServiceLog,Andrey,1435846977679,3G,HSDPA,1,250,2,7743,10251679,-1,-85,449805108,1435846813
,ServiceLog,Andrey,1435846978727,3G,HSDPA,1,250,2,7743,10251679,-1,-85,449805108,1435846813
,ServiceLog,Andrey,1435846979760,3G,HSDPA,1,250,2,7743,10251679,-1,-85,449805108,1435846813
,ServiceLog,Andrey,1435846980845,3G,HSDPA,1,250,2,7743,10251679,-1,-85,449805108,1435846813
,ServiceLog,Andrey,1435846981890,3G,HSDPA,1,250,2,7743,10251679,-1,-87,449805108,1435846813
,ServiceLog,Andrey,1435846982926,3G,HSDPA,1,250,2,7743,10251679,-1,-87,449805108,1435846813
