ID,Name,User,TimeStamp,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,session_id,race_id
2203,Борисово 3,Andrey,1435907699844,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907700013,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907701035,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907702189,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907703224,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907704258,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907705271,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907706348,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907707432,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907708471,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907709514,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907710565,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907711612,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907712725,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
2204,Борисово 4,Andrey,1435907713024,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907713785,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907714827,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907715839,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907716855,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907717907,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907718922,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907719939,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907720949,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907721960,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907723023,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907724097,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907725135,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907726153,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907727218,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907728236,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907729292,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907730329,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907731376,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
,ServiceLog,Andrey,1435907732411,unknown,unknown,1,250,2,7765,690,-1,-111,77603657,1435907699
